"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv28",38,38,38,0,0,9,9,9,0,0,18,18,18,0,0,23,23,23,0,0,31,31,31,0,0
"asv29",67,67,67,354,351,53,53,53,352,351,63,63,63,347,351,41,41,41,315,351,51,51,51,309,351
"asv30",34,34,34,70,68,18,18,18,65,68,34,34,34,72,68,47,47,47,70,68,53,53,53,70,68
"asv31",69,109,84,73,0,0,0,0,90,0,0,0,0,245,0,4,0,0,165,104,25,0,126,0,0
"asv32",33,33,33,0,0,10,10,10,0,0,15,15,15,0,0,22,22,22,0,0,27,27,27,0,0
"asv33",31,31,31,0,0,0,0,0,0,0,12,12,12,0,0,16,16,16,0,0,25,25,25,0,0
"asv34",28,28,28,0,0,27,27,27,0,0,22,22,22,0,0,27,27,27,0,0,28,28,28,0,0
"asv35",170,170,170,174,243,114,114,114,304,243,84,84,84,310,243,95,95,95,280,243,149,149,149,237,243
"asv36",26,26,26,0,0,8,8,8,0,0,0,0,0,0,0,19,19,19,0,0,22,22,22,0,0
"asv37",88,88,88,228,155,32,32,32,190,155,66,66,66,213,155,98,98,98,223,155,96,96,96,226,155
"asv38",66,66,66,208,211,37,37,37,196,211,75,75,75,219,211,73,73,73,202,211,60,60,60,206,211
"asv39",23,23,23,0,0,12,12,12,0,0,17,17,17,0,0,20,20,20,0,0,22,22,22,0,0
"asv40",60,60,60,185,0,50,50,50,264,0,51,51,51,262,0,61,61,61,271,0,77,77,77,267,0
"asv41",22,22,22,0,0,0,0,0,0,0,5,5,5,0,0,16,16,16,0,0,21,21,21,0,0
"asv42",21,21,21,0,0,0,0,0,0,0,12,12,12,0,0,16,16,16,0,0,19,19,19,0,0
"asv43",20,20,20,0,0,0,0,0,0,0,12,12,12,0,0,18,18,18,0,0,20,20,20,0,0
"asv44",74,74,74,111,97,28,28,28,100,97,47,47,47,104,97,65,65,65,107,97,74,74,74,111,97
"asv45",34,34,34,88,82,34,34,34,77,82,31,31,31,84,82,36,36,36,83,82,34,34,34,88,82
"asv46",19,19,19,0,0,7,7,7,0,0,12,12,12,0,0,15,15,15,0,0,17,17,17,0,0
"asv47",18,18,18,0,0,9,9,9,0,0,13,13,13,0,0,17,17,17,0,0,18,18,18,0,0
"asv48",16,16,16,0,0,0,0,0,0,0,9,9,9,0,0,13,13,13,0,0,15,15,15,0,0
"asv49",15,15,15,0,0,0,0,0,0,0,7,7,7,0,0,10,10,10,0,0,14,14,14,0,0
"asv50",11,0,0,0,0,11,0,0,11,0,11,7,0,11,0,45,0,34,0,0,52,11,11,84,0
"asv51",0,20,0,43,0,0,0,20,31,0,0,0,31,0,0,0,40,0,41,0,41,0,0,43,0
"asv52",0,0,0,182,148,12,12,12,247,148,17,17,17,187,148,0,0,0,195,148,0,0,0,189,148
"asv53",0,0,0,135,0,0,0,0,128,0,0,0,0,135,0,0,0,0,137,0,0,0,0,136,0
"asv54",0,0,0,211,0,0,0,0,190,0,0,0,0,199,0,0,0,0,204,0,0,0,0,209,0
"asv55",0,0,0,108,0,0,0,0,92,0,0,0,0,98,0,0,0,0,100,0,0,0,0,107,0
"asv56",0,0,0,171,316,0,0,0,196,316,0,0,0,180,316,0,0,0,177,316,0,0,0,169,316
"asv57",0,0,0,76,0,0,0,0,68,0,0,0,0,74,0,0,0,0,76,0,0,0,0,77,0
"asv58",0,0,0,46,0,0,0,0,36,0,0,0,0,41,0,0,0,0,45,0,0,0,0,46,0
"asv59",0,0,0,34,0,0,0,0,32,0,0,0,0,32,0,0,0,0,34,0,0,0,0,34,0
"asv60",0,0,0,22,0,0,0,0,19,0,0,0,0,20,0,0,0,0,22,0,0,0,0,22,0
"asv61",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"asv62",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"asv64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
