"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","150865","150376","112719","91845","59330","28987","348","1205","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","150865","150497","112797","91940","59365","29019","348","1208","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","150865","150497","112797","91940","59365","29019","347","1209","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","150865","91180","64586","49801","32988","18747","129","555","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","150865","64495","49725","45571","18095","12234","62","245","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","150865","40906","34469","33075","24051","14305","207","831","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","150865","40939","34477","33102","24050","14294","208","830","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","150865","40939","34477","33102","24050","14294","209","829","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","150865","53454","42437","34777","24299","14434","139","516","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","150865","64495","49725","45571","18095","12234","61","246","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","150865","64793","55475","52032","36827","20429","260","1021","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","150865","64847","55521","52072","36851","20509","256","1024","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","150865","64847","55521","52072","36851","20509","255","1025","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","150865","67193","52721","41875","28969","17055","147","535","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","150865","64495","49725","45571","18095","12234","61","246","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","150865","93391","80535","71957","49822","25508","258","1101","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","150865","93470","80601","72032","49893","25608","258","1105","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","150865","93470","80601","72032","49893","25608","259","1104","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","150865","77527","59713","46485","31755","18662","138","546","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","150865","64495","49725","45571","18095","12234","61","246","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","150865","109624","93734","81340","55751","28252","295","1135","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","150865","109715","93817","81417","55808","28470","296","1139","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","150865","109715","93817","81417","55808","28470","298","1137","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","150865","82683","62330","48342","32702","18790","129","552","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","150865","64495","49725","45571","18095","12234","62","245","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
