"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",2922,2926,2926,2699,2157,1503,1504,1504,2327,2157,2489,2489,2489,2738,2157,3011,2985,2985,2592,2157,3311,3342,3342,2807,2157
"asv2",85,85,85,240,116,46,38,38,275,116,86,86,86,117,116,92,92,92,113,116,85,85,85,173,116
"asv3",64,64,64,66,0,23,23,23,63,0,32,32,32,62,0,56,56,56,63,0,65,65,65,65,0
"asv4",58,58,58,68,0,9,9,9,56,0,26,26,26,60,0,45,45,45,64,0,57,57,57,68,0
"asv5",160,160,160,284,221,33,33,33,218,221,108,108,108,249,221,191,191,191,272,221,227,227,227,282,221
"asv6",316,325,325,349,167,117,118,118,177,167,209,210,190,292,167,295,261,253,325,167,352,353,353,342,167
"asv7",41,41,41,83,84,17,17,17,61,84,35,35,35,60,84,45,45,45,62,84,48,48,48,63,84
"asv8",39,39,39,0,0,6,6,6,0,0,20,20,20,0,0,37,37,37,0,0,39,39,39,0,0
"asv9",64,64,64,67,23,51,51,51,73,23,73,73,73,60,23,49,49,49,66,23,53,53,53,67,23
"asv10",59,59,59,292,373,57,57,57,290,373,91,91,91,195,373,41,41,41,214,373,50,50,50,224,373
"asv11",41,41,41,138,0,48,48,48,156,0,53,53,53,131,0,69,69,69,133,0,71,71,71,138,0
"asv12",64,64,64,131,114,37,37,37,156,114,28,28,28,118,114,55,55,55,122,114,42,42,42,131,114
"asv13",105,105,105,168,214,27,27,27,145,214,72,72,72,155,214,85,85,85,165,214,60,60,60,167,214
"asv14",24,24,24,0,0,0,0,0,0,0,12,12,12,0,0,20,20,20,0,0,21,21,21,0,0
"asv15",63,63,63,105,0,24,24,24,98,0,59,59,59,104,0,59,59,59,101,0,50,50,50,104,0
"asv16",23,23,23,0,0,0,0,0,0,0,13,13,13,0,0,19,19,19,0,0,21,21,21,0,0
"asv17",20,20,20,22,0,9,9,9,18,0,12,12,12,19,0,17,17,17,21,0,18,18,18,22,0
"asv18",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,7,7,7,0,0
"asv19",10,10,10,265,588,0,0,0,172,588,0,0,0,248,588,0,0,0,282,588,14,14,14,306,588
"asv20",8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,43,43,0,0,0,0,0,0,0
"asv21",0,0,0,84,112,0,0,0,93,112,54,54,54,89,112,0,0,0,94,112,0,0,0,81,112
"asv22",0,0,0,18,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,18,0
"asv23",0,0,0,0,1437,0,0,0,0,1437,0,0,0,0,1615,0,0,0,0,1599,0,0,0,0,1599
"asv24",0,0,0,0,191,0,0,0,0,191,0,0,0,0,191,0,0,0,0,191,0,0,0,0,191
"asv25",0,0,0,0,184,0,0,0,0,184,0,0,0,0,184,0,0,0,0,184,0,0,0,0,184
"asv26",0,0,0,0,340,0,0,0,0,340,0,0,0,0,162,0,0,0,0,178,0,0,0,0,178
"asv27",0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132,0,0,0,0,132
"asv28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"asv29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
