"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","177192","176616","146292","123345","82787","35632","404","955","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","177192","176744","146377","123450","82828","35630","406","954","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","177192","176744","146377","123450","82828","35630","405","955","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","177192","107782","86284","68984","49146","25193","159","441","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","177192","73454","61225","56587","22603","13213","53","196","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","177192","45244","40676","39515","30501","14207","181","672","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","177192","45279","40706","39547","30522","14217","181","673","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","177192","45279","40706","39547","30522","14217","185","669","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","177192","65281","56944","47865","37062","18860","144","403","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","177192","73454","61225","56587","22603","13213","54","195","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","177192","75936","69363","66364","49508","21982","239","820","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","177192","75998","69419","66433","49542","22034","244","816","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","177192","75998","69419","66433","49542","22034","243","817","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","177192","81588","70698","57603","43270","22088","147","427","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","177192","73454","61225","56587","22603","13213","54","195","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","177192","112264","103079","94914","67659","29668","282","886","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","177192","112353","103154","94993","67737","29681","284","884","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","177192","112353","103154","94993","67737","29681","286","882","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","177192","93598","79432","64233","47485","25021","150","439","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","177192","73454","61225","56587","22603","13213","53","196","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","177192","132255","120660","108903","76136","31928","281","906","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","177192","132358","120742","108993","76192","31899","278","909","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","177192","132358","120742","108993","76192","31899","278","909","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","177192","99262","83281","66821","48841","25091","156","438","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","177192","73454","61225","56587","22603","13213","54","195","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
