"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","156635","155966","150087","149744","107607","35556","185","34","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","156635","156111","150227","149885","107708","35591","185","34","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","156635","156111","150227","149885","107708","35591","185","34","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","156635","156111","147215","150187","126862","41139","146","18","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","156635","146312","143019","142147","128191","45595","125","10","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","156635","99357","97584","97590","71147","23379","136","26","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","156635","99442","97677","97673","71208","23402","136","26","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","156635","99442","97677","97673","71208","23402","136","26","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","156635","136482","133597","133105","115904","36359","128","18","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","156635","146312","143019","142147","128191","45595","125","10","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","156635","125012","122778","122642","88427","29398","164","34","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","156635","125125","122888","122752","88503","29424","164","34","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","156635","125125","122888","122752","88503","29424","164","34","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","156635","144008","140593","140003","121818","38206","131","20","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","156635","146312","143019","142147","128191","45595","125","10","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","156635","141308","138314","138105","99119","32863","174","35","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","156635","141435","138438","138229","99187","32876","174","34","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","156635","141435","138438","138229","99187","32876","174","34","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","156635","149646","144288","145226","125280","40373","138","21","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","156635","146312","143019","142147","128191","45595","125","10","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","156635","147128","143680","143428","103151","34188","178","34","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","156635","147262","143811","143560","103265","34232","176","36","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","156635","147262","143811","143560","103265","34232","177","35","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","156635","152401","146507","147632","126994","41090","141","21","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","156635","146312","143019","142147","128191","45595","125","10","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
