"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",2673,2693,2693,1954,1809,1195,1186,1186,1701,1809,1818,1828,1828,1636,1809,2190,2201,2201,1840,1809,2354,2379,2379,1894,1809
"asv2",4131,4210,4124,3422,2656,3115,3156,3084,3513,2694,3848,3874,3921,3425,2656,4387,4313,4251,3425,2684,4339,4379,4357,3459,2579
"asv3",163,165,165,226,230,151,178,178,201,230,260,236,236,230,230,177,177,177,208,230,167,167,167,211,230
"asv4",177,177,177,208,217,161,161,161,164,217,170,170,170,168,217,167,167,167,166,217,179,179,179,207,217
"asv5",1184,1166,1166,1299,1190,957,962,962,1215,1190,1090,1094,1094,1188,1190,1217,1202,1202,1268,1190,1191,1166,1166,1270,1190
"asv6",179,179,179,143,160,108,108,108,155,160,96,96,96,166,160,136,136,136,137,160,142,142,142,134,160
"asv7",35,35,35,112,104,19,19,19,132,104,38,38,38,136,104,57,57,57,136,104,60,60,60,124,104
"asv8",35,35,35,38,0,18,18,18,34,0,30,30,30,37,0,38,38,38,39,0,39,39,39,41,0
"asv9",35,35,35,38,0,25,25,25,35,0,33,33,33,36,0,35,35,35,37,0,37,37,37,38,0
"asv10",197,197,197,177,97,124,124,124,173,97,171,171,171,180,97,171,171,171,179,97,150,199,199,181,97
"asv11",165,150,165,163,149,116,116,116,152,149,126,127,127,158,149,137,137,137,160,149,161,138,161,173,149
"asv12",290,312,312,338,373,240,253,253,308,373,230,230,230,320,373,251,271,271,315,373,337,338,338,303,373
"asv13",120,120,120,160,188,103,103,103,141,188,110,110,110,142,188,102,102,102,141,188,103,103,103,173,188
"asv14",145,53,86,41,11,0,4,29,0,0,81,21,40,7,11,52,130,112,132,21,159,161,149,38,125
"asv15",95,129,151,0,5,52,4,61,53,16,125,113,95,34,0,92,79,159,38,0,150,104,145,44,0
"asv16",79,79,79,98,23,62,63,63,100,23,63,70,70,87,23,87,87,87,96,23,100,100,100,98,23
"asv17",162,162,162,141,77,97,97,97,135,77,121,121,121,137,77,146,146,146,139,77,152,152,152,145,77
"asv18",25,25,25,0,0,15,15,15,0,0,22,22,22,0,0,27,27,27,0,0,28,28,28,0,0
"asv19",52,52,52,48,19,11,11,11,58,19,50,50,50,56,19,59,59,59,58,19,62,62,62,56,19
"asv20",41,41,41,0,37,14,14,14,0,37,26,26,26,0,37,35,35,35,0,37,40,40,40,0,37
"asv21",42,42,42,40,38,22,22,22,40,38,32,32,32,37,38,36,36,36,40,38,36,36,36,40,38
"asv22",27,27,27,30,0,30,26,26,31,0,35,35,35,28,0,31,31,31,29,0,27,27,27,30,0
"asv23",60,69,69,110,113,46,46,46,110,113,64,64,64,115,113,77,77,77,108,113,79,79,79,112,113
"asv24",60,60,60,197,89,62,62,62,121,89,71,71,71,203,89,78,78,78,203,89,72,72,72,204,89
"asv25",25,25,25,4,38,59,0,32,0,0,5,34,5,0,0,55,26,26,32,0,27,27,32,0,38
"asv26",24,38,38,46,48,24,24,24,38,48,31,31,31,41,48,36,36,36,42,48,31,45,45,44,48
"asv27",34,33,33,0,69,0,0,0,0,69,0,0,0,0,69,19,19,19,0,69,17,17,17,0,69
"asv28",19,20,20,27,0,23,24,24,32,0,27,28,28,27,0,26,27,27,27,0,27,28,28,27,0
"asv29",151,151,151,255,139,119,119,119,304,139,146,133,133,295,139,137,137,137,275,139,141,141,141,285,139
"asv30",18,18,18,0,0,0,0,0,0,0,15,15,15,0,0,17,17,17,0,0,17,17,17,0,0
"asv31",18,18,18,25,0,23,23,23,26,0,27,27,27,30,0,29,29,29,23,0,30,30,30,25,0
