"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",2264,2264,2264,1556,1526,773,773,773,969,1526,1120,1120,1120,1102,1526,1925,1924,1924,1370,1526,1802,1802,1802,1461,1526
"asv2",25021,25117,25031,13832,8549,13176,13213,13182,10769,8600,18494,18371,18377,12520,8594,22703,22686,22494,13738,8330,24635,24938,25023,14080,8334
"asv3",631,365,313,82,21,72,64,85,109,19,128,177,160,92,19,277,209,392,100,0,431,339,243,103,19
"asv4",301,323,323,235,207,180,175,175,214,207,246,246,246,232,207,276,263,263,190,207,265,265,265,245,207
"asv5",364,364,364,186,159,175,175,175,176,159,236,236,236,126,159,347,347,347,173,159,353,353,353,158,159
"asv6",431,373,836,281,16,161,108,118,132,16,178,177,272,218,22,318,376,415,262,194,659,523,381,191,278
"asv7",166,166,166,188,165,49,49,49,143,165,74,74,74,170,165,99,99,99,187,165,128,128,128,190,165
"asv8",141,201,67,53,20,4,18,23,20,20,68,91,70,34,20,114,48,136,38,20,88,34,118,38,24
"asv9",60,60,60,57,0,22,22,22,43,0,30,30,30,45,0,49,49,49,55,0,59,59,59,56,0
"asv10",51,63,63,75,100,30,30,39,82,100,40,40,40,82,100,75,65,65,62,100,107,97,97,76,100
"asv11",128,128,128,96,96,71,71,71,72,96,109,109,109,80,96,106,106,106,100,96,109,109,109,98,96
"asv12",37,37,37,69,63,22,22,22,66,63,26,26,26,48,63,24,24,24,54,63,38,38,38,51,63
"asv13",37,37,37,31,0,12,12,12,0,0,20,20,20,20,0,35,35,35,23,0,36,36,36,26,0
"asv14",34,34,34,39,0,0,0,0,28,0,0,0,0,35,0,0,0,0,36,0,0,0,0,38,0
"asv15",144,145,97,66,55,115,91,36,26,6,99,115,78,57,6,149,137,129,54,55,133,170,152,41,6
"asv16",219,219,219,191,203,71,71,71,146,203,136,144,144,214,203,195,211,211,208,203,258,258,258,197,203
"asv17",43,43,43,0,0,22,22,22,0,0,31,31,31,0,0,36,36,36,0,0,42,42,42,0,0
"asv18",274,274,274,264,179,164,168,168,216,179,217,218,218,234,179,304,310,310,202,179,294,294,294,244,179
"asv19",43,43,43,15,18,28,28,28,21,18,50,50,50,17,18,51,51,51,19,18,51,51,51,18,18
"asv20",29,29,29,20,0,22,22,22,16,0,35,35,35,18,0,43,43,43,20,0,41,41,41,20,0
"asv21",142,142,142,128,127,43,43,43,103,127,80,80,80,120,127,74,74,74,126,127,82,82,82,132,127
"asv22",28,28,28,0,0,0,0,0,0,0,26,26,26,0,0,40,40,40,0,0,44,44,44,0,0
"asv23",109,109,109,96,90,60,60,60,73,90,84,84,84,90,90,119,119,119,96,90,195,195,195,98,90
"asv24",27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,25,25,25,0,0
"asv25",30,30,30,44,0,0,0,0,50,0,0,0,0,38,0,45,45,45,40,0,29,29,29,44,0
"asv26",25,25,25,0,0,9,9,9,0,0,13,13,13,0,0,21,21,21,0,0,22,22,22,0,0
"asv27",59,59,59,16,30,15,15,15,20,30,49,49,49,25,30,65,65,65,23,30,87,87,87,22,30
"asv28",28,28,28,46,30,0,0,0,50,30,82,82,82,57,30,97,97,97,58,30,64,64,64,59,30
"asv29",30,30,30,31,0,23,23,23,25,0,56,56,56,27,0,59,59,59,29,0,58,58,58,30,0
"asv30",43,116,32,0,0,6,5,12,35,0,48,42,44,58,0,88,186,70,58,43,39,120,170,59,0
"asv31",161,161,161,224,135,61,71,71,147,135,86,86,86,193,135,142,142,142,195,135,147,147,147,234,135
"asv32",55,55,55,89,71,17,17,17,72,71,42,42,42,73,71,42,42,42,82,71,59,59,59,87,71
"asv33",32,32,32,21,0,7,7,7,19,0,26,26,26,21,0,37,37,37,24,0,44,44,44,21,0
"asv34",47,47,47,62,0,22,22,22,50,0,40,40,40,56,0,45,45,45,62,0,55,55,55,65,0
"asv35",36,36,36,26,44,18,18,18,20,44,36,36,36,23,44,48,48,48,25,44,53,53,53,25,44
"asv36",18,18,18,0,0,4,4,4,0,0,11,11,11,0,0,16,16,16,0,0,18,18,18,0,0
"asv37",116,116,116,142,0,48,48,48,108,0,87,87,87,128,0,100,100,100,145,0,122,122,122,143,0
"asv38",47,47,47,83,0,23,23,23,67,0,54,54,54,80,0,36,36,36,85,0,30,30,30,84,0
"asv39",17,97,19,0,0,0,33,47,18,0,0,52,48,11,0,0,18,32,25,0,68,7,66,19,0
"asv40",39,39,39,50,0,22,22,22,45,0,31,31,31,53,0,44,44,44,54,0,43,43,43,47,0
"asv41",17,17,17,0,0,14,14,14,0,0,17,17,17,0,0,19,19,19,0,0,18,18,18,0,0
"asv42",16,16,16,0,0,0,0,0,0,0,11,11,11,0,0,14,14,14,0,0,16,16,16,0,0
"asv43",43,43,43,24,0,11,11,11,0,0,21,21,21,0,0,33,33,33,0,0,35,35,35,0,0
"asv44",16,16,16,33,0,0,0,0,22,0,0,0,0,31,0,0,0,0,31,0,0,0,0,32,0
"asv45",401,401,401,323,310,163,163,163,168,310,244,244,244,281,310,330,330,330,337,310,383,384,384,316,310
"asv46",15,15,15,0,0,5,5,5,0,0,9,9,9,0,0,27,27,27,0,0,28,28,28,0,0
"asv47",57,57,57,0,0,15,15,15,0,0,31,31,31,0,0,51,51,51,0,0,52,52,52,0,0
"asv48",15,15,15,11,0,10,10,10,10,0,15,15,15,10,0,17,17,17,11,0,19,19,19,11,0
"asv49",15,15,15,25,0,0,0,0,21,0,37,37,37,24,0,43,43,43,28,0,41,41,41,28,0
"asv50",15,15,15,0,0,0,0,0,0,0,8,8,8,0,0,10,10,10,0,0,14,14,14,0,0
"asv51",14,14,14,0,0,9,9,9,0,0,12,12,12,0,0,15,15,15,0,0,15,15,15,0,0
"asv52",27,27,27,0,0,18,18,18,0,0,21,21,21,0,0,26,26,26,0,0,28,28,28,0,0
