"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",1003,980,1003,888,186,305,324,324,605,186,437,468,468,742,186,649,575,637,771,186,746,751,733,740,186
"asv2",321,321,321,370,0,38,38,38,260,0,109,109,109,75,0,234,234,234,86,0,269,269,269,91,0
"asv3",2015,2015,2015,2061,2645,695,695,695,1701,2645,1706,1706,1706,1794,2645,3043,3253,3253,1940,2645,3357,3357,3357,2004,2645
"asv4",472,473,473,870,845,45,45,45,646,845,83,83,83,758,845,291,292,292,817,845,351,352,352,857,845
"asv5",429,429,429,854,0,0,0,0,587,0,56,56,56,712,0,179,179,179,800,0,296,296,296,833,0
"asv6",426,426,426,475,375,17,17,17,368,375,57,57,57,411,375,222,222,222,456,375,326,326,326,472,375
"asv7",191,191,191,196,133,45,45,45,147,133,95,95,95,171,133,138,138,138,191,133,163,163,163,193,133
"asv8",403,404,404,509,0,74,74,74,372,0,190,190,190,428,0,328,329,329,475,0,389,390,390,496,0
"asv9",328,328,328,467,316,44,44,44,331,316,124,124,124,397,316,234,234,234,443,316,289,289,289,460,316
"asv10",562,562,562,607,2675,298,298,298,605,2675,305,305,305,893,2675,420,420,420,929,2675,471,471,471,965,2675
"asv11",314,314,314,376,424,48,48,48,283,424,84,84,84,318,424,210,210,210,354,424,267,267,267,368,424
"asv12",1436,1420,1383,2507,3008,729,622,598,3027,2696,924,958,887,3405,2696,1179,1140,1117,2445,2885,1407,1394,1271,2393,2696
"asv13",639,641,641,892,993,270,270,270,508,993,465,465,465,584,993,638,639,639,713,993,699,700,700,861,993
"asv14",738,740,740,585,2912,352,352,352,446,2912,431,432,432,509,2912,649,650,650,551,2912,723,724,724,575,2912
"asv15",2735,2735,2735,3627,4689,1282,1282,1282,3356,4689,1877,1877,1877,3797,4689,2357,2357,2357,3536,4689,2694,2694,2694,3539,4689
"asv16",231,231,231,328,0,67,67,67,238,0,137,137,137,268,0,180,180,180,308,0,207,207,207,321,0
"asv17",350,351,351,38,0,92,92,92,147,0,176,176,176,166,0,252,253,253,182,0,293,294,294,192,0
"asv18",146,146,146,67,0,31,31,31,48,0,61,61,61,56,0,104,89,89,63,0,127,127,127,67,0
"asv19",281,281,281,710,705,120,120,120,530,705,226,226,226,616,705,151,151,151,676,705,169,169,169,697,705
"asv20",360,360,360,381,0,100,100,100,305,0,229,229,229,334,0,270,270,270,357,0,324,324,324,374,0
"asv21",134,134,134,135,0,18,18,18,105,0,48,48,48,117,0,97,97,97,130,0,113,113,113,133,0
"asv22",550,550,550,1446,1251,185,185,185,1168,1251,311,311,311,1328,1251,414,414,414,1460,1251,504,504,504,1500,1251
"asv23",129,129,129,181,0,55,55,55,148,0,80,80,80,166,0,105,105,105,174,0,120,120,120,175,0
"asv24",210,210,210,239,207,33,33,33,180,207,89,89,89,206,207,167,167,167,229,207,190,190,190,234,207
"asv25",470,471,471,568,404,131,131,131,433,404,226,226,226,489,404,376,377,377,542,404,408,409,409,561,404
"asv26",269,269,269,1015,3499,78,78,103,928,1852,268,268,268,1014,3499,395,395,322,1077,3499,337,337,337,1101,3027
"asv27",1338,1339,1339,1255,2635,559,559,559,1446,2635,855,856,856,1829,2635,996,996,996,1686,2635,1180,1181,1181,1175,2635
"asv28",389,389,389,352,0,40,40,40,271,0,189,189,189,310,0,282,282,282,333,0,341,341,341,347,0
"asv29",424,424,424,949,939,149,149,149,669,939,195,195,195,796,939,358,358,358,791,939,427,427,427,822,939
"asv30",270,270,270,1239,1339,115,115,115,910,1339,221,221,221,1264,1339,216,217,217,1170,1339,212,258,258,1225,1339
"asv31",257,257,257,873,722,196,196,196,798,722,168,169,169,836,722,224,248,248,867,722,218,218,218,880,722
"asv32",738,739,739,1961,847,289,289,289,1496,847,381,381,381,1731,847,620,620,620,1878,847,686,686,686,1934,847
"asv33",404,405,405,246,255,130,130,130,277,255,245,245,245,217,255,338,339,339,236,255,390,391,391,244,255
"asv34",108,109,109,213,0,37,37,37,171,0,90,91,91,191,0,153,154,154,204,0,96,97,97,209,0
"asv35",106,106,106,110,0,28,28,28,83,0,61,61,61,94,0,82,82,82,104,0,97,97,97,108,0
"asv36",105,105,105,124,94,0,0,0,81,94,0,0,0,101,94,64,64,64,113,94,89,89,89,118,94
"asv37",185,186,186,702,324,62,62,62,440,324,223,224,224,624,324,300,301,301,678,324,191,192,192,695,324
"asv38",104,104,104,117,0,0,0,0,86,0,15,15,15,98,0,45,45,45,107,0,76,76,76,113,0
"asv39",192,192,192,688,261,95,95,95,343,261,97,97,97,602,261,176,176,176,650,261,221,221,221,675,261
"asv40",165,165,165,197,0,21,21,21,162,0,113,113,113,182,0,121,121,121,194,0,87,87,87,197,0
"asv41",92,92,92,0,0,10,10,10,0,0,34,34,34,0,0,57,57,57,0,0,55,55,55,0,0
"asv42",91,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,80,80,80,0,0
"asv43",317,317,317,558,453,109,109,109,437,453,181,181,181,486,453,297,297,297,525,453,300,300,300,542,453
"asv44",186,204,241,563,0,0,107,131,538,312,111,78,149,617,312,122,163,186,399,123,91,106,229,587,312
"asv45",87,87,87,0,0,22,22,22,0,0,39,39,39,0,0,64,64,64,0,0,75,75,75,0,0
"asv46",85,85,85,107,100,7,7,7,78,100,34,34,34,94,100,41,41,41,104,100,69,69,69,106,100
"asv47",212,212,212,417,667,86,86,86,329,667,62,62,62,368,667,120,120,120,404,667,130,130,130,412,667
"asv48",81,81,81,147,102,43,43,43,119,102,67,67,67,134,102,72,72,72,144,102,85,85,85,146,102
"asv49",245,245,245,656,908,133,133,133,507,908,167,167,167,570,908,230,230,230,619,908,226,226,226,635,908
"asv50",653,653,653,1680,1297,252,252,252,1322,1297,356,356,356,1518,1297,471,471,471,1674,1297,643,643,643,1739,1297
"asv51",70,70,70,0,0,0,0,0,55,0,0,0,0,66,0,53,53,53,0,0,61,61,61,0,0
"asv52",70,71,71,147,0,39,39,39,129,0,78,78,78,140,0,65,66,66,153,0,89,90,90,155,0
"asv53",113,113,113,166,0,50,50,50,141,0,90,90,90,157,0,77,77,77,164,0,93,93,93,166,0
"asv54",290,290,290,2196,2081,124,124,124,1623,2081,194,194,194,1851,2081,304,304,304,2060,2081,389,389,389,2139,2081
"asv55",115,115,115,1286,2887,18,18,18,2040,2887,94,94,94,1404,2887,122,122,122,1526,2887,173,173,173,1259,2887
"asv56",54,54,54,58,0,6,6,6,43,0,23,23,23,48,0,39,39,39,55,0,47,47,47,56,0
"asv57",52,52,52,62,0,5,5,5,48,0,11,11,11,53,0,34,34,34,58,0,47,47,47,62,0
"asv58",45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,0,0,39,39,39,0,0
"asv59",41,41,41,41,0,15,15,15,34,0,27,27,27,38,0,33,33,33,40,0,37,37,37,41,0
"asv60",36,36,36,36,0,0,0,0,25,0,17,17,17,33,0,27,27,27,34,0,30,30,30,36,0
"asv61",31,31,31,0,0,0,0,0,0,0,14,14,14,0,0,23,23,23,0,0,27,27,27,0,0
"asv62",20,20,20,0,0,0,0,0,0,0,10,10,10,0,0,12,12,12,0,0,15,15,15,0,0
"asv63",17,17,17,0,0,0,0,0,0,0,6,6,6,0,0,8,8,8,0,0,11,11,11,0,0
"asv64",15,15,15,0,0,0,0,0,0,0,8,8,8,0,0,12,12,12,0,0,13,13,13,0,0
"asv65",14,14,14,15,0,0,0,0,11,0,6,6,6,12,0,10,10,10,14,0,12,12,12,15,0
"asv66",12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0
"asv67",11,11,11,0,0,0,0,0,0,0,9,9,9,0,0,11,11,11,0,0,11,11,11,0,0
"asv68",2,25,0,0,0,0,2,0,0,0,2,0,0,0,0,0,62,0,0,0,0,0,20,0,0
"asv69",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0
"asv70",0,0,0,660,0,0,0,0,519,0,0,0,0,584,0,0,0,0,630,0,0,0,0,652,0
"asv71",0,0,0,542,479,30,30,30,432,479,71,71,71,489,479,0,0,0,516,479,0,0,0,535,479
"asv72",0,0,0,450,3268,0,0,0,853,3268,0,0,0,510,3268,0,0,0,450,3268,0,0,0,449,3268
"asv73",0,0,0,783,531,0,0,0,636,531,0,0,0,513,531,0,0,0,741,531,0,0,0,771,531
"asv74",0,0,0,218,0,0,0,0,179,0,0,0,0,200,0,0,0,0,212,0,0,0,0,216,0
"asv75",0,0,0,205,0,0,0,0,154,0,0,0,0,174,0,0,0,0,196,0,0,0,0,201,0
"asv76",0,0,0,123,0,12,12,12,101,0,0,0,0,109,0,0,0,0,118,0,0,0,0,122,0
"asv77",0,0,0,117,0,0,0,0,94,0,0,0,0,105,0,0,0,0,116,0,0,0,0,117,0
"asv78",0,0,0,112,0,0,0,0,89,0,0,0,0,106,0,0,0,0,111,0,0,0,0,112,0
"asv79",0,0,0,82,0,0,0,0,0,0,0,0,16,0,0,41,41,41,0,0,0,0,0,81,0
"asv80",0,0,0,80,0,0,0,0,51,0,0,0,0,65,0,0,0,0,72,0,0,0,0,77,0
"asv81",0,0,0,72,0,0,0,0,52,0,0,0,0,62,0,0,0,0,69,0,0,0,0,72,0
"asv82",0,0,0,118,61,0,0,0,96,61,0,0,0,43,61,0,0,0,115,61,0,0,0,46,61
"asv83",0,0,0,70,0,0,0,0,61,0,0,0,0,67,0,0,0,0,68,0,0,0,0,70,0
"asv84",0,0,0,46,0,0,0,0,39,0,0,0,0,41,0,0,0,0,45,0,0,0,0,46,0
"asv85",0,0,0,27,0,0,0,0,14,0,0,0,0,19,0,0,0,0,24,0,0,0,0,27,0
"asv86",0,0,0,26,0,0,0,0,22,0,0,0,0,24,0,0,0,0,26,0,0,0,0,26,0
"asv87",0,0,0,19,0,0,0,0,15,0,0,0,0,17,0,0,0,0,18,0,0,0,0,18,0
"asv88",0,0,0,17,0,0,0,0,14,0,0,0,0,16,0,0,0,0,17,0,0,0,0,17,0
"asv89",0,0,0,16,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,16,0
"asv90",0,0,0,0,3335,0,0,0,0,4982,0,0,0,0,3335,0,0,0,0,3335,0,0,0,0,3807
"asv91",0,0,0,0,976,25,25,0,0,976,0,0,0,0,976,0,0,0,0,976,0,0,0,0,976
"asv92",0,0,0,0,533,0,0,0,0,533,0,0,0,0,533,0,0,0,0,533,0,0,0,0,533
"asv93",0,0,0,0,476,0,0,0,0,476,0,0,0,0,476,0,0,0,0,476,0,0,0,0,476
"asv94",0,0,0,0,772,0,0,0,0,772,0,0,0,94,772,0,0,0,0,772,0,0,0,0,772
"asv95",0,0,0,0,264,0,0,0,0,264,0,0,0,0,264,0,0,0,0,264,0,0,0,0,264
"asv96",0,0,0,0,159,0,0,0,0,159,0,0,0,0,159,0,0,0,0,159,0,0,0,0,159
"asv97",0,0,0,0,0,14,14,14,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"asv98",0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv99",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"asv100",0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv101",0,0,0,0,0,0,0,0,62,0,16,16,0,74,0,0,0,0,77,0,0,0,0,0,0
"asv102",0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"asv103",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
"asv104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,10,10,0,0
"asv105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
