"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","105670","105203","98693","100303","73009","21520","218","17","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","105670","105203","98693","100303","73009","21520","218","17","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","105670","105203","98693","100303","73009","21520","218","17","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","105670","104307","99115","100370","87900","33216","161","8","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","105670","97139","94985","95865","59256","33469","87","2","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","105670","35702","34572","34636","24912","8580","171","8","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","105670","35702","34572","34636","24912","8580","171","8","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","105670","35702","34572","34636","24912","8580","171","8","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","105670","90168","88077","88202","79408","30174","154","7","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","105670","97139","94985","95865","59256","33469","87","2","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","105670","56481","54949","55001","40254","13205","203","11","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","105670","56481","54949","55001","40254","13205","203","11","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","105670","56481","54949","55001","40254","13205","203","11","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","105670","95333","92915","92996","83481","32138","158","8","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","105670","97139","94985","95865","59256","33469","87","2","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","105670","78668","76729","76577","56926","18302","223","14","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","105670","78668","76729","76577","56926","18302","223","14","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","105670","78668","76729","76577","56926","18302","223","14","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","105670","99069","96366","96442","86368","33697","155","9","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","105670","97139","94985","95865","59256","33469","87","2","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","105670","89281","87102","87312","65369","19749","216","17","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","105670","89281","87102","87312","65369","19749","216","17","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","105670","89281","87102","87312","65369","19749","216","17","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","105670","101123","97893","98350","87565","33579","151","9","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","105670","97139","94985","95865","59256","33469","87","2","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
