"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","132400","131473","90610","74704","48550","18882","596","978","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","132400","131868","90934","74971","48698","18894","597","976","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","132400","131868","90934","74971","48698","18894","595","978","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","132400","131872","86482","67650","44773","19100","486","603","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","132400","107178","83959","69806","35313","15237","276","327","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","132400","56096","45028","43625","32139","13478","434","681","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","132400","56314","45231","43800","32228","13529","437","684","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","132400","56314","45231","43800","32228","13529","435","686","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","132400","88205","68513","55730","41339","17544","438","575","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","132400","107178","83959","69806","35313","15237","277","326","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","132400","74768","60374","56558","40408","16592","454","859","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","132400","75047","60622","56763","40531","16609","456","855","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","132400","75047","60622","56763","40531","16609","453","858","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","132400","99791","75965","60022","43245","18645","476","591","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","132400","107178","83959","69806","35313","15237","277","326","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","132400","91994","73795","66309","46038","18963","502","926","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","132400","92320","74099","66543","46186","19004","500","929","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","132400","92320","74099","66543","46186","19004","501","928","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","132400","109841","81269","62930","44134","18828","462","586","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","132400","107178","83959","69806","35313","15237","278","325","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","132400","101571","80757","69417","47816","19655","547","937","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","132400","101921","81073","69666","47959","19709","545","941","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","132400","101921","81073","69666","47959","19709","545","941","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","132400","116197","84198","64597","45079","19108","478","585","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","132400","107178","83959","69806","35313","15237","277","326","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
