"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","188951","188304","125837","95368","60453","32447","386","1866","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","188951","188442","125958","95450","60493","32478","392","1861","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","188951","188442","125958","95450","60493","32478","386","1867","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","188951","111743","69514","52227","33475","19252","144","801","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","188951","78206","54303","50518","19051","12428","62","340","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","188951","49142","38013","36325","25972","15896","245","1346","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","188951","49175","38045","36352","25980","15895","248","1342","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","188951","49175","38045","36352","25980","15895","245","1345","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","188951","64148","46919","36038","25089","14737","128","737","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","188951","78206","54303","50518","19051","12428","61","341","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","188951","77413","62080","57479","39561","22882","313","1663","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","188951","77468","62141","57520","39584","22897","318","1658","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","188951","77468","62141","57520","39584","22897","317","1659","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","188951","79987","57550","43451","29464","17094","129","769","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","188951","78206","54303","50518","19051","12428","61","341","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","188951","111001","89416","78508","51891","29215","348","1747","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","188951","111078","89502","78558","51910","29237","348","1747","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","188951","111078","89502","78558","51910","29237","348","1747","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","188951","93187","64456","48838","32291","18790","126","776","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","188951","78206","54303","50518","19051","12428","62","340","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","188951","131028","104215","87060","57747","31871","363","1774","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","188951","131125","104345","87127","57754","31933","363","1773","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","188951","131125","104345","87127","57754","31933","363","1773","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","188951","100307","67190","50671","33213","19325","124","782","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","188951","78206","54303","50518","19051","12428","61","341","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
