"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","127111","127004","118698","118255","76630","22984","286","29","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","127111","127098","118785","118345","76689","23000","286","29","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","127111","127098","118785","118345","76689","23000","286","29","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","127111","127029","121030","121264","86917","41336","193","13","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","127111","114825","111437","112383","74883","52032","144","7","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","127111","31234","29759","29784","19405","7879","247","16","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","127111","31238","29763","29787","19425","7898","247","17","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","127111","31238","29763","29787","19425","7898","247","17","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","127111","96334","93544","93042","67917","35746","202","11","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","127111","114825","111437","112383","74883","52032","144","7","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","127111","60459","58409","58556","38578","13409","291","25","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","127111","60482","58431","58578","38623","13446","291","26","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","127111","60482","58431","58578","38623","13446","292","25","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","127111","108902","105606","105009","76356","39545","208","13","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","127111","114825","111437","112383","74883","52032","144","7","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","127111","91211","88758","88253","58437","19647","302","29","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","127111","91267","88815","88306","58464","19867","305","27","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","127111","91267","88815","88306","58464","19867","304","28","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","127111","118225","114553","113871","82723","40326","196","12","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","127111","114825","111437","112383","74883","52032","144","7","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","127111","105437","102393","101713","67453","22410","301","26","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","127111","105504","102481","101777","67504","22476","303","26","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","127111","105504","102481","101777","67504","22476","302","27","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","127111","122756","118612","118073","85244","40719","190","9","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","127111","114825","111437","112383","74883","52032","144","7","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
