"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","81960","81594","55396","51057","32624","16034","470","472","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","81960","81594","55396","51057","32624","16034","473","469","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","81960","81594","55396","51057","32624","16034","473","469","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","81960","80213","50494","47699","29082","17185","259","286","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","81960","68243","51460","55729","21751","14376","131","123","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","81960","26568","21237","20443","14608","8237","278","311","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","81960","26568","21237","20443","14608","8237","280","309","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","81960","26568","21237","20443","14608","8237","279","310","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","81960","56859","41435","39542","26662","15327","250","264","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","81960","68243","51460","55729","21751","14376","131","123","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","81960","38561","31663","29931","21114","11315","324","392","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","81960","38561","31663","29931","21114","11315","325","391","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","81960","38561","31663","29931","21114","11315","324","392","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","81960","65278","46103","43129","28316","16480","261","277","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","81960","68243","51460","55729","21751","14376","131","123","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","81960","52664","42581","39808","27291","14154","384","432","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","81960","52664","42581","39808","27291","14154","382","434","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","81960","52664","42581","39808","27291","14154","383","433","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","81960","71964","48620","45535","29126","17170","275","281","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","81960","68243","51460","55729","21751","14376","131","123","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","81960","60740","48233","44883","30209","15280","410","438","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","81960","60740","48233","44883","30209","15280","410","438","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","81960","60740","48233","44883","30209","15280","408","440","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","81960","75807","49775","46701","29321","17209","259","285","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","81960","68243","51460","55729","21751","14376","131","123","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
