"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","55032","54636","38882","33203","23794","10626","324","355","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","55032","54813","39045","33324","23902","10660","325","354","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","55032","54813","39045","33324","23902","10660","326","353","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","55032","54817","37529","28671","21018","9518","278","218","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","55032","45968","35150","29251","16756","7319","138","131","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","55032","25605","20967","20244","15984","6940","215","254","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","55032","25697","21038","20315","16036","6988","215","255","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","55032","25697","21038","20315","16036","6988","215","255","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","55032","39085","30570","24761","19546","8936","251","192","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","55032","45968","35150","29251","16756","7319","138","131","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","55032","33562","27451","25963","20028","9003","269","304","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","55032","33681","27549","26065","20098","9010","266","305","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","55032","33681","27549","26065","20098","9010","268","303","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","55032","43440","33603","26218","20425","9280","252","208","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","55032","45968","35150","29251","16756","7319","138","131","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","55032","40610","32721","29925","22448","9908","301","324","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","55032","40753","32855","30032","22524","9991","302","323","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","55032","40753","32855","30032","22524","9991","302","323","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","55032","47074","35261","27118","20691","9468","263","212","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","55032","45968","35150","29251","16756","7319","137","132","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","55032","44146","35210","31420","23376","10505","308","335","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","55032","44299","35345","31537","23456","10526","307","335","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","55032","44299","35345","31537","23456","10526","309","333","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","55032","49201","36264","27643","20916","9558","267","213","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","55032","45968","35150","29251","16756","7319","138","131","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
