"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",3046,3062,3062,1995,1038,1300,1305,1305,1908,1038,1971,1979,1979,1951,1038,2502,2515,2515,2011,1038,2642,2655,2655,2116,1038
"asv2",1322,1281,1281,520,515,729,732,732,471,515,887,890,890,558,515,1201,1206,1206,554,515,1274,1286,1286,524,515
"asv3",1045,1047,1047,276,765,801,803,803,281,765,939,941,941,280,765,1028,1030,1030,278,765,824,826,826,280,765
"asv4",9792,10003,9970,8886,7052,7200,7030,7156,8345,7101,9174,8971,9001,8773,7070,9764,9808,9731,8982,7186,9841,10022,10084,9058,7153
"asv5",2209,2210,2210,2195,2031,1780,1800,1800,1909,2031,1942,1942,1942,1989,2031,2125,2126,2126,2011,2031,2152,2153,2153,2269,2031
"asv6",615,615,615,714,851,339,339,339,629,851,485,485,485,650,851,569,569,569,674,851,600,600,600,689,851
"asv7",316,308,308,210,281,162,162,162,192,281,184,167,180,192,281,210,211,211,197,281,314,315,315,181,281
"asv8",171,171,171,158,412,54,54,54,121,412,68,68,68,145,412,168,169,169,212,412,215,216,216,155,412
"asv9",245,248,248,305,185,189,192,192,351,185,211,214,214,279,185,241,244,244,272,185,344,347,347,251,185
"asv10",532,533,533,579,447,407,408,408,598,447,474,475,475,679,447,526,527,527,680,447,536,537,537,593,447
"asv11",167,168,168,132,273,155,122,122,126,273,154,158,158,149,273,209,253,253,135,273,161,267,267,138,273
"asv12",125,125,125,95,209,57,57,57,115,209,67,67,67,91,209,91,91,91,72,209,103,103,103,97,209
"asv13",162,162,162,178,168,72,72,72,202,168,115,115,115,138,168,119,119,119,195,168,133,133,133,194,168
"asv14",257,263,263,218,290,188,190,190,126,290,198,199,199,188,290,198,200,200,170,290,270,273,273,211,290
"asv15",144,133,207,95,12,39,22,18,56,50,76,122,61,36,23,87,105,120,51,61,166,79,121,78,38
"asv16",126,126,126,63,140,54,54,54,173,140,99,99,99,158,140,91,91,91,159,140,128,128,128,63,140
"asv17",154,144,144,120,136,121,121,121,168,136,112,112,112,159,136,100,90,90,164,136,137,127,127,168,136
"asv18",164,101,101,186,191,121,108,108,174,191,139,140,140,175,191,162,163,163,217,191,157,158,158,218,191
"asv19",185,185,185,236,228,123,123,123,218,228,140,140,140,252,228,137,137,137,259,228,154,154,154,282,228
"asv20",279,282,289,557,304,193,193,193,550,304,231,250,237,480,304,239,240,240,547,304,230,231,231,539,304
"asv21",129,129,129,245,237,83,83,83,293,237,112,112,112,272,237,118,118,118,315,237,116,116,116,251,237
"asv22",68,68,68,88,103,45,45,45,77,103,76,76,76,81,103,87,87,87,131,103,77,77,77,104,103
"asv23",259,137,140,94,253,52,70,84,11,31,36,110,169,196,151,104,107,117,65,56,212,182,68,29,119
"asv24",78,78,78,111,59,96,96,96,79,59,111,111,111,49,59,78,78,78,49,59,90,90,90,87,59
"asv25",271,272,272,247,312,163,164,164,323,312,176,177,177,273,312,195,196,196,326,312,241,242,242,260,312
"asv26",74,77,79,68,98,26,26,26,59,98,49,57,51,63,98,55,53,52,66,98,83,85,82,67,95
"asv27",36,36,36,48,0,50,50,50,87,0,65,65,65,92,0,83,83,83,89,0,74,74,74,89,0
"asv28",36,36,36,36,33,29,29,29,35,33,31,31,31,36,33,35,35,35,36,33,36,36,36,36,33
"asv29",99,99,99,85,53,70,70,70,85,53,96,96,96,82,53,105,105,105,83,53,109,114,114,86,53
"asv30",57,57,57,86,82,60,60,60,80,82,47,47,47,82,82,74,74,74,85,82,71,71,71,87,82
"asv31",89,89,89,95,70,90,90,90,87,70,129,129,129,153,70,119,119,119,100,70,132,132,132,95,70
"asv32",175,175,175,133,97,117,117,117,180,97,176,176,176,199,97,131,131,131,130,97,147,147,147,132,97
"asv33",225,225,225,243,212,239,239,239,241,212,257,257,257,238,212,271,271,271,264,212,266,266,266,263,212
"asv34",308,308,308,279,277,207,201,201,231,277,276,263,263,297,277,270,270,270,222,277,307,307,307,234,277
"asv35",47,47,47,35,30,27,27,27,0,30,32,32,32,33,30,32,32,32,35,30,32,32,32,35,30
"asv36",27,27,27,28,31,22,22,22,25,31,28,28,28,27,31,26,26,26,28,31,26,26,26,28,31
"asv37",121,121,121,47,97,57,57,57,59,97,106,106,106,128,97,97,97,97,59,97,139,139,139,65,97
"asv38",49,49,49,27,25,19,19,19,27,25,30,30,30,27,25,46,46,46,27,25,47,47,47,27,25
"asv39",27,27,27,0,54,16,16,16,0,54,27,27,27,0,54,47,47,47,0,54,27,27,27,0,54
"asv40",132,132,132,139,253,108,108,108,133,253,133,133,133,157,253,157,157,157,140,253,159,159,159,152,253
"asv41",25,25,25,26,0,12,12,12,24,0,16,16,16,25,0,22,22,22,26,0,25,25,25,26,0
"asv42",42,41,41,19,0,49,49,49,35,0,56,56,56,31,0,63,63,63,29,0,58,58,58,31,0
"asv43",24,24,24,0,0,14,14,14,0,0,18,18,18,0,0,21,21,21,0,0,24,24,24,0,0
"asv44",24,24,24,26,0,18,18,18,20,0,19,19,19,23,0,21,21,21,24,0,24,24,24,24,0
"asv45",24,24,24,0,0,11,11,11,0,0,15,15,15,0,0,22,22,22,0,0,23,23,23,0,0
"asv46",323,324,324,491,631,231,224,224,546,631,278,269,269,570,631,306,307,307,511,631,317,318,318,537,631
"asv47",23,23,23,29,26,18,18,18,27,26,21,21,21,28,26,24,24,24,29,26,22,22,22,29,26
"asv48",186,186,186,166,144,110,111,111,144,144,155,156,156,173,144,163,156,156,176,144,158,158,158,177,144
"asv49",23,23,23,0,0,19,19,19,0,0,22,22,22,0,0,27,27,27,0,0,27,27,27,0,0
"asv50",23,23,23,0,0,15,15,15,0,0,19,19,19,0,0,20,20,20,0,0,23,23,23,0,0
"asv51",59,59,59,129,189,61,61,61,133,189,87,87,87,157,189,82,82,82,113,189,80,80,80,115,189
"asv52",54,54,54,47,61,61,61,61,51,61,51,51,51,51,61,56,56,56,52,61,54,54,54,53,61
"asv53",89,76,76,83,67,63,53,53,62,67,119,120,120,85,67,112,100,100,70,67,105,106,106,88,67
"asv54",41,41,41,62,69,41,42,42,64,69,48,49,49,68,69,38,38,38,73,69,40,40,40,61,69
"asv55",21,21,21,0,0,9,9,9,0,0,14,14,14,0,0,17,17,17,0,0,18,18,18,0,0
"asv56",86,86,86,64,83,72,72,72,124,83,55,55,55,84,83,70,70,70,89,83,85,85,85,57,83
"asv57",33,33,33,54,49,46,46,46,51,49,55,56,56,64,49,50,50,50,64,49,51,51,51,64,49
"asv58",20,21,21,37,47,26,27,27,37,47,33,34,34,42,47,21,22,22,45,47,23,24,24,46,47
"asv59",197,197,197,189,226,145,152,152,204,226,191,191,191,186,226,191,191,191,209,226,178,186,186,211,226
"asv60",27,27,27,7,0,7,7,7,7,0,26,26,26,7,0,27,27,27,7,0,27,27,27,7,0
"asv61",51,51,51,17,17,26,26,26,17,17,51,51,51,17,17,59,59,59,17,17,59,59,59,17,17
"asv62",33,33,33,34,47,23,23,23,35,47,19,19,19,35,47,33,33,33,54,47,33,33,33,34,47
"asv63",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv64",19,19,19,22,0,16,16,16,21,0,25,25,25,23,0,21,21,21,26,0,25,25,25,26,0
"asv65",19,19,19,0,0,31,31,31,0,0,43,43,43,0,0,42,42,42,0,0,42,42,42,0,0
"asv66",122,122,122,155,201,128,128,128,155,201,159,159,159,155,201,164,164,164,180,201,128,129,129,155,201
"asv67",41,11,7,13,0,6,36,6,55,0,28,83,57,18,72,22,25,68,25,6,47,39,32,24,0
"asv68",100,107,100,94,123,52,52,52,109,123,88,88,88,110,123,99,99,99,111,123,117,117,117,113,123
"asv69",18,17,17,0,0,0,0,0,0,0,17,16,16,0,0,16,16,16,0,0,16,16,16,0,0
"asv70",17,17,17,0,0,13,13,13,0,0,16,16,16,0,0,17,17,17,0,0,17,17,17,0,0
"asv71",40,40,40,61,64,49,49,49,44,64,39,39,39,63,64,55,55,55,65,64,50,50,50,65,64
"asv72",17,17,17,34,36,33,33,33,31,36,36,36,36,32,36,32,32,32,32,36,28,28,28,25,36
"asv73",116,114,114,151,168,69,83,83,164,168,133,134,134,159,168,110,125,125,165,168,113,113,113,165,168
"asv74",27,27,27,38,41,41,41,41,51,41,44,44,44,47,41,40,40,40,42,41,40,40,40,42,41
"asv75",57,57,57,74,127,36,36,36,94,127,33,33,33,112,127,44,44,44,105,127,52,52,52,108,127
"asv76",16,16,16,0,0,0,0,0,0,0,15,15,15,0,0,16,16,16,0,0,16,16,16,0,0
"asv77",188,190,190,98,83,118,119,119,167,83,177,179,179,150,83,225,227,227,129,83,217,219,219,99,83
"asv78",16,16,16,28,0,30,30,30,40,0,33,33,33,36,0,27,27,27,36,0,25,29,29,38,0
"asv79",87,87,87,96,104,69,69,69,83,104,90,90,90,90,104,87,87,87,94,104,76,76,76,89,104
"asv80",30,11,0,4,0,4,34,27,0,0,28,21,8,11,0,8,12,13,29,8,4,20,8,38,8
"asv81",15,15,15,15,9,0,0,0,13,9,0,0,0,14,9,0,0,0,15,9,0,0,0,15,9
"asv82",15,15,15,0,0,12,12,12,0,0,13,13,13,0,0,14,14,14,0,0,14,14,14,0,0
"asv83",19,0,15,18,1,10,10,14,55,0,14,0,21,18,2,15,15,23,4,1,27,15,29,24,0
"asv84",59,59,59,58,65,64,64,64,108,65,63,63,63,62,65,68,68,68,34,65,60,60,60,37,65
"asv85",13,13,13,0,0,0,0,0,0,0,7,7,7,0,0,11,11,11,0,0,12,12,12,0,0
"asv86",169,169,169,193,205,94,94,94,203,205,160,160,160,188,205,197,197,197,179,205,205,205,205,219,205
"asv87",62,62,62,164,123,78,77,77,256,123,84,84,84,205,123,105,110,110,196,123,94,94,94,178,123
"asv88",47,47,47,29,47,44,44,44,47,47,40,40,40,48,47,37,37,37,42,47,39,39,39,42,47
"asv89",9,9,9,9,0,0,0,0,8,0,8,8,8,8,0,9,9,9,9,0,9,9,9,9,0
"asv90",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0
"asv91",8,8,8,0,0,0,0,0,0,0,6,6,6,0,0,8,8,8,0,0,8,8,8,0,0
"asv92",37,37,37,35,0,32,32,32,29,0,35,35,35,44,0,28,28,28,38,0,41,41,41,46,0
"asv93",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,6,6,6,0,0
"asv94",12,12,12,0,38,0,0,0,0,38,0,0,0,0,38,17,17,17,0,38,18,18,18,0,38
"asv95",7,7,7,0,0,0,0,0,0,0,5,5,5,0,0,7,7,7,0,0,7,7,7,0,0
"asv96",11,30,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,6,6,3,0,3
"asv97",29,29,29,153,71,0,0,0,221,71,8,8,8,175,71,9,9,9,156,71,9,9,9,133,71
"asv98",5,7,18,19,0,0,103,0,0,72,0,29,25,26,0,2,0,0,0,0,2,4,0,32,0
"asv99",9,9,9,67,67,0,0,0,72,67,0,0,0,73,67,0,0,0,64,67,0,0,0,66,67
"asv100",5,5,5,5,0,4,4,4,4,0,4,4,4,4,0,4,4,4,5,0,4,4,4,5,0
"asv101",22,22,22,210,244,0,0,0,161,244,0,0,0,151,244,13,13,13,191,244,19,19,19,156,244
"asv102",4,4,4,150,167,0,0,0,128,167,0,0,0,115,167,0,0,0,124,167,0,0,0,124,167
"asv103",4,4,4,38,86,0,0,0,98,86,0,0,0,71,86,0,0,0,67,86,0,0,0,63,86
"asv104",0,33,0,0,0,0,9,9,0,0,12,12,12,19,0,12,12,12,0,0,32,0,32,0,0
"asv105",0,0,0,139,0,0,0,0,139,0,0,0,0,142,0,0,0,0,141,0,0,0,0,142,0
"asv106",0,0,0,53,48,0,0,0,56,48,0,0,0,57,48,0,0,0,52,48,0,0,0,53,48
"asv107",0,0,0,45,45,0,0,0,44,45,0,0,0,45,45,0,0,0,45,45,0,0,0,45,45
