"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","28680","28629","23143","22317","13285","4176","132","21","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","28680","28669","23176","22349","13299","4181","132","21","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","28680","28669","23176","22349","13299","4181","132","21","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","28680","28655","22322","21002","13072","5079","85","14","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","28680","25509","21271","22043","15442","6453","57","6","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","28680","8484","7601","7539","5348","2007","114","14","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","28680","8489","7605","7543","5351","2001","113","14","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","28680","8489","7605","7543","5351","2001","113","14","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","28680","21230","18474","17921","11285","4394","84","12","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","28680","25509","21271","22043","15442","6453","57","6","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","28680","14367","12989","12817","8705","3472","132","18","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","28680","14377","12998","12826","8712","3473","132","18","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","28680","14377","12998","12826","8712","3473","132","18","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","28680","24115","20534","19694","12555","4714","82","14","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","28680","25509","21271","22043","15442","6453","57","6","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","28680","20572","18386","18032","11347","4200","137","21","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","28680","20593","18404","18050","11357","4175","135","22","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","28680","20593","18404","18050","11357","4175","136","21","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","28680","26413","21695","20604","13098","4707","78","14","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","28680","25509","21271","22043","15442","6453","57","6","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","28680","23468","20695","20110","12404","4591","130","22","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","28680","23496","20718","20133","12415","4623","131","22","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","28680","23496","20718","20133","12415","4623","131","22","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","28680","27580","22149","20954","13235","5058","82","14","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","28680","25509","21271","22043","15442","6453","57","6","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
