"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","162124","161036","124827","113669","81230","26317","765","669","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","162124","161506","125253","114023","81477","26290","759","669","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","162124","161506","125253","114023","81477","26290","757","671","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","162124","161508","117882","100388","73869","24060","634","410","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","162124","136066","111910","98788","63839","22617","342","249","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","162124","77929","68340","67312","52480","17770","519","488","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","162124","78230","68613","67576","52622","17765","520","486","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","162124","78230","68613","67576","52622","17765","518","488","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","162124","120311","99473","88237","70709","23620","565","378","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","162124","136066","111910","98788","63839","22617","344","247","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","162124","102122","89472","86823","66312","22490","592","603","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","162124","102487","89817","87132","66479","22489","592","598","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","162124","102487","89817","87132","66479","22489","591","599","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","162124","131471","107330","92535","72897","24424","616","395","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","162124","136066","111910","98788","63839","22617","343","248","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","162124","122788","106519","101195","75827","24934","638","619","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","162124","123200","106927","101529","76061","25075","637","623","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","162124","123200","106927","101529","76061","25075","639","621","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","162124","141087","112616","95136","73885","24589","603","395","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","162124","136066","111910","98788","63839","22617","343","248","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","162124","132822","114022","106178","78959","25858","675","632","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","162124","133252","114424","106512","79171","26056","678","632","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","162124","133252","114424","106512","79171","26056","677","633","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","162124","147027","115539","96913","74606","24701","615","399","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","162124","136066","111910","98788","63839","22617","342","249","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
