"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",9493,9413,9228,9041,5187,4984,5024,5028,7447,5223,6723,6675,6739,8506,5223,8163,8196,8218,8692,5223,8761,8844,8827,9118,5057
"asv2",2242,2242,2242,1867,1796,1252,1252,1252,1821,1796,1609,1609,1609,1910,1796,1913,1913,1913,1908,1796,2074,2074,2074,1848,1796
"asv3",207,207,207,410,458,47,47,47,560,458,111,111,111,550,458,147,147,147,472,458,185,185,185,426,458
"asv4",389,389,389,205,516,195,195,195,206,516,256,256,256,222,516,382,382,382,249,516,406,406,406,196,516
"asv5",102,71,238,0,0,60,25,47,64,0,75,44,51,0,0,112,124,165,47,0,122,46,139,24,36
"asv6",55,55,55,135,0,22,22,28,127,0,40,40,40,138,0,50,50,50,140,0,76,76,76,137,0
"asv7",35,35,35,43,0,17,17,17,0,0,25,25,25,41,0,30,30,0,43,0,33,33,0,43,0
"asv8",60,60,60,46,31,15,15,15,47,31,22,22,22,53,31,67,67,67,53,31,78,78,78,46,31
"asv9",36,55,32,81,46,34,36,10,33,10,36,122,61,38,10,73,86,43,132,10,64,78,87,93,10
"asv10",31,31,31,0,0,0,0,0,0,0,23,23,23,0,0,34,34,34,0,0,34,34,34,0,0
"asv11",30,30,30,0,0,0,0,0,0,0,12,12,12,0,0,21,21,21,0,0,25,25,25,0,0
"asv12",29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,31,31,31,0,0
"asv13",55,55,55,103,0,22,22,22,97,0,41,41,41,99,0,48,48,48,101,0,51,51,51,102,0
"asv14",61,61,61,110,0,28,28,28,101,0,55,55,55,106,0,83,83,83,105,0,81,81,81,110,0
"asv15",28,28,28,32,0,11,11,11,29,0,16,16,16,31,0,28,28,28,32,0,29,29,29,32,0
"asv16",208,208,208,123,343,57,57,57,129,343,113,113,113,115,343,150,150,150,125,343,159,159,159,126,343
"asv17",28,28,28,0,0,6,6,6,0,0,7,7,7,0,0,17,17,17,0,0,24,24,24,0,0
"asv18",183,183,183,149,0,63,63,63,100,0,108,108,108,112,0,134,134,134,127,0,158,158,158,148,0
"asv19",26,26,26,0,0,15,15,15,0,0,24,24,24,0,0,28,28,28,0,0,28,28,28,0,0
"asv20",199,199,199,200,240,74,74,74,155,240,178,178,178,160,240,197,197,197,159,240,209,209,209,201,240
"asv21",57,57,57,46,123,28,28,28,56,123,27,27,27,57,123,45,45,45,46,123,25,25,25,45,123
"asv22",40,40,40,57,81,24,24,24,65,81,40,40,40,56,81,45,45,45,58,81,31,31,31,57,81
"asv23",47,47,47,49,81,21,21,21,76,81,20,20,20,76,81,30,30,30,52,81,52,52,52,80,81
"asv24",67,67,67,126,0,0,0,0,121,0,42,42,42,123,0,33,33,33,124,0,51,51,51,125,0
"asv25",24,24,24,44,0,13,13,13,36,0,0,0,0,42,0,0,0,0,43,0,0,0,0,43,0
"asv26",32,0,18,0,0,0,0,0,0,0,0,4,0,45,0,13,0,0,0,0,110,0,14,44,0
"asv27",39,104,127,0,0,3,0,0,0,0,25,7,7,0,0,65,65,14,0,0,22,111,22,0,0
"asv28",94,94,94,98,251,41,41,41,91,251,82,82,82,113,251,86,86,86,102,251,74,74,74,104,251
