"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",11729,11632,11787,10964,8021,8139,8222,8188,9873,8303,10474,10503,10484,10481,8180,11885,12020,11922,10442,8302,12163,12553,12518,10868,8035
"asv2",409,411,411,379,373,222,224,224,328,373,300,302,302,351,373,342,344,344,383,373,363,365,365,384,373
"asv3",1547,1550,1550,1585,1308,1408,1415,1415,1580,1308,1487,1490,1490,1663,1308,1617,1620,1620,1589,1308,1662,1665,1665,1574,1308
"asv4",430,431,431,396,411,319,324,324,390,411,397,398,398,391,411,454,455,455,388,411,448,449,449,368,411
"asv5",230,231,231,111,146,120,121,121,266,146,182,183,183,182,146,220,221,221,113,146,229,230,230,103,146
"asv6",233,233,233,162,146,153,153,153,144,146,157,157,157,166,146,209,209,209,162,146,232,232,232,178,146
"asv7",188,276,215,90,348,150,151,161,63,28,243,159,195,153,160,272,216,203,466,16,429,149,183,202,203
"asv8",178,178,178,208,166,116,116,116,157,166,146,146,146,158,166,227,227,227,180,166,223,223,223,182,166
"asv9",43,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"asv10",142,143,143,124,86,88,65,65,99,86,127,101,101,123,86,137,109,109,102,86,143,113,113,125,86
"asv11",308,290,290,327,252,338,339,339,238,252,260,260,260,273,252,288,288,288,285,252,336,346,346,326,252
"asv12",69,69,69,76,60,31,31,31,64,60,24,24,24,67,60,56,56,56,69,60,53,53,53,76,60
"asv13",107,230,168,88,46,35,70,54,90,35,94,101,151,119,49,167,203,201,65,36,210,183,178,121,131
"asv14",120,120,120,125,143,61,61,61,125,143,113,113,113,117,143,121,121,121,118,143,132,132,132,119,143
"asv15",77,77,77,137,64,40,40,40,104,64,60,60,60,85,64,90,90,90,140,64,88,88,88,141,64
"asv16",92,34,20,69,0,0,0,30,0,0,12,36,20,12,0,56,38,57,63,0,19,16,17,17,0
"asv17",100,100,100,77,114,71,71,71,87,114,80,80,80,95,114,99,99,99,75,114,104,104,104,78,114
"asv18",53,53,53,85,88,38,38,38,82,88,56,56,56,87,88,68,68,68,85,88,63,63,63,87,88
"asv19",34,34,34,49,42,22,22,22,42,42,29,29,29,47,42,44,44,44,49,42,48,48,48,49,42
"asv20",28,28,28,32,62,22,22,22,28,62,26,26,26,29,62,24,24,24,32,62,26,26,26,32,62
"asv21",168,168,168,181,108,131,131,131,152,108,156,156,156,154,108,151,151,151,158,108,147,147,147,184,108
"asv22",77,77,77,71,105,68,68,68,71,105,62,62,62,69,105,77,77,77,72,105,70,70,70,71,105
"asv23",139,139,139,150,138,115,115,115,127,138,114,114,114,137,138,126,126,126,130,138,130,130,130,128,138
"asv24",22,22,22,21,28,23,23,23,28,28,27,27,27,28,28,27,27,27,29,28,28,28,28,27,28
"asv25",20,20,20,24,29,20,20,20,21,29,27,27,27,23,29,20,20,20,23,29,20,20,20,24,29
"asv26",82,83,83,181,206,57,63,63,185,206,77,78,78,188,206,94,95,95,194,206,94,95,95,191,206
"asv27",19,19,19,23,0,18,18,18,21,0,23,23,23,23,0,25,25,25,23,0,23,23,23,23,0
"asv28",79,80,80,57,47,35,39,39,67,47,77,70,70,67,47,90,81,81,56,47,90,91,91,57,47
"asv29",68,68,68,50,43,45,45,45,54,43,48,48,48,50,43,53,53,53,51,43,51,51,51,52,43
"asv30",99,99,99,100,73,57,57,57,75,73,68,68,68,99,73,90,90,90,85,73,91,91,91,86,73
"asv31",19,19,19,24,27,0,0,0,27,27,0,0,0,29,27,0,0,0,30,27,0,0,0,26,27
"asv32",43,43,43,110,108,29,29,29,106,108,46,46,46,114,108,41,41,41,107,108,41,23,23,111,108
"asv33",61,61,61,75,56,46,46,46,56,56,61,61,61,58,56,59,59,59,58,56,61,61,61,70,56
"asv34",154,154,154,213,157,92,97,97,190,157,128,128,128,198,157,143,143,143,220,157,133,133,133,209,157
"asv35",17,17,17,15,0,11,11,11,14,0,15,15,15,17,0,17,17,17,18,0,17,17,17,18,0
"asv36",17,0,0,0,0,19,19,19,0,40,35,35,35,0,26,53,27,27,0,26,34,0,21,0,26
"asv37",74,56,57,22,88,14,6,12,58,88,20,28,21,32,88,21,37,89,2,88,25,61,45,2,88
"asv38",149,149,149,378,242,115,115,115,309,242,127,127,127,346,242,112,112,112,372,242,126,126,126,382,242
"asv39",16,16,16,12,16,11,11,11,14,16,12,12,12,15,16,14,14,14,16,16,14,14,14,16,16
"asv40",31,31,31,51,49,27,27,27,49,49,27,27,27,40,49,28,28,28,54,49,29,29,29,54,49
"asv41",87,92,92,114,96,61,61,61,61,96,45,45,45,91,96,50,50,50,93,96,58,58,58,113,96
"asv42",16,16,16,23,0,18,18,18,16,0,17,17,17,18,0,18,18,18,23,0,20,20,20,23,0
"asv43",61,61,61,65,66,46,46,46,73,66,51,51,51,80,66,75,75,75,74,66,78,78,78,69,66
"asv44",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv45",14,0,0,0,0,54,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0
"asv46",14,14,14,0,0,6,6,6,0,0,10,10,10,0,0,12,12,12,0,0,13,13,13,0,0
"asv47",14,14,14,0,0,8,8,8,0,0,10,10,10,0,0,12,12,12,0,0,13,13,13,0,0
