"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","110455","109212","106081","105203","94689","85269","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","110455","109213","106825","106121","94977","87772","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","110455","109213","106825","106121","94977","87772","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","110455","109213","106825","106121","94977","87772","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","110455","82345","82146","82282","54909","53393","60","1","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","110455","38397","37234","37301","35295","31945","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","110455","71582","69944","70087","64367","59262","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","110455","71582","69944","70087","64367","59262","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","110455","71582","69944","70087","64367","59262","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","110455","82345","82146","82282","54909","53393","60","1","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","110455","67726","65993","66168","61207","55189","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","110455","99049","96933","96743","87320","80600","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","110455","99049","96933","96743","87320","80600","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","110455","99049","96933","96743","87320","80600","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","110455","82345","82146","82282","54909","53393","60","1","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","110455","85911","83766","83982","76710","69173","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","110455","109165","106778","106088","94946","87744","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","110455","109165","106778","106088","94946","87744","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","110455","109165","106778","106088","94946","87744","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","110455","82345","82146","82282","54909","53393","60","1","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","110455","90032","87898","88005","80181","72239","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","110455","109213","106825","106121","94977","87772","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","110455","109213","106825","106121","94977","87772","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","110455","109213","106825","106121","94977","87772","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","110455","82345","82146","82282","54909","53393","60","1","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
