"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",8685,8846,8846,8846,5215,3726,6260,6260,6260,5215,6052,8328,8328,8328,5215,7599,8845,8845,8845,5215,7853,8846,8846,8846,5215
"asv2",13090,13588,13624,13480,7009,5708,9701,9847,9803,7009,8787,12540,12569,12723,7009,10866,13404,13404,13586,7009,11480,13624,13480,13398,7009
"asv3",5970,6323,6259,6258,0,2451,4178,4541,4178,0,4259,6227,5768,6245,0,5423,6234,6254,6234,358,5203,6733,6238,6258,0
"asv4",13881,14134,14134,14134,8586,4857,9653,9653,9653,8586,9381,13175,13175,13175,8586,11076,14133,14133,14133,8586,11268,14134,14134,14134,8586
"asv5",3482,3650,3650,3650,3049,1468,2673,2673,2673,3049,2679,3443,3443,3443,3049,3194,3650,3650,3650,3049,3267,3650,3650,3650,3049
"asv6",4238,4406,4406,4406,3166,1900,3215,3215,3215,3166,3098,4153,4153,4153,3166,3729,4405,4405,4405,3166,3829,4406,4406,4406,3166
"asv7",3142,3413,3413,3413,2308,609,1799,1799,1799,2308,1421,2919,2919,2919,2308,1836,3413,3413,3413,2308,1952,3413,3413,3413,2308
"asv8",3499,3763,3763,3763,2954,1564,2812,2812,2812,2954,2381,3569,3569,3569,2954,2909,3762,3762,3762,2954,3133,3763,3763,3763,2954
"asv9",1981,2137,2137,2137,0,411,1022,1022,1022,0,684,1868,1868,1868,0,1062,2137,2137,2137,0,1155,2137,2137,2137,0
"asv10",1913,2676,2676,2676,0,548,1351,1351,1351,0,1145,2392,2392,2392,0,1503,2676,2676,2676,0,1538,2676,2676,2676,0
"asv11",4994,5096,5096,5096,0,2263,3808,3808,3808,0,3674,4805,4805,4805,0,4408,5095,5095,5095,0,4521,5096,5096,5096,0
"asv12",3013,3066,3066,3066,2055,1165,2100,2100,2100,2055,2175,2864,2864,2864,2055,2602,3066,3066,3066,2055,2642,3066,3066,3066,2055
