"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","96288","94287","92182","91556","80694","76361","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","96288","94287","92661","92141","84345","81192","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","96288","94287","92661","92141","84345","81192","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","96288","94287","92661","92141","84345","81192","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","96288","67994","67752","67961","44003","42764","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","96288","28337","27794","27826","26600","25400","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","96288","57021","56176","56195","52628","50764","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","96288","57021","56176","56195","52628","50764","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","96288","57021","56176","56195","52628","50764","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","96288","67994","67752","67961","44003","42764","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","96288","57001","56005","56130","52283","49467","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","96288","84662","83365","83383","76849","73999","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","96288","84662","83365","83383","76849","73999","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","96288","84662","83365","83383","76849","73999","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","96288","67994","67752","67961","44003","42764","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","96288","73923","72783","72817","66794","63241","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","96288","94229","92610","92100","84312","81161","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","96288","94229","92610","92100","84312","81161","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","96288","94229","92610","92100","84312","81161","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","96288","67994","67752","67961","44003","42764","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","96288","76623","75426","75446","69003","65394","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","96288","94287","92661","92141","84345","81192","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","96288","94287","92661","92141","84345","81192","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","96288","94287","92661","92141","84345","81192","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","96288","67994","67752","67961","44003","42764","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
