"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","103705","101255","97807","96834","86947","79152","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","103705","101251","99062","97924","88185","83066","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","103705","101251","99062","97924","88185","83066","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","103705","101251","99062","97924","88185","83066","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","103705","76170","75683","76101","44852","43823","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","103705","35091","34099","34183","32846","30324","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","103705","65160","63770","63916","59245","55855","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","103705","65160","63770","63916","59245","55855","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","103705","65160","63770","63916","59245","55855","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","103705","76170","75683","76101","44852","43823","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","103705","63004","61549","61655","57915","53010","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","103705","91357","89526","89235","81398","76478","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","103705","91357","89526","89235","81398","76478","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","103705","91357","89526","89235","81398","76478","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","103705","76170","75683","76101","44852","43823","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","103705","78918","76984","77125","71765","65423","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","103705","101183","99000","97885","88160","83041","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","103705","101183","99000","97885","88160","83041","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","103705","101183","99000","97885","88160","83041","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","103705","76170","75683","76101","44852","43823","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","103705","81562","79558","79688","74053","67484","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","103705","101251","99062","97924","88185","83066","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","103705","101251","99062","97924","88185","83066","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","103705","101251","99062","97924","88185","83066","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","103705","76170","75683","76101","44852","43823","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
