"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",13558,15656,15656,15656,0,2871,3688,3688,3688,0,7482,14126,14126,14126,0,10665,15650,15650,15650,0,10939,15656,15656,15656,0
"asv2",6830,4774,4774,4774,6119,2320,3034,3034,3034,6119,4620,4324,4324,4324,6119,6141,4773,4773,4773,6119,6298,4774,4774,4774,6119
"asv3",5170,5406,5406,5406,100,1512,3329,3329,3329,100,3440,4984,4984,4984,100,4553,5406,5406,5406,100,4714,5406,5406,5406,100
"asv4",4897,5148,5148,5148,4387,1248,2001,2001,2001,4387,3147,4478,4478,4478,4387,4180,5146,5146,5146,4387,4310,5148,5148,5148,4387
"asv5",3782,3911,3911,3911,3471,575,1765,1765,1765,3471,1289,3250,3250,3250,3471,2413,3901,3901,3901,3471,2764,3911,3911,3911,3471
"asv6",5160,5968,5968,5968,947,1094,2833,2833,2833,947,1822,5102,5102,5102,947,2753,5966,5966,5966,947,2964,5968,5968,5968,947
"asv7",14168,15901,15901,15901,2878,4562,9696,9696,9696,2878,9302,14477,14477,14477,2878,11235,15898,15898,15898,2878,11408,15901,15901,15901,2878
"asv8",4823,5270,5270,5270,5120,2039,3719,3719,3719,5120,3127,4907,4907,4907,5120,4031,5267,5267,5267,5120,4223,5270,5270,5270,5120
"asv9",2718,2878,2878,2878,2450,1226,2107,2107,2107,2450,1895,2747,2747,2747,2450,2330,2878,2878,2878,2450,2471,2878,2878,2878,2450
"asv10",4405,4726,4726,4726,3434,1713,3317,3317,3317,3434,2767,4439,4439,4439,3434,3634,4725,4725,4725,3434,3895,4726,4726,4726,3434
"asv11",6391,6739,6739,6739,5007,2449,4435,4435,4435,5007,4230,6222,6222,6222,5007,5505,6739,6739,6739,5007,5691,6739,6739,6739,5007
"asv12",2957,3247,3247,3247,2563,1218,2216,2216,2216,2563,2083,3058,3058,3058,2563,2608,3246,3246,3246,2563,2670,3247,3247,3247,2563
"asv13",7292,7838,7838,8579,0,3189,5761,5761,5761,0,5248,7364,8058,7364,0,6456,7838,7838,8579,0,7231,7838,8579,7838,0
"asv14",10803,12887,11544,10995,1217,4305,8227,8158,8082,1217,7339,12083,10079,10731,1217,10008,11800,11445,10803,1220,8714,11805,11059,11544,1217
"asv15",4660,4947,4947,4947,3614,2109,3750,3750,3750,3614,3434,4673,4673,4673,3614,3946,4946,4946,4946,3614,4019,4947,4947,4947,3614
"asv16",1998,2236,2236,2236,3,927,1640,1640,1640,3,1452,2100,2100,2100,3,1783,2235,2235,2235,0,1837,2236,2236,2236,3
"asv17",3872,4024,4024,4024,0,1713,2965,2522,2965,0,2881,3853,3853,3853,0,3445,3381,4021,3381,0,3524,4024,4024,3384,0
"asv18",4674,4778,4817,4761,0,1264,2824,3001,2956,0,2807,4096,4196,4148,0,3659,4495,4476,4674,158,3937,4435,4684,4445,158
"asv19",1741,2140,2140,2140,1458,390,1280,1280,1280,1458,684,2013,2013,2013,1458,847,2140,2140,2140,1458,911,2140,2140,2140,1458
"asv20",3214,3370,3370,3370,2091,1442,2577,2577,2577,2091,2450,3154,3154,3154,2091,2901,3370,3370,3370,2091,2990,3370,3370,3370,2091
"asv21",1232,1271,1271,1271,1147,558,947,947,947,1147,843,1204,1204,1204,1147,1038,1271,1271,1271,1147,1114,1271,1271,1271,1147
