"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","120882","119781","115458","115161","102046","82271","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","120882","119781","117097","116254","102466","87329","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","120882","119781","117097","116254","102466","87329","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","120882","119781","117097","116254","102466","87329","191","1","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","120882","89638","89381","89594","49303","47578","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","120882","43854","42547","42692","40400","32936","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","120882","79757","77786","77909","70577","59798","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","120882","79757","77786","77909","70577","59798","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","120882","79757","77786","77909","70577","59798","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","120882","89638","89381","89594","49303","47578","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","120882","75036","72964","73271","67674","54471","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","120882","109886","107504","107234","95170","80851","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","120882","109886","107504","107234","95170","80851","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","120882","109886","107504","107234","95170","80851","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","120882","89638","89381","89594","49303","47578","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","120882","94329","91725","92009","84106","67529","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","120882","119737","117024","116226","102483","87324","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","120882","119737","117024","116226","102483","87324","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","120882","119737","117024","116226","102483","87324","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","120882","89638","89381","89594","49303","47578","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","120882","97902","95210","95489","87153","69853","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","120882","119780","117096","116254","102466","87329","191","1","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","120882","119780","117096","116254","102466","87329","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","120882","119780","117096","116254","102466","87329","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","120882","89638","89381","89594","49303","47578","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
