"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","117396","115837","112525","112282","102833","94628","286","1","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","117396","115836","113532","112989","104226","98666","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","117396","115836","113532","112989","104226","98666","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","117396","115836","113532","112989","104226","98666","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","117396","86130","85830","86102","43591","43210","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","117396","41712","40697","40762","39015","36256","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","117396","77484","75739","76026","71329","67336","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","117396","77484","75739","76026","71329","67336","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","117396","77484","75739","76026","71329","67336","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","117396","86130","85830","86102","43591","43210","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","117396","74356","72699","72912","68555","62938","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","117396","106771","104657","104647","96702","91502","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","117396","106771","104657","104647","96702","91502","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","117396","106771","104657","104647","96702","91502","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","117396","86130","85830","86102","43591","43210","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","117396","93888","91788","92170","85253","78281","287","1","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","117396","115801","113498","112968","104208","98648","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","117396","115801","113498","112968","104208","98648","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","117396","115801","113498","112968","104208","98648","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","117396","86130","85830","86102","43591","43210","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","117396","97577","95462","95745","88396","81169","287","1","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","117396","115835","113531","112989","104226","98666","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","117396","115835","113531","112989","104226","98666","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","117396","115835","113531","112989","104226","98666","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","117396","86130","85830","86102","43591","43210","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
