"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","105952","104019","100674","99243","89690","85098","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","105952","104018","101872","100087","92142","89173","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","105952","104018","101872","100087","92142","89173","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","105952","104018","101872","100087","92142","89173","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","105952","79458","78564","79413","55460","55167","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","105952","33886","32903","32943","31786","30242","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","105952","65603","64167","64125","60198","58241","0","0","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","105952","65603","64167","64125","60198","58241","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","105952","65603","64167","64125","60198","58241","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","105952","79458","78564","79413","55460","55167","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","105952","61507","59938","60100","56855","53761","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","105952","93456","91620","90917","84058","81273","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","105952","93456","91620","90917","84058","81273","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","105952","93456","91620","90917","84058","81273","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","105952","79458","78564","79413","55460","55167","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","105952","79963","78039","78293","72693","68744","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","105952","103969","101831","100065","92123","89154","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","105952","103969","101831","100065","92123","89154","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","105952","103969","101831","100065","92123","89154","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","105952","79458","78564","79413","55460","55167","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","105952","83559","81511","81806","75601","71499","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","105952","104018","101872","100087","92142","89173","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","105952","104018","101872","100087","92142","89173","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","105952","104018","101872","100087","92142","89173","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","105952","79458","78564","79413","55460","55167","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
