"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","216451","213481","209180","206015","183326","161950","217","2","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","216451","213478","210600","209503","189245","170161","178","3","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","216451","213478","210600","209503","189245","170161","179","2","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","216451","213478","210600","209503","189245","170161","179","2","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","216451","155042","153914","154954","119982","112520","117","1","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","216451","70933","69657","69747","66216","58222","179","2","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","216451","135495","133695","133675","124684","111698","180","2","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","216451","135495","133695","133675","124684","111698","180","2","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","216451","135495","133695","133675","124684","111698","180","2","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","216451","155042","153914","154954","119982","112520","117","1","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","216451","133088","131068","131201","121263","106268","214","2","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","216451","192116","189655","189578","173671","155756","178","2","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","216451","192116","189655","189578","173671","155756","178","2","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","216451","192116","189655","189578","173671","155756","179","1","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","216451","155042","153914","154954","119982","112520","117","1","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","216451","166311","163741","163776","151762","133608","224","2","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","216451","213373","210527","209436","189036","170020","178","3","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","216451","213373","210527","209436","189036","170020","178","3","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","216451","213373","210527","209436","189036","170020","178","3","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","216451","155042","153914","154954","119982","112520","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","216451","172468","169751","169565","156721","138161","224","2","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","216451","213478","210600","209503","189245","170161","178","3","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","216451","213478","210600","209503","189245","170161","178","3","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","216451","213478","210600","209503","189245","170161","178","3","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","216451","155042","153914","154954","119982","112520","117","1","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
