"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",31368,31573,31573,31573,23093,10923,20890,20890,20890,23093,20254,28829,28829,28829,23093,24874,31562,31562,31562,23093,25901,31573,31573,31573,23093
"asv2",4908,4805,4805,4805,4175,1019,2600,2600,2600,4175,2018,4179,4179,4179,4175,3329,4801,4801,4801,4175,3760,4805,4805,4805,4175
"asv3",4559,4633,4633,4633,3373,2173,3535,3535,3535,3373,3151,4430,4430,4430,3373,3960,4632,4632,4632,3373,4200,4633,4633,4633,3373
"asv4",3461,3569,3569,3569,3011,1469,2654,2654,2654,3011,2651,3363,3363,3363,3011,3184,3569,3569,3569,3011,3250,3569,3569,3569,3011
"asv5",3029,3128,3128,3128,1885,643,1621,1621,1621,1885,1639,2621,2621,2621,1885,2216,3128,3128,3128,1885,2347,3128,3128,3128,1885
"asv6",2665,2748,2748,2748,1980,1342,2125,2125,2125,1980,2045,2595,2595,2595,1980,2431,2746,2746,2746,1980,2474,2748,2748,2748,1980
"asv7",1559,1650,1650,1650,1180,448,1027,1027,1027,1180,1104,1473,1473,1473,1180,1362,1649,1649,1649,1180,1398,1650,1650,1650,1180
"asv8",2594,2764,2896,2687,1326,953,1782,1782,1820,1326,1626,2413,2483,2462,1326,2029,2699,2763,2741,1446,2128,2678,2764,2623,1326
"asv9",2948,3180,3180,3180,2030,1369,2405,2405,2405,2030,2020,2942,2942,2942,2030,2498,3178,3178,3178,2030,2632,3180,3180,3180,2030
"asv10",1247,1363,1363,1363,1014,607,1036,1036,1036,1014,942,1291,1291,1291,1014,1104,1363,1363,1363,1014,1131,1363,1363,1363,1014
"asv11",1462,1504,1504,1504,991,707,1145,1145,1145,991,965,1429,1429,1365,991,1229,1503,1503,1433,991,1314,1504,1434,1504,991
"asv12",1823,1893,1893,1893,0,821,1365,1365,1365,0,1310,1787,1787,1787,0,1615,1892,1892,1892,0,1665,1893,1893,1893,0
"asv13",2651,2789,2789,2789,2203,1427,2280,2280,2280,2203,2026,2675,2675,2675,2203,2272,2789,2789,2789,2203,2311,2789,2789,2789,2203
"asv14",949,978,978,978,785,452,700,700,700,785,721,915,915,915,785,867,978,978,978,785,888,978,978,978,785
"asv15",1702,1725,1725,1725,1219,845,1304,1304,1304,1219,1257,1636,1636,1636,1219,1534,1724,1724,1724,1219,1563,1725,1725,1725,1219
"asv16",1480,1581,1581,1581,977,679,1193,1193,1193,977,977,1476,1476,1476,977,1234,1581,1581,1581,977,1326,1581,1581,1581,977
"asv17",1938,2161,2161,2194,516,1043,1455,1645,1645,516,1499,1805,2078,1869,516,1723,2077,2044,1974,516,1922,1999,2231,2044,516
"asv18",717,737,737,737,445,198,426,426,426,445,403,639,639,639,445,537,737,737,737,445,561,737,737,737,445
"asv19",1981,1932,1932,1932,686,648,1265,1265,1265,686,1242,1792,1792,1792,686,1491,1924,1932,1932,686,1513,1932,1932,1932,686
"asv20",675,738,738,738,421,343,561,561,561,421,478,704,704,704,421,584,738,738,738,421,618,738,738,738,421
"asv21",625,552,552,552,410,25,215,215,215,410,57,474,474,474,410,168,552,552,552,410,179,552,552,552,410
"asv22",425,501,501,501,0,0,149,149,149,0,34,432,432,432,0,148,501,501,501,0,194,501,501,501,0
"asv23",792,763,763,763,201,375,671,584,584,201,642,840,726,840,201,718,880,880,880,201,618,880,763,880,201
"asv24",964,1047,1047,1047,0,260,546,546,546,0,564,970,970,970,0,739,1047,1047,1047,0,764,1047,1047,1047,0
"asv25",1141,1368,1368,1368,244,671,1092,1092,1092,244,887,1327,1315,1327,244,1028,1368,1368,1368,244,1056,1368,1368,1368,244
"asv26",630,685,685,685,241,311,529,529,529,241,479,646,646,646,241,565,685,685,685,241,579,685,685,685,241
"asv27",294,327,327,327,0,171,263,263,263,0,235,319,319,319,0,266,326,326,326,0,274,327,327,327,0
"asv28",442,649,649,649,0,18,168,168,168,0,166,532,532,532,0,339,649,649,649,0,354,649,649,649,0
"asv29",423,444,444,444,0,176,332,332,332,0,306,411,411,411,0,368,444,444,444,0,377,444,444,444,0
"asv30",270,313,313,368,0,134,262,262,224,0,233,345,296,296,0,284,313,313,313,0,245,313,313,368,0
"asv31",265,306,306,306,0,58,151,151,151,0,164,269,269,269,0,227,306,306,306,0,230,306,306,306,0
"asv32",294,307,307,307,0,117,226,226,226,0,197,285,285,285,0,260,307,307,307,0,270,307,307,307,0
"asv33",186,203,203,203,118,24,93,93,93,118,56,176,176,176,118,99,203,203,203,118,111,203,203,203,118
"asv34",183,196,0,218,120,67,152,152,152,120,123,203,182,203,120,135,196,196,218,0,167,218,196,218,120
