"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",7335,8232,8232,8232,0,1605,4127,4127,4127,0,2674,7095,7095,7095,0,4152,8231,8231,8231,0,4543,8232,8232,8232,0
"asv2",13935,14845,14845,14845,12534,6706,11180,11180,11180,12534,10319,14085,14085,14085,12534,12402,14847,14847,14847,12534,12722,14845,14845,14845,12534
"asv3",9287,10232,10232,10232,6618,3671,7148,7148,7148,6618,6757,9675,9675,9675,6618,7927,10230,10230,10230,6618,8053,10232,10232,10232,6618
"asv4",3673,3744,3744,3744,2379,1670,2654,2654,2654,2379,2669,3461,3461,3461,2379,3298,3743,3743,3743,2379,3363,3744,3744,3744,2379
"asv5",5554,5849,5849,5849,4860,2827,4737,4737,4737,4860,4270,5585,5585,5585,4860,4833,5848,5848,5848,4860,4903,5849,5849,5849,4860
"asv6",4789,4858,4858,4858,4151,2423,3841,3841,3841,4151,3667,4640,4640,4640,4151,4360,4857,4857,4857,4151,4453,4858,4858,4858,4151
"asv7",6704,6785,6755,6785,1583,2120,4307,4196,4215,1583,4070,6466,6397,6362,1583,5302,6790,6799,6790,1583,5434,6836,6873,6785,1583
"asv8",2675,2737,2728,2728,2224,1404,2113,2113,2118,2224,2014,2599,2590,2590,2224,2375,2728,2737,2728,2224,2411,2737,2728,2737,2224
"asv9",2157,2364,2364,2364,0,481,1285,1285,1285,0,1016,1992,1992,1992,0,1376,2364,2364,2364,0,1515,2364,2364,2364,0
"asv10",2482,2531,2531,2531,2022,932,1776,1776,1776,2022,1711,2359,2359,2359,2022,2063,2530,2530,2530,2022,2116,2531,2531,2531,2022
"asv11",1759,1699,1847,1699,0,546,1200,1200,1200,0,1144,1532,1532,1675,0,1376,1846,1698,1698,0,1399,1722,1847,1838,0
"asv12",2518,2720,2720,2720,2066,1146,1990,1990,1990,2066,1672,2562,2562,2562,2066,2113,2720,2720,2720,2066,2259,2720,2720,2720,2066
"asv13",1269,1329,1329,1329,1129,523,958,958,958,1129,993,1252,1252,1252,1129,1180,1329,1329,1329,1129,1202,1329,1329,1329,1129
"asv14",1459,1537,1537,1537,1232,722,1135,1135,1135,1232,1056,1467,1467,1467,1232,1287,1537,1537,1537,1232,1331,1537,1537,1537,1232
"asv15",791,809,809,809,17,90,430,430,430,17,272,684,684,684,17,479,808,808,808,17,548,809,809,809,17
