"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",20716,22644,22644,22644,14776,7537,15096,15096,15096,14776,14525,20930,20930,20930,14776,17028,22642,22642,22642,14776,17293,22644,22644,22644,14776
"asv2",3754,4093,4093,4093,3221,1806,3121,3121,3121,3221,2904,3896,3896,3896,3221,3378,4093,4093,4093,3221,3464,4093,4093,4093,3221
"asv3",2815,2962,2962,2962,2263,1036,1988,1988,1988,2263,2005,2727,2727,2727,2263,2478,2962,2962,2962,2263,2549,2962,2962,2962,2263
"asv4",2837,2920,2909,2909,2096,959,1805,1805,1805,2096,1923,2694,2694,2694,2096,2532,2919,2919,2919,2096,2634,2920,2909,2909,2096
"asv5",2539,2771,2771,2771,2094,1093,2037,2037,2037,2094,1630,2634,2634,2634,2094,2085,2768,2768,2768,2094,2239,2771,2771,2771,2094
"asv6",2311,2570,2570,2570,1793,205,1052,1052,1052,1793,589,2180,2180,2180,1793,966,2570,2570,2570,1793,1034,2570,2570,2570,1793
"asv7",4216,4502,4502,4502,3442,2069,3499,3499,3499,3442,3166,4278,4278,4278,3442,3618,4502,4502,4502,3442,3670,4502,4502,4502,3442
"asv8",4811,4753,4753,4753,0,2089,3318,3318,3318,0,3350,4460,4460,4460,0,4172,4752,4752,4752,0,4299,4753,4753,4753,0
"asv9",3381,3575,3575,3575,2084,1628,2776,2789,2789,2084,2461,3376,3376,3376,2084,2949,3575,3575,3575,2084,3036,3575,3575,3575,2084
"asv10",2308,2246,2246,2246,925,817,1437,1437,1437,925,1492,2068,2068,2068,925,1893,2246,2246,2246,925,1951,2246,2246,2246,925
"asv11",2858,3177,3164,3014,1447,884,1718,1818,1718,1447,1691,2631,2787,2807,1438,2178,3010,3173,2990,1438,2410,3177,3177,2994,1447
"asv12",1545,1563,1563,1563,928,739,1192,1192,1192,928,1103,1456,1456,1456,937,1356,1562,1562,1562,937,1392,1563,1563,1563,928
"asv13",1588,1647,1647,1647,1125,553,1019,1019,1019,1125,1058,1502,1502,1502,1125,1352,1646,1646,1646,1125,1375,1647,1647,1647,1125
"asv14",874,902,0,902,0,195,513,0,0,677,410,794,0,794,677,0,0,0,0,0,0,0,0,0,677
"asv15",1830,1613,1613,1613,822,758,1152,1152,1152,822,1159,1521,1521,1521,822,1448,1612,1612,1612,822,1534,1613,1613,1613,822
"asv16",822,831,831,831,550,231,505,505,505,550,540,732,732,732,550,721,832,832,832,550,739,831,831,831,550
"asv17",928,956,956,956,873,369,620,620,620,873,653,880,880,880,873,826,956,956,956,873,843,956,956,956,873
"asv18",965,992,992,992,0,271,533,533,533,0,567,887,887,887,0,758,992,992,992,0,778,992,992,992,0
"asv19",632,641,641,641,453,174,358,358,358,453,364,501,501,501,453,512,638,638,638,453,557,641,641,641,453
"asv20",577,586,586,586,403,152,331,331,331,403,331,460,460,460,403,432,584,584,584,403,465,586,586,586,403
"asv21",2255,2322,2322,2322,1356,1150,1757,1757,1757,1356,1680,2219,2219,2219,1356,2042,2322,2322,2322,1356,2090,2322,2322,2322,1356
"asv22",1136,999,999,1162,0,439,851,751,851,0,692,1117,961,941,0,986,1162,999,1182,0,870,999,999,1182,0
"asv23",702,739,739,271,0,324,568,201,568,0,511,258,258,258,0,619,271,271,739,0,233,271,739,739,0
"asv24",408,424,424,424,0,174,312,312,312,0,300,398,398,398,0,363,424,424,424,0,372,424,424,424,0
"asv25",794,815,815,815,399,390,554,699,554,303,523,731,919,731,303,805,814,814,814,303,667,1019,815,815,399
"asv26",370,394,394,394,0,26,73,73,73,0,119,298,298,298,0,257,394,394,394,0,263,394,394,394,0
"asv27",389,382,382,382,233,234,295,295,295,233,296,376,376,376,233,345,382,382,382,233,364,382,382,382,233
"asv28",510,534,534,534,0,200,386,386,386,0,344,508,508,508,0,445,534,534,534,0,469,534,534,534,0
"asv29",490,521,521,521,197,205,388,388,388,197,330,490,490,490,197,417,521,521,521,197,446,521,521,521,197
"asv30",680,704,704,704,449,342,532,532,532,449,523,660,660,660,449,613,703,703,703,449,626,704,704,704,449
