"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",46967,47496,47496,47496,35550,16025,30841,30841,30841,35550,29769,43734,43734,43734,35550,37093,47482,47482,47482,35550,38607,47496,47496,47496,35550
"asv2",8839,9535,9535,9535,115,2668,5599,5599,5599,115,5401,8401,8401,8401,115,6814,9534,9534,9534,115,7036,9535,9535,9535,115
"asv3",4461,4539,4539,4539,3168,893,2480,2480,2480,3168,1868,3894,3894,3894,3168,2888,4539,4539,4539,3168,3151,4539,4539,4539,3168
"asv4",2409,2577,2577,2577,1714,587,1442,1442,1442,1714,1394,2267,2267,2267,1714,1866,2574,2574,2574,1714,1985,2577,2577,2577,1714
"asv5",4465,4611,4611,4611,2928,1440,3124,3124,3124,2928,2928,4279,4279,4279,2928,3461,4611,4611,4611,2928,3523,4611,4611,4611,2928
"asv6",1538,1574,1574,1574,1234,606,1122,1122,1122,1234,1163,1477,1477,1477,1234,1401,1574,1574,1574,1234,1422,1574,1574,1574,1234
"asv7",1629,1651,1651,1651,1261,841,1296,1296,1296,1261,1249,1584,1584,1584,1261,1462,1651,1651,1651,1261,1494,1651,1651,1651,1261
"asv8",430,429,429,429,0,90,183,183,183,0,232,341,341,341,0,340,429,429,429,0,355,429,429,429,0
"asv9",406,482,479,479,257,115,257,257,257,257,233,418,421,418,257,298,482,479,479,257,313,482,482,479,257
"asv10",372,383,383,383,285,107,235,235,235,285,253,335,335,335,285,331,383,383,383,285,339,383,383,383,285
"asv11",507,617,617,617,26,253,462,462,462,26,385,441,581,581,26,527,617,617,470,26,559,617,617,617,26
"asv12",307,315,315,315,218,82,190,190,190,218,209,280,280,280,218,270,315,315,315,218,278,315,315,315,218
"asv13",519,550,550,550,231,219,362,362,362,231,362,510,510,510,231,456,549,549,549,231,470,550,550,550,231
"asv14",356,382,382,382,179,167,261,261,261,179,247,343,343,343,179,303,381,381,381,179,321,382,382,382,179
"asv15",352,353,353,353,274,154,275,275,275,274,262,334,334,334,274,306,353,353,353,274,310,353,353,353,274
"asv16",254,262,262,262,0,54,114,114,114,0,132,227,227,227,0,190,262,262,262,0,195,262,262,262,0
"asv17",283,286,286,286,146,104,196,196,196,176,187,262,262,262,146,233,286,340,286,146,243,286,294,286,146
"asv18",247,250,250,250,133,115,188,188,188,133,180,238,238,238,133,216,250,250,250,133,217,250,250,250,133
"asv19",190,191,191,191,115,88,138,138,138,115,146,171,171,171,115,171,190,190,190,115,175,191,191,191,115
"asv20",163,216,216,216,151,46,124,124,124,151,105,194,194,194,151,139,216,216,216,151,147,216,216,216,151
"asv21",146,140,140,140,96,34,72,72,72,96,62,119,119,119,96,97,140,140,140,96,99,140,140,140,96
"asv22",126,149,149,149,0,54,95,95,95,0,85,135,135,135,0,92,149,149,149,0,99,149,149,149,0
"asv23",268,165,165,165,0,53,106,106,106,0,94,279,139,139,0,140,165,165,312,0,146,165,165,165,0
"asv24",237,221,221,221,0,99,154,154,154,0,177,201,201,201,0,208,221,221,221,0,212,221,221,221,0
"asv25",92,96,96,96,80,37,69,69,69,80,65,93,93,93,80,78,96,96,96,80,79,96,96,96,80
"asv26",102,89,89,89,193,43,63,63,63,193,65,82,82,82,193,85,89,89,89,193,87,89,89,89,193
"asv27",95,96,96,96,0,41,71,71,71,0,66,89,89,89,0,86,96,96,96,0,87,96,96,96,0
"asv28",65,65,65,65,48,16,36,36,36,48,39,53,53,53,48,53,64,64,64,48,57,65,65,65,48
"asv29",60,66,66,66,0,8,35,35,35,0,24,61,61,61,0,36,66,66,66,0,41,66,66,66,0
"asv30",56,57,57,57,0,27,40,40,40,0,38,51,51,51,0,45,57,57,57,0,50,57,57,57,0
"asv31",53,54,54,54,30,16,30,30,30,0,22,51,51,51,30,37,54,0,54,30,42,54,54,54,30
"asv32",52,53,53,53,34,11,29,29,29,34,19,47,47,47,34,29,53,53,53,34,33,53,53,53,34
"asv33",51,54,54,54,42,24,38,38,38,42,40,48,48,48,42,46,54,54,54,42,47,54,54,54,42
"asv34",53,51,51,51,29,16,34,34,34,29,25,49,49,49,29,40,51,51,51,29,49,51,51,51,29
"asv35",46,47,47,47,0,18,35,35,35,0,32,42,42,42,0,41,47,47,47,0,41,47,47,47,0
"asv36",44,47,47,47,0,13,29,29,29,0,22,41,41,41,0,30,47,47,47,0,31,47,47,47,0
"asv37",31,33,33,33,0,16,25,25,25,0,22,33,33,33,0,27,33,33,33,0,28,33,33,33,0
"asv38",28,33,33,33,22,8,18,18,18,22,16,26,26,26,22,19,33,33,33,22,19,33,33,33,22
"asv39",28,29,29,29,0,9,20,20,20,0,16,25,25,25,0,23,29,29,29,0,23,29,29,29,0
"asv40",26,30,30,30,20,7,16,16,16,20,10,23,23,23,20,17,30,30,30,20,18,30,30,30,20
"asv41",23,23,23,23,0,8,14,14,14,0,15,22,22,22,0,21,23,23,23,0,21,23,23,23,0
"asv42",31,32,32,32,0,15,18,18,18,0,22,27,27,27,0,28,32,32,32,0,29,32,24,32,0
"asv43",22,23,23,23,18,10,15,15,15,18,16,22,22,22,18,22,23,23,23,18,22,23,23,23,18
"asv44",19,19,19,19,0,7,14,14,14,0,16,17,17,17,0,17,19,19,19,0,17,19,19,19,0
"asv45",26,18,18,18,0,7,13,13,13,0,18,16,16,16,0,24,18,18,18,0,24,18,18,18,0
"asv46",17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv47",22,22,22,22,0,9,17,17,17,0,16,21,21,21,0,17,22,22,22,0,21,22,22,22,0
"asv48",13,13,13,13,0,5,8,8,8,0,10,11,11,11,0,11,13,13,13,0,11,13,13,13,0
"asv49",13,17,17,17,0,0,6,6,6,0,7,15,15,15,0,7,17,17,17,0,7,17,17,17,0
"asv50",12,17,17,17,0,6,9,9,9,0,11,16,16,16,0,12,17,17,17,0,12,17,17,17,0
"asv51",12,12,12,12,0,0,4,4,4,0,4,9,9,9,0,4,12,12,12,0,5,12,12,12,0
"asv52",12,14,14,14,0,4,7,7,7,0,7,12,12,12,0,7,14,14,14,0,7,14,14,14,0
"asv53",11,11,11,11,7,4,6,6,6,7,6,9,9,9,7,10,11,11,11,7,10,11,11,11,7
"asv54",11,0,0,0,0,6,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0,0,0
"asv55",10,12,12,12,0,0,5,5,5,0,3,9,9,9,0,3,12,12,12,0,4,12,12,12,0
"asv56",12,2,2,2,0,2,9,9,9,0,10,14,14,14,0,12,2,2,2,0,11,2,2,2,0
"asv57",9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0
"asv58",9,9,9,9,0,0,5,5,5,0,7,9,9,9,0,9,9,9,9,0,9,9,9,9,0
"asv59",9,9,9,9,6,4,6,6,6,6,5,8,8,8,6,7,9,9,9,6,7,9,9,9,6
"asv60",8,9,9,9,0,4,6,6,6,0,6,8,8,8,0,8,9,9,9,0,8,9,9,9,0
"asv61",8,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0
"asv62",8,9,9,9,8,0,7,7,7,8,6,8,8,8,8,8,9,9,9,8,8,9,9,9,8
"asv63",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv64",5,6,6,6,0,3,0,0,0,0,3,3,3,3,0,3,6,6,6,0,3,6,6,6,0
"asv65",4,4,4,4,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0
"asv66",4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"asv67",3,3,3,3,0,2,2,2,2,0,2,2,2,2,0,2,3,3,3,0,3,3,3,3,0
"asv68",3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"asv69",8,0,3,3,0,0,0,2,2,0,4,3,0,3,0,6,0,3,0,0,4,0,0,3,0
"asv70",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv71",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv72",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"asv73",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"asv74",0,5,5,5,0,0,2,2,2,0,0,4,4,4,0,0,5,5,5,0,0,5,5,5,0
"asv75",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv76",0,0,0,0,0,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv77",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv78",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"asv79",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
