"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","101177","100064","98464","97696","89663","76712","0","0","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","101177","100064","98977","98099","89345","78563","0","0","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","101177","100064","98977","98099","89345","78563","0","0","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","101177","100064","98977","98099","89345","78563","0","0","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","101177","69144","68693","69123","54245","48618","0","0","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","101177","30790","30359","30369","29125","25321","0","0","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","101177","61615","61043","60894","57333","50092","109","1","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","101177","61615","61043","60894","57333","50092","0","0","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","101177","61615","61043","60894","57333","50092","0","0","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","101177","69144","68693","69123","54245","48618","0","0","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","101177","60546","59855","59883","56301","47885","0","0","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","101177","88936","88082","87791","81227","71547","0","0","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","101177","88936","88082","87791","81227","71547","0","0","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","101177","88936","88082","87791","81227","71547","0","0","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","101177","69144","68693","69123","54245","48618","0","0","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","101177","76190","75446","75266","70423","60271","0","0","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","101177","100018","98935","98071","89325","78541","0","0","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","101177","100018","98935","98071","89325","78541","0","0","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","101177","100018","98935","98071","89325","78541","0","0","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","101177","69144","68693","69123","54245","48618","0","0","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","101177","79527","78707","78538","73178","62708","0","0","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","101177","100063","98976","98099","89345","78563","0","0","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","101177","100063","98976","98099","89345","78563","0","0","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","101177","100063","98976","98099","89345","78563","0","0","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","101177","69144","68693","69123","54245","48618","0","0","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
