"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv46",141,143,143,143,53,22,83,83,83,53,64,130,130,130,53,101,143,143,143,53,107,143,143,143,53
"asv47",87,87,87,87,54,24,61,61,61,54,58,80,80,80,54,67,87,87,87,54,70,87,87,87,54
"asv48",86,86,86,86,0,15,45,45,45,0,47,73,73,73,0,67,86,86,86,0,69,86,86,86,0
"asv49",161,142,133,142,93,57,90,97,97,93,104,127,127,127,93,134,142,142,142,93,130,133,133,133,93
"asv50",67,70,70,70,0,14,43,43,43,0,37,62,62,62,0,50,70,70,70,0,54,70,70,70,0
"asv51",67,67,67,67,153,36,174,174,56,43,165,65,204,65,43,65,67,214,214,153,65,67,67,215,153
"asv52",60,0,0,0,57,26,52,52,52,57,57,0,0,0,57,49,0,0,0,57,52,0,0,0,57
"asv53",60,82,82,82,0,20,49,49,49,0,39,77,77,77,0,51,81,81,81,0,53,82,82,82,0
"asv54",69,69,69,69,40,37,52,52,52,40,57,67,67,67,40,62,69,69,69,40,64,69,69,69,40
"asv55",54,57,57,57,34,25,42,42,42,34,38,51,51,51,34,47,57,57,57,34,48,57,57,57,34
"asv56",52,52,52,52,0,14,27,27,27,0,32,40,40,40,0,43,52,52,52,0,45,52,52,52,0
"asv57",48,48,48,48,0,25,40,40,40,0,41,47,47,47,0,45,48,48,48,0,48,48,48,48,0
"asv58",47,48,48,48,30,26,37,37,37,30,37,44,44,44,30,43,48,0,48,30,43,48,48,48,30
"asv59",43,43,43,43,0,7,25,25,25,0,29,41,41,41,0,34,43,43,43,0,35,43,43,43,0
"asv60",43,48,48,48,35,8,39,39,39,35,25,42,42,42,35,37,48,48,48,35,38,48,48,48,35
"asv61",104,106,106,106,0,22,67,67,67,0,55,94,94,94,0,77,106,106,106,0,85,106,106,106,0
"asv62",38,39,39,39,33,16,28,28,28,33,26,35,35,35,33,34,39,39,39,33,36,39,39,39,33
"asv63",37,0,0,0,0,0,11,11,11,0,9,0,0,0,0,24,0,0,0,0,24,0,0,0,0
"asv64",36,39,39,39,0,0,0,0,0,0,0,34,34,34,0,11,39,39,39,0,11,39,39,39,0
"asv65",57,21,21,21,0,5,9,9,9,0,20,17,17,17,0,30,21,21,21,0,37,21,21,21,0
"asv66",35,39,39,39,0,8,29,29,29,0,22,37,37,37,0,33,39,39,39,0,33,39,39,39,0
"asv67",56,63,63,63,0,26,43,43,43,0,42,58,58,58,0,45,63,63,63,0,48,63,63,63,0
"asv68",56,59,59,59,0,26,44,44,44,0,45,56,56,56,0,52,59,59,59,0,53,59,59,59,0
"asv69",33,73,73,0,0,8,45,45,45,0,32,30,67,67,0,21,0,34,73,0,50,73,39,73,0
"asv70",43,45,45,45,0,8,15,15,15,0,14,36,36,36,0,20,45,45,45,0,30,45,45,45,0
"asv71",32,32,32,32,0,6,25,25,25,0,15,28,28,28,0,21,32,32,32,0,22,32,32,32,0
"asv72",30,30,30,30,0,9,17,17,17,0,20,26,26,26,0,25,30,30,30,0,27,30,30,30,0
"asv73",38,38,42,38,0,10,20,20,20,0,26,35,35,35,0,33,38,42,42,0,35,38,38,42,0
"asv74",26,26,26,26,0,11,19,19,19,0,18,24,24,24,0,24,26,26,26,0,24,26,26,26,0
"asv75",24,24,24,24,0,12,16,16,16,0,16,23,23,23,0,21,24,24,24,0,23,24,24,24,0
"asv76",23,29,29,29,0,11,20,20,20,0,17,26,26,26,0,23,29,29,29,0,19,29,29,29,0
"asv77",23,23,23,23,0,6,13,13,13,0,10,23,23,23,0,14,23,23,23,0,16,23,23,23,0
"asv78",22,22,22,22,0,7,14,14,14,0,12,20,20,20,0,18,22,22,22,0,20,22,22,22,0
"asv79",21,21,21,21,0,10,17,17,17,0,15,18,18,18,0,18,21,21,21,0,19,21,21,21,0
"asv80",20,22,22,22,0,10,18,18,18,0,15,21,21,21,0,17,22,22,22,0,18,22,22,22,0
"asv81",19,19,19,19,0,7,13,13,13,0,11,17,17,17,0,17,19,19,19,0,18,19,19,19,0
"asv82",18,18,18,18,0,4,13,13,13,0,11,17,17,17,0,17,18,18,18,0,17,18,18,18,0
"asv83",18,18,18,18,0,4,11,11,11,0,9,16,16,16,0,17,18,18,18,0,17,18,18,18,0
"asv84",18,19,19,19,0,0,10,10,10,0,6,16,16,16,0,12,19,19,19,0,15,19,19,19,0
"asv85",16,17,17,17,0,5,11,11,11,0,7,14,14,14,0,10,17,17,17,0,12,17,17,17,0
"asv86",16,18,18,18,0,5,12,12,12,0,10,15,15,15,0,11,18,18,18,0,11,18,18,18,0
"asv87",16,17,17,17,0,0,7,7,7,0,7,12,12,12,0,10,17,17,17,0,10,17,17,17,0
"asv88",15,15,15,15,0,6,6,6,6,0,10,14,14,14,0,14,15,15,15,0,14,15,15,15,0
"asv89",20,15,15,15,0,8,9,9,9,0,14,15,15,15,0,19,15,15,15,0,19,15,15,15,0
"asv90",13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,11,0,0,0,0
"asv91",13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,13,0,0,0,0
"asv92",12,12,12,12,0,0,0,0,0,0,3,8,8,8,0,9,12,12,12,0,9,12,12,12,0
"asv93",11,11,11,11,0,0,7,7,7,0,6,10,10,10,0,11,11,11,11,0,11,11,11,11,0
"asv94",11,12,12,12,0,0,6,6,6,0,3,9,9,9,0,5,12,12,12,0,0,12,12,12,0
"asv95",11,11,11,11,0,6,8,8,8,0,9,10,10,10,0,11,11,11,11,0,11,11,11,11,0
"asv96",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"asv97",10,10,10,10,0,4,6,6,6,0,6,10,10,10,0,9,10,10,10,0,9,10,10,10,0
"asv98",9,3,3,0,0,0,0,0,0,0,4,3,3,3,0,7,3,3,3,0,7,3,3,0,0
"asv99",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv100",9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,0,0,0
"asv101",9,9,9,9,0,7,8,8,8,0,8,9,9,9,0,8,9,9,9,0,9,9,9,9,0
"asv102",9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,10,0,0,0,0
"asv103",6,6,6,6,0,0,0,0,0,0,2,0,0,0,0,4,6,6,6,0,5,6,6,6,0
"asv104",4,4,4,4,0,0,4,4,4,0,3,4,4,4,0,4,4,4,4,0,4,4,4,4,0
"asv105",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"asv106",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"asv107",0,141,141,141,0,0,33,33,33,0,0,111,111,111,0,0,141,141,141,0,0,141,141,141,0
"asv108",0,37,37,0,0,16,27,0,0,0,27,35,35,35,0,33,37,37,37,0,0,37,0,37,0
"asv109",0,33,33,33,26,0,20,20,20,26,0,31,31,31,26,23,33,33,33,26,25,33,33,33,26
"asv110",0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
