"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv35",253,380,380,380,209,117,272,272,272,209,148,343,343,343,209,195,380,380,380,209,212,380,380,380,209
"asv36",318,277,277,277,234,108,184,184,184,234,196,253,253,253,234,252,277,277,277,234,259,277,277,277,234
"asv37",387,401,401,401,141,178,295,295,295,141,274,376,376,376,141,344,401,401,401,141,350,401,401,401,141
"asv38",210,224,224,224,169,66,150,150,150,169,145,206,206,206,169,183,224,224,224,169,190,224,224,224,169
"asv39",201,222,222,222,132,20,101,101,101,132,62,186,186,186,132,128,221,221,221,132,147,222,222,222,132
"asv40",200,211,211,211,164,33,113,113,113,164,71,193,193,193,164,133,211,211,211,164,151,211,211,211,164
"asv41",157,161,161,161,108,33,100,100,100,108,70,147,147,147,108,109,161,161,161,108,120,161,161,161,108
"asv42",155,162,162,162,90,58,113,113,113,90,112,148,148,148,90,134,162,162,162,90,137,162,162,162,90
"asv43",247,275,275,275,65,69,152,152,152,65,114,232,232,232,65,172,275,275,275,65,178,275,275,275,65
"asv44",136,139,139,139,0,65,100,100,100,0,97,129,129,129,0,120,139,139,139,0,127,139,139,139,0
"asv45",135,139,139,139,0,35,71,71,71,0,76,128,128,128,0,107,139,139,139,0,110,139,139,139,0
"asv46",130,141,141,141,0,64,109,109,109,0,97,132,132,132,0,120,141,141,141,0,120,141,141,141,0
"asv47",217,225,225,225,4,97,150,150,150,4,157,207,207,207,4,187,225,225,225,4,193,225,225,225,4
"asv48",258,271,271,271,134,105,175,175,175,134,177,250,250,250,134,224,271,271,271,134,232,271,271,271,134
"asv49",107,107,107,107,80,38,73,73,73,80,67,105,105,105,80,95,107,107,107,80,99,107,107,107,80
"asv50",85,89,89,89,60,9,43,43,43,60,36,76,76,76,60,55,89,89,89,60,64,89,89,89,60
"asv51",81,85,85,85,0,29,54,54,54,0,51,78,78,78,0,73,84,84,84,0,76,85,85,85,0
"asv52",79,80,80,80,0,16,47,47,47,0,39,73,73,73,0,56,80,80,80,0,61,80,80,80,0
"asv53",79,84,84,84,57,0,39,39,39,57,28,71,71,71,57,51,84,84,84,57,58,84,84,84,57
"asv54",155,163,163,85,40,84,75,135,135,40,128,156,156,156,40,143,163,163,163,40,147,163,85,163,0
"asv55",77,80,80,80,0,32,61,61,61,0,44,79,79,79,0,52,80,80,80,0,54,80,80,80,0
"asv56",76,77,77,77,46,18,35,35,35,46,37,56,56,56,46,54,77,77,77,46,60,77,77,77,46
"asv57",98,76,76,76,58,18,38,38,38,58,44,60,60,60,58,64,76,76,76,58,72,76,76,76,58
"asv58",67,68,68,68,0,26,42,42,42,0,39,63,63,63,0,58,68,68,68,0,60,68,68,68,0
"asv59",69,63,63,63,0,29,46,46,46,0,56,58,58,58,0,63,63,63,63,0,65,63,63,63,0
"asv60",55,56,56,56,0,26,41,41,41,0,36,53,53,53,0,45,56,56,56,0,45,56,56,56,0
"asv61",53,55,55,55,27,23,39,39,39,0,37,52,52,52,27,46,55,55,55,27,48,55,55,55,27
"asv62",52,52,52,52,27,23,38,38,38,27,37,48,48,48,27,46,52,52,52,27,48,52,52,52,27
"asv63",51,57,57,57,0,19,30,30,30,0,30,53,53,53,0,43,57,57,57,0,45,57,57,57,0
"asv64",48,49,49,49,38,23,42,42,42,38,36,46,46,46,38,43,49,49,49,38,44,49,49,49,38
"asv65",48,49,49,49,18,14,28,28,28,18,27,38,38,38,18,34,49,49,49,18,34,49,49,49,18
"asv66",48,52,52,52,0,13,32,32,32,0,28,50,50,50,0,39,52,52,52,0,39,52,52,52,0
"asv67",48,53,53,53,25,10,22,22,22,25,18,38,38,38,25,18,53,53,53,25,19,53,53,53,25
"asv68",65,68,68,68,0,24,40,40,40,0,34,58,58,58,0,43,68,68,68,0,44,68,68,68,0
"asv69",36,0,0,0,18,14,27,27,27,18,27,0,0,0,18,30,0,0,0,18,30,0,0,0,18
"asv70",34,35,35,35,0,12,21,21,21,0,23,33,33,33,0,27,35,35,35,0,28,35,35,35,0
"asv71",28,28,28,28,0,15,24,24,24,0,24,27,27,27,0,26,28,28,28,0,26,28,28,28,0
"asv72",27,27,27,27,0,4,16,16,16,0,10,25,25,25,0,18,27,27,27,0,19,27,27,27,0
"asv73",25,27,27,27,0,7,15,15,15,0,16,25,25,25,0,20,27,27,27,0,21,27,27,27,0
"asv74",24,24,24,24,0,8,14,14,14,0,16,22,22,22,0,19,24,24,24,0,20,24,24,24,0
"asv75",20,33,33,33,0,4,15,15,15,0,6,29,29,29,0,16,33,33,33,0,14,33,33,33,0
"asv76",20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,11,0,0,0,0,12,0,0,0,0
"asv77",20,22,22,22,0,6,14,14,14,0,13,19,19,19,0,12,22,22,22,0,15,22,22,22,0
"asv78",19,22,22,22,0,6,10,10,10,0,10,18,18,18,0,14,22,22,22,0,14,22,22,22,0
"asv79",18,18,18,18,0,6,14,14,14,0,12,16,16,16,0,14,18,18,18,0,14,18,18,18,0
"asv80",17,17,17,17,0,0,9,9,9,0,7,16,16,16,0,13,17,17,17,0,14,17,17,17,0
"asv81",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0
"asv82",14,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,12,0,0,0,0
"asv83",12,12,12,12,7,4,6,6,6,7,7,10,10,10,7,9,12,12,12,7,9,12,12,12,7
"asv84",12,11,11,11,0,3,8,8,8,0,5,11,11,11,0,10,11,11,11,0,11,11,11,11,0
"asv85",10,10,10,10,0,0,5,5,5,0,0,7,7,7,0,7,10,10,10,0,7,10,10,10,0
"asv86",9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,9,0,0,0,0
"asv87",11,16,13,11,8,10,6,6,6,8,10,8,8,5,8,10,16,16,16,0,10,16,16,16,8
"asv88",8,10,10,10,0,6,7,7,7,0,5,8,8,8,0,6,10,10,10,0,6,10,10,10,0
"asv89",8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0
"asv90",7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0
"asv91",7,7,7,7,0,2,5,5,5,0,5,7,7,7,0,6,7,7,7,0,7,7,7,7,0
"asv92",7,7,7,7,0,0,0,0,0,0,2,6,6,6,0,3,7,7,7,0,3,7,7,7,0
"asv93",6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0
"asv94",4,4,4,4,0,0,2,2,2,0,2,3,3,3,0,3,4,4,4,0,3,4,4,4,0
"asv95",4,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0
"asv96",4,4,4,4,0,3,3,3,3,0,3,4,4,4,0,3,4,4,4,0,3,4,4,4,0
"asv97",4,4,4,4,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0
"asv98",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"asv99",5,3,6,8,0,2,3,3,3,0,3,3,0,3,0,3,3,3,3,0,3,3,3,0,0
"asv100",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"asv101",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"asv102",0,282,0,0,0,119,208,0,208,0,0,0,0,266,0,0,282,282,282,0,0,282,282,282,0
"asv103",0,261,261,261,0,0,100,100,100,0,0,203,203,203,0,0,261,261,261,0,0,261,261,261,0
"asv104",0,11,11,11,0,0,6,6,6,0,0,10,10,10,0,0,11,11,11,0,0,11,11,11,0
"asv105",0,0,0,0,0,3,4,4,4,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0
"asv106",0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0
"asv107",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0
"asv108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0
"asv109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0
"asv110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
