"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",7970,11312,11312,11312,0,2002,5144,5144,5144,0,5468,10174,10174,10174,0,7719,11307,11307,11307,0,7919,11312,11312,11312,0
"asv2",6559,6611,6611,6611,5256,2246,4446,4446,4446,5256,4734,6148,6148,6148,5256,5852,6608,6608,6608,5256,6000,6611,6611,6611,5256
"asv3",10414,10584,10584,10584,8705,4558,8147,8147,8147,8705,7597,10003,10003,10003,8705,8864,10579,10579,10579,8705,8994,10584,10584,10584,8705
"asv4",9844,9942,9942,9942,5764,2916,6405,6405,6405,5764,6056,9122,9122,9122,5764,7263,9940,9940,9940,5764,7390,9942,9942,9942,5764
"asv5",3830,3847,3847,3847,2728,1106,2332,2332,2332,2728,2360,3448,3448,3448,2728,2929,3846,3846,3846,2728,3026,3847,3847,3847,2728
"asv6",3201,3349,3349,3349,2179,739,1833,1833,1833,2179,1997,2878,2878,2878,2179,2745,3348,3348,3348,2179,2854,3349,3349,3349,2179
"asv7",3923,4268,4268,4268,2817,1523,2902,2902,2902,2817,2392,3922,3922,3922,2817,3096,4266,4266,4266,2817,3329,4268,4268,4268,2817
"asv8",3571,3581,3581,3581,2412,725,1842,1842,1842,2412,1803,3048,3048,3048,2412,2482,3581,3581,3581,2412,2660,3581,3581,3581,2412
"asv9",2313,2490,2490,2490,1611,1056,1849,1849,1849,1611,1676,2356,2356,2356,1611,2061,2489,2489,2489,1611,2109,2481,2490,2490,1611
"asv10",1292,1342,1342,1342,848,236,693,693,693,848,537,1122,1122,1122,848,819,1342,1342,1342,848,887,1342,1342,1342,848
"asv11",2405,2465,2465,2465,1692,706,1487,1487,1487,1692,1573,2243,2243,2243,1692,2101,2464,2464,2464,1692,2179,2465,2465,2465,1692
"asv12",1093,1098,1098,1098,815,429,727,727,727,815,770,1016,1016,1016,815,924,1098,1098,1098,815,942,1098,1098,1098,815
"asv13",1720,1792,1800,1861,1029,534,1139,1139,1139,1029,1116,1692,1638,1700,1029,1393,1860,1860,1852,1029,1439,1853,1853,1800,1029
"asv14",1435,1516,1516,1516,609,565,1054,1054,1054,609,873,1414,1414,1414,609,1156,1515,1515,1515,609,1249,1516,1516,1516,609
"asv15",689,692,692,692,512,229,418,418,418,512,447,612,612,612,512,609,692,692,692,512,620,692,692,692,512
"asv16",1179,1213,1213,1213,440,488,881,881,881,440,827,1148,1148,1148,440,1043,1213,1213,1213,440,1061,1213,1213,1213,440
"asv17",892,941,941,941,511,415,686,686,686,511,608,884,891,891,511,774,941,941,941,511,814,941,941,941,511
"asv18",953,979,979,979,587,423,698,698,698,587,654,922,922,922,587,805,979,979,979,587,863,979,979,979,587
"asv19",1060,1097,1097,1097,768,482,820,820,820,768,795,1049,1049,1049,768,948,1096,1096,1096,768,975,1097,1097,1097,768
"asv20",685,706,706,706,0,17,100,100,100,0,125,583,583,583,0,393,705,705,705,0,405,706,706,706,0
"asv21",402,423,423,423,278,39,185,185,185,278,122,355,355,355,278,250,423,423,423,278,284,423,423,423,278
"asv22",1217,1116,866,1116,502,431,617,617,617,502,837,807,1044,807,654,1077,866,1116,866,502,886,1116,866,1116,654
"asv23",388,392,392,392,241,162,280,280,280,241,282,364,364,364,241,335,392,392,392,241,345,392,392,392,241
"asv24",1153,1191,1100,1100,618,422,812,757,812,512,702,1165,1165,1062,564,957,1100,1191,1191,564,995,1191,1100,1310,618
"asv25",340,368,368,368,0,117,222,222,222,0,230,335,335,335,0,305,367,367,367,0,311,368,368,368,0
"asv26",1736,1928,1857,1608,249,859,1447,1529,1474,355,1243,1976,1732,2011,375,1527,2311,1995,1765,527,1803,1963,2311,1355,297
"asv27",977,976,976,976,0,392,635,635,635,0,646,906,906,906,0,820,976,976,976,0,842,976,976,976,0
"asv28",252,266,266,266,175,13,131,131,131,175,96,230,230,230,175,152,266,266,266,175,172,266,266,266,175
"asv29",237,240,240,240,155,89,160,160,160,155,147,223,223,223,155,194,240,240,240,155,218,240,240,240,155
"asv30",222,227,227,227,113,76,144,144,144,113,128,205,205,205,113,165,227,227,227,113,181,227,227,227,113
"asv31",210,214,214,214,0,101,170,170,170,0,156,204,204,204,0,188,214,214,214,0,194,214,214,214,0
"asv32",187,194,194,194,86,79,126,126,126,86,135,171,171,171,86,159,194,194,194,86,169,194,194,194,86
"asv33",180,185,185,185,118,52,104,104,104,118,123,159,159,159,118,156,184,184,184,118,162,185,185,185,118
"asv34",285,294,294,294,191,90,181,181,181,191,186,263,263,263,191,233,294,294,294,191,240,294,294,294,191
"asv35",174,184,184,184,108,50,103,103,103,108,85,161,161,161,108,117,184,184,184,108,122,184,184,184,108
"asv36",296,304,304,304,0,104,204,204,204,0,202,288,288,288,0,258,304,304,304,0,265,304,304,304,0
"asv37",146,146,146,146,71,59,97,97,97,71,100,133,133,133,71,122,146,146,146,71,128,146,146,146,71
"asv38",300,263,263,263,0,76,143,143,143,0,175,227,227,227,0,225,263,263,263,0,234,263,263,263,0
"asv39",165,167,167,167,97,77,110,110,110,97,129,150,150,150,97,145,167,167,167,97,151,167,167,167,97
"asv40",149,155,155,155,0,68,99,99,99,0,109,140,140,140,0,139,155,155,155,0,141,155,155,155,0
"asv41",115,118,118,118,0,14,53,53,53,0,44,97,97,97,0,72,118,118,118,0,77,118,118,118,0
"asv42",206,209,209,148,0,80,94,94,94,0,92,139,193,139,0,174,148,148,148,0,182,148,148,209,0
"asv43",111,112,112,112,62,20,51,51,51,62,55,86,86,86,62,81,112,112,112,62,90,112,112,112,62
"asv44",194,118,118,118,0,89,78,78,78,0,142,109,109,109,0,169,117,117,117,0,171,118,118,118,0
"asv45",101,101,101,101,0,26,63,63,63,0,62,89,89,89,0,78,101,101,101,0,80,101,101,101,0
"asv46",116,97,97,97,0,33,61,61,61,0,65,87,87,87,0,96,97,97,97,0,100,97,97,97,0
"asv47",93,95,95,95,59,16,52,52,52,59,39,80,80,80,59,60,95,95,95,59,63,95,95,95,59
"asv48",86,87,87,87,64,25,49,49,49,64,55,69,69,69,64,72,86,86,86,64,75,87,87,87,64
"asv49",80,81,81,81,0,38,56,56,56,0,53,77,77,77,0,60,81,81,81,0,67,81,81,81,0
"asv50",79,83,83,83,0,9,38,38,38,0,27,70,70,70,0,46,83,83,83,0,50,83,83,83,0
"asv51",94,59,59,59,0,37,72,72,72,0,62,59,59,59,0,81,59,59,59,0,80,59,59,59,0
"asv52",58,59,59,59,0,21,32,32,32,0,34,53,53,53,0,44,59,59,59,0,45,59,59,59,0
"asv53",62,59,59,59,0,17,37,37,37,0,37,53,53,53,0,51,59,59,59,0,53,59,59,59,0
