"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48"
"asv125",16,5,28,18,5,16,18,28,16,16,18,18,16,16,28,18,5,5,18,28,16,16,5,15,16,16,15,18,16,5,28,5,16,16,28,28,16,16,28,28,5,16,28,28,5,16,28,15
"asv126",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"asv127",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"asv128",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"asv129",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"asv130",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"asv131",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"asv132",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"asv133",10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12,10,12,12,12
"asv134",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"asv135",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"asv136",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"asv137",9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11,9,9,9,11
"asv138",13,22,17,54,268,77,69,98,63,36,78,30,276,69,247,50,261,73,249,62,42,11,68,36,53,250,11,96,289,187,52,231,42,289,84,21,64,39,271,44,49,75,60,71,21,51,271,54
"asv139",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"asv140",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"asv141",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"asv142",8,4,83,4,62,48,50,16,24,4,13,4,14,0,3,56,16,7,18,226,7,44,8,4,3,45,42,3,7,0,10,0,3,8,3,45,0,3,18,12,54,12,12,3,11,74,11,8
"asv143",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"asv144",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"asv145",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"asv146",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"asv147",6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8,6,6,5,8
"asv148",6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14,6,9,14,14
"asv149",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"asv150",9,3,3,9,9,3,5,4,9,3,7,3,9,3,5,7,9,3,3,7,9,3,5,9,9,3,3,7,9,3,9,3,9,3,2,3,9,3,7,5,9,3,9,9,9,3,5,5
"asv151",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"asv152",5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"asv153",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"asv154",8,8,5,3,3,3,3,5,8,3,6,3,3,3,3,8,3,8,8,8,8,8,8,3,3,3,3,3,3,8,10,3,3,8,3,3,8,3,3,6,3,3,5,3,3,8,10,8
"asv155",5,5,7,5,5,7,5,5,5,5,7,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,7,5,5,5,7,7,5,5,5,5,5,5,7,5,5
"asv156",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"asv157",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"asv158",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"asv159",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv160",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv161",3,0,3,6,0,3,6,3,3,0,6,6,3,0,6,6,3,0,6,6,3,3,6,6,3,0,6,6,3,0,6,6,3,3,3,6,3,3,6,3,3,3,3,6,3,0,6,6
"asv162",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv163",5,19,24,24,6,9,9,26,24,29,14,19,13,44,13,21,22,6,10,15,12,9,11,55,0,6,29,26,27,19,21,47,21,25,6,9,22,22,10,41,29,10,45,19,19,12,21,11
"asv164",2,0,0,0,2,5726,31,21,0,0,2,2,0,0,0,31,23,23,7,0,31,2070,2,2,21,2,0,6,5,52,2,0,2,2,0,8,2,0,0,2,12,2,21,0,2,2,0,7602
"asv165",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv166",0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9,0,19,16,9
"asv167",0,11,0,10,11,0,10,0,0,0,10,10,0,0,0,10,11,11,10,0,0,0,10,0,0,0,0,10,0,11,0,10,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0
"asv168",0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4,0,5,4,4
"asv169",0,5,5,0,5,5,5,5,0,0,5,5,5,5,0,5,5,0,0,5,0,0,0,5,5,5,5,5,0,5,0,5,5,0,5,5,0,5,5,0,0,5,5,5,5,5,0,0
"asv170",0,4,4,4,4,16,16,0,4,4,16,16,0,16,4,4,4,12,4,0,0,4,0,0,12,4,0,4,4,12,0,0,0,0,0,4,4,4,0,4,4,4,16,4,0,4,4,12
"asv171",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0
"asv172",0,3,3,0,3,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0
"asv173",0,2,2,2,2,2,2,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,4,0,0,2,0
"asv174",0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2
"asv175",0,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4
"asv176",0,0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,2068,0,0,0,0,0,0,6,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,0,31,0,0,0,0,0,0,0,5
"asv177",0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5
"asv178",0,0,8,8,0,5,11,8,0,5,8,8,0,5,11,3,0,5,8,5,0,5,11,8,0,5,11,8,0,0,11,8,0,5,8,14,0,5,8,11,0,5,8,14,0,0,8,8
"asv179",0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3
"asv180",0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3
"asv181",0,0,6,10,0,0,6,7,0,0,6,10,0,0,6,7,0,0,6,8,0,0,6,8,0,0,6,5,0,0,3,8,0,0,3,10,0,0,6,8,0,0,6,8,0,0,3,10
"asv182",0,0,3,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,3,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,3,2,0,0,3,2,0,0,3,2,0,0,3,5
"asv183",0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2
"asv184",0,0,2,29,28,0,29,8,0,0,29,29,28,28,2,35,0,0,29,8,0,0,2,8,0,0,29,2,0,0,29,29,28,0,2,8,28,0,29,2,28,0,2,8,0,28,2,29
"asv185",0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,2
"asv186",0,0,2,6,0,0,2,6,0,0,4,8,0,0,4,6,0,0,2,8,0,0,2,6,0,0,2,6,0,0,2,8,0,0,2,8,0,0,2,6,0,0,2,6,0,0,2,8
"asv187",0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"asv188",0,0,0,12,0,0,28,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12
"asv189",0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,11
"asv190",0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10
"asv191",0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7
"asv192",0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6
"asv193",0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
"asv194",0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
"asv195",0,0,0,4,0,0,0,7,0,0,2,4,0,0,2,7,0,0,2,4,0,0,2,4,0,0,2,9,0,0,5,4,0,0,5,4,0,0,2,6,0,0,2,4,0,0,5,4
"asv196",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
"asv197",0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
"asv198",0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,4
"asv199",0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,2
"asv200",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv201",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv202",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"asv203",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"asv204",0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv205",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"asv206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"asv207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"asv208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"asv209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
