"trackID","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track33","140892","126255","124736","123574","91530","76879","123","86","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track34","140892","126255","124736","123574","91530","76879","123","86","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track35","140892","126255","124736","123574","91530","76879","123","86","Truncq_6","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track36","140892","126255","124736","123574","91530","76879","123","86","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track37","140892","126255","124736","123574","91530","76879","123","86","Truncq_10","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track38","140892","140571","138847","135809","117156","95891","90","88","Truncq_12","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track39","140892","140676","139442","139370","23778","22983","46","71","Truncq_14","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track40","140892","73298","72554","72450","4580","4575","0","50","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track41","140892","133141","130976","129330","94400","78906","123","84","Truncq_2","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track42","140892","133141","130976","129330","94400","78906","123","84","Truncq_4","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track43","140892","133141","130976","129330","94400","78906","123","84","Truncq_6","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track44","140892","133141","130976","129330","94400","78906","123","84","Truncq_8","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track45","140892","133141","130976","129330","94400","78906","123","84","Truncq_10","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track46","140892","140823","139066","135867","117187","95948","89","89","Truncq_12","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track47","140892","140676","139442","139370","23778","22983","46","71","Truncq_14","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track48","140892","73298","72554","72450","4580","4575","0","51","Truncq_16","rmphix_TRUE","MaxEE_5-5","TruncLen_0-0"
"track49","140892","137500","134387","131561","95159","79473","123","84","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track50","140892","137500","134387","131561","95159","79473","123","84","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track51","140892","137500","134387","131561","95159","79473","123","84","Truncq_6","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track52","140892","137500","134387","131561","95159","79473","123","84","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track53","140892","137500","134387","131561","95159","79473","125","82","Truncq_10","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track54","140892","140863","139155","135870","117243","95920","90","88","Truncq_12","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track55","140892","140676","139442","139370","23778","22983","46","71","Truncq_14","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track56","140892","73298","72554","72450","4580","4575","0","51","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
