"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","103705","93327","87046","84723","73793","69032","250","44","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","103705","85644","82969","83275","77165","69994","300","138","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","103705","87562","84850","85164","78818","71491","303","137","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","103705","88697","85932","86292","80044","72460","306","154","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","103705","89736","86995","87318","81094","73190","308","154","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","103705","82953","80278","80667","74558","67943","296","122","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","103705","84877","82151","82559","76621","69553","298","137","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","103705","86711","83974","84316","78220","70988","300","141","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","103705","87801","85089","85411","79366","71884","303","149","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","103705","88789","86006","86379","80334","72551","304","152","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","103705","79454","76905","77088","71399","65204","293","99","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","103705","81590","78934","79337","73337","66731","296","120","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","103705","83405","80729","81128","74732","67752","297","137","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","103705","85106","82412","82738","76774","69565","298","138","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","103705","86104","83413","83771","77746","70377","301","146","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","103705","62250","60271","60505","56089","51594","266","23","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","103705","73891","71407","71707","66386","60900","286","67","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","103705","75738","73191","73610","68030","62244","291","84","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","103705","77247","74724","75108","69530","63450","290","94","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","103705","78657","76091","76507","70729","64477","290","98","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","103705","79435","76842","77260","71656","65148","292","99","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
