"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv16",1951,1775,1785,1789,1797,1755,1761,1769,1772,1780,1692,1729,1733,1741,1744,1441,1572,1598,1602,1608,1610
"asv17",886,806,822,830,835,796,802,818,826,831,773,784,789,803,811,681,729,733,738,746,752
"asv18",855,648,665,691,764,636,647,664,689,759,614,625,635,650,671,117,570,580,585,601,615
"asv19",716,713,722,730,738,702,708,711,718,726,678,695,701,702,709,571,644,652,664,664,669
"asv20",586,524,546,37,553,543,43,546,550,551,534,538,535,525,545,443,515,519,516,527,524
"asv21",625,575,569,565,571,559,565,559,559,565,547,551,557,550,549,409,512,517,522,527,523
"asv22",784,705,707,719,727,693,698,699,710,717,677,682,687,686,697,570,641,647,652,655,665
"asv23",500,449,452,457,466,439,444,449,454,460,429,432,435,440,444,380,419,423,425,429,433
"asv24",1681,1543,1676,1732,1613,1646,1632,1645,1499,1704,1613,1618,1604,1569,1557,1236,1500,1448,1455,1499,1503
"asv25",476,447,449,435,437,442,443,445,431,433,434,437,437,439,425,276,396,399,398,399,386
"asv26",449,361,364,382,399,353,360,363,381,398,347,349,355,358,376,114,319,321,327,332,346
"asv27",751,687,752,713,730,674,682,747,707,723,652,667,677,692,699,504,611,625,633,648,653
"asv28",552,371,380,391,420,367,368,377,387,415,356,360,361,366,374,212,337,339,339,343,349
"asv29",947,772,782,785,967,759,766,658,778,960,919,917,755,934,940,704,710,866,715,719,878
"asv30",452,366,371,371,371,360,361,366,366,366,357,356,357,362,362,248,335,332,333,336,335
"asv31",745,601,597,599,613,601,601,597,599,613,581,579,578,578,580,439,474,476,472,471,472
"asv32",274,323,328,331,332,322,322,326,329,330,316,319,319,323,326,226,304,307,307,311,314
"asv33",343,315,322,313,326,311,314,321,319,325,301,305,307,314,312,221,269,267,270,274,274
"asv34",249,231,233,235,236,227,230,232,234,235,223,223,225,227,229,176,208,207,208,210,211
"asv35",417,345,349,367,373,340,342,345,363,369,335,338,340,341,358,139,310,310,314,313,327
"asv36",440,414,419,932,428,402,906,417,417,429,387,397,405,430,412,260,372,374,377,380,374
"asv37",308,284,289,292,296,279,283,288,291,295,275,276,280,284,287,228,264,266,270,274,275
"asv38",178,172,173,173,174,171,171,172,172,172,167,168,168,169,169,133,156,157,157,158,158
"asv39",173,130,137,152,155,122,129,136,149,152,121,121,128,135,147,48,112,112,118,124,129
"asv40",212,201,214,216,218,194,201,213,215,217,167,190,197,207,209,133,157,178,184,189,191
"asv41",168,155,157,155,160,155,155,156,157,162,150,152,152,153,154,117,147,149,149,150,151
"asv42",199,199,202,204,205,197,198,201,203,204,193,195,196,199,200,151,182,184,185,187,188
"asv43",134,111,114,114,114,106,109,112,112,112,125,106,109,112,112,82,94,99,101,104,104
"asv44",215,144,145,151,155,141,141,142,148,152,131,132,132,133,139,21,48,49,49,49,55
"asv45",198,193,212,215,220,188,193,212,214,219,198,186,191,210,212,141,158,159,161,163,164
"asv46",151,144,147,147,147,142,142,145,145,145,136,136,136,139,139,108,127,127,127,129,129
"asv47",250,246,249,250,252,241,241,244,245,247,237,238,238,241,242,173,213,214,214,217,218
"asv48",235,214,216,214,215,211,211,213,188,213,202,205,205,207,205,167,193,196,196,177,195
"asv49",104,100,101,102,103,100,100,101,102,103,96,97,97,98,99,83,87,87,87,87,88
"asv50",171,168,172,172,173,163,167,171,171,172,157,160,163,165,165,123,151,153,155,157,157
"asv51",101,100,101,101,102,98,98,99,99,100,97,97,97,98,98,87,91,91,91,92,92
"asv52",155,96,132,97,88,86,95,120,120,87,116,128,120,128,120,79,102,113,113,105,81
"asv53",98,55,58,64,74,52,55,58,64,74,50,52,54,57,62,15,43,45,47,48,53
"asv54",105,92,101,102,104,92,92,101,102,104,97,92,92,101,102,81,91,91,95,98,99
"asv55",80,82,85,85,85,79,81,84,84,84,76,78,80,83,83,70,75,76,78,81,81
"asv56",78,135,139,139,141,135,135,139,139,141,127,132,132,134,134,105,120,125,125,126,126
"asv57",77,51,50,50,50,51,51,48,48,48,43,46,46,46,46,29,30,31,31,31,31
"asv58",70,76,210,213,217,74,76,208,78,215,192,201,204,76,206,157,184,193,196,196,72
"asv59",174,170,173,173,176,166,169,172,172,175,166,166,169,172,172,135,154,154,155,156,156
"asv60",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv61",66,51,52,55,59,51,51,52,55,59,46,48,48,49,51,35,41,42,43,43,45
"asv62",65,63,63,63,63,62,63,63,63,63,61,0,62,62,62,48,58,58,58,58,58
"asv63",112,91,94,97,99,91,91,94,97,99,86,91,91,94,97,69,80,85,85,88,91
"asv64",62,61,63,63,65,58,60,62,62,64,58,58,60,61,61,51,58,58,60,61,61
"asv65",60,47,50,52,55,45,47,50,52,55,43,44,46,48,50,22,42,43,45,46,47
"asv66",50,48,49,49,49,46,47,48,48,48,46,46,47,48,48,38,43,43,44,45,45
"asv67",47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,37,45,45,45,45,45
"asv68",45,41,42,42,43,37,40,41,41,42,37,37,40,41,41,13,34,34,35,36,36
"asv69",45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,39,44,44,44,44,44
"asv70",44,33,33,33,36,32,33,33,33,36,32,32,33,33,33,10,31,31,31,31,31
"asv71",42,41,41,41,41,41,41,41,41,41,40,41,41,41,41,33,35,36,36,36,36
"asv72",41,40,41,42,43,40,40,41,42,43,39,40,40,40,41,29,33,34,34,34,35
"asv73",41,17,18,23,29,16,17,18,22,27,15,16,17,18,22,0,14,14,15,16,20
"asv74",66,97,97,98,98,96,97,97,98,98,94,95,96,96,97,54,89,68,91,91,92
"asv75",40,37,39,39,40,37,37,38,38,39,37,37,37,38,38,31,34,34,34,34,34
"asv76",37,26,26,26,26,26,26,26,26,26,25,26,26,26,26,15,18,19,19,19,19
"asv77",63,56,57,59,61,55,55,56,58,60,52,52,52,53,55,48,44,44,44,45,47
"asv78",36,31,31,31,31,31,31,31,31,31,31,30,30,30,30,20,30,29,29,29,29
"asv79",34,30,30,30,30,29,29,29,29,29,29,29,29,29,29,26,28,28,28,28,28
"asv80",32,25,25,25,23,25,25,25,25,23,25,25,25,25,25,11,24,24,24,24,24
"asv81",32,16,15,16,16,16,16,15,15,15,14,14,14,14,14,5,8,8,8,8,8
"asv82",30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,27,27,27,27,27
"asv83",29,26,28,28,29,26,26,27,27,28,25,26,26,27,27,21,25,25,25,26,26
"asv84",27,24,25,25,30,22,24,25,25,30,22,22,24,25,25,17,18,18,20,21,21
"asv85",27,26,26,26,26,26,26,26,26,26,25,25,25,25,25,22,23,23,23,23,23
"asv86",40,470,40,41,40,38,473,39,40,39,473,37,470,470,38,366,36,446,447,37,37
"asv87",43,41,41,41,41,40,40,40,40,40,38,39,39,39,39,25,28,29,29,29,29
"asv88",21,20,20,20,21,20,20,20,20,21,20,20,20,20,20,15,18,18,18,18,18
"asv89",19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19
"asv90",17,16,18,18,18,16,16,18,18,18,15,16,16,18,18,12,15,16,16,17,17
"asv91",17,15,15,16,16,15,15,15,16,16,15,15,15,15,16,11,15,15,15,15,15
"asv92",16,17,17,17,18,15,17,17,17,18,14,14,16,16,16,11,14,14,15,15,15
"asv93",15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,14,14,14,14,14
"asv94",15,35,35,35,35,34,34,34,34,34,35,36,36,36,36,30,32,33,33,33,33
"asv95",14,9,9,10,12,9,9,9,10,12,9,9,9,9,10,0,8,8,8,8,8
"asv96",14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,6,12,12,12,12,12
"asv97",10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,6,6,6,6,6
"asv98",9,7,7,7,8,7,7,7,7,8,7,7,7,7,7,2,6,6,6,6,6
"asv99",8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,7,7,8,8,8,8
"asv100",7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6
"asv101",37,87,94,97,111,77,87,93,98,112,59,66,78,83,86,14,37,38,49,55,53
"asv102",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6
"asv103",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
"asv104",3,6,6,6,3,6,6,6,6,3,6,6,6,6,6,2,5,5,2,2,2
"asv105",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"asv106",0,12,12,12,12,11,11,11,11,11,10,10,13,13,10,0,0,0,5,5,5
"asv107",0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,8,8,8,8,8
"asv108",0,5,5,6,6,5,5,5,6,6,5,5,5,5,5,0,5,5,5,5,5
"asv109",0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
"asv110",0,4,4,4,4,4,4,4,4,4,5,5,4,4,4,0,0,0,0,0,0
"asv111",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv112",0,0,9,10,11,9,0,9,10,11,0,9,0,9,10,0,0,7,0,7,8
"asv113",0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"asv114",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"asv115",0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"asv116",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"asv117",0,0,0,0,0,3,3,4,4,4,3,3,3,4,4,0,3,3,3,4,4
"asv118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
