"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","110455","99998","90422","97070","80402","73848","206","8","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","110455","93511","91037","91202","83353","74924","266","25","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","110455","95551","93033","93184","85219","76440","265","27","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","110455","96678","94129","94368","86392","77277","267","27","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","110455","97886","95312","95579","87708","78201","271","27","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","110455","90226","87720","87997","80283","72449","265","20","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","110455","92763","90236","90490","83083","74392","266","28","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","110455","94716","92120","92421","84971","75866","265","25","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","110455","95792","93160","93523","86037","76595","265","28","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","110455","96946","94280","94696","87364","77509","269","27","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","110455","86711","84281","84489","77334","69706","266","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","110455","88801","86292","86581","79049","71337","265","15","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","110455","91187","88654","88930","81721","73120","265","21","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","110455","92980","90384","90682","83495","74548","264","21","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","110455","93960","91329","91708","84554","75264","265","22","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","110455","66309","64464","64534","59686","53927","226","6","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","110455","80299","77999","78170","71755","64789","254","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","110455","82053","79728","80021","73345","66106","252","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","110455","84076","81722","82003","75584","67607","250","15","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","110455","85505","83149","83453","76835","68624","248","15","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","110455","86253","83870","84188","77722","69142","247","17","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
