"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","96288","86287","78796","79981","68663","65943","174","25","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","96288","79987","78153","78112","72224","68204","206","79","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","96288","81803","79911","79987","74462","69778","210","85","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","96288","82641","80693","80753","75400","70403","211","89","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","96288","83708","81734","81813","76601","71275","213","94","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","96288","77320","75562","75436","69440","65999","202","76","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","96288","79172","77320","77316","71424","67527","205","80","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","96288","80907","78996","79117","73597","69049","209","82","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","96288","81707","79744","79848","74520","69668","209","90","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","96288","82718","80717","80840","75613","70469","211","91","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","96288","73996","72189","72254","66112","62459","199","54","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","96288","76040","74198","74147","67364","64164","201","67","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","96288","77760","75813","75892","69109","65506","201","70","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","96288","79356","77399","77561","71244","66956","206","75","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","96288","80073","78081","78252","72143","67542","207","83","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","96288","57242","55816","55816","51366","48789","181","14","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","96288","68088","66362","66495","61032","57928","197","38","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","96288","69852","68079","68179","61921","59396","200","44","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","96288","71278","69470","69547","63510","60634","202","47","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","96288","72586","70732","70959","65289","61555","204","49","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","96288","73128","71232","71467","66071","62036","206","51","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
