"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","120111","109826","103686","107251","97374","94717","205","18","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","120111","102807","100468","100910","95499","90962","235","56","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","120111","104329","101907","102412","96997","92244","237","60","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","120111","105106","102680","103104","97757","92887","239","61","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","120111","106199","103728","104175","98813","93791","244","66","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","120111","100350","98014","98514","92895","88404","234","50","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","120111","101820","99440","99935","94616","90089","234","56","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","120111","103254","100795","101352","95986","91288","236","60","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","120111","103987","101466","102003","96719","91851","238","62","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","120111","105015","102495","103007","97710","92698","244","63","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","120111","96603","94349","94832","89143","85189","236","35","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","120111","98671","96314","96863","91232","86862","235","47","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","120111","100038","97632","98182","92843","88444","235","52","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","120111","101352","98906","99434","94141","89574","237","55","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","120111","101989","99507","99993","94855","90085","238","61","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","120111","73202","71525","71803","68239","65402","213","9","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","120111","89252","87199","87594","82738","79040","230","22","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","120111","90993","88869","89292","84463","80449","229","28","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","120111","92044","89869","90321","85742","81702","230","29","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","120111","93054","90808","91292","86744","82497","232","36","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","120111","93517","91248","91698","87211","82884","234","39","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
