"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv24",987,926,952,969,988,907,923,948,963,981,863,893,908,931,944,739,831,860,875,894,905
"asv25",1106,759,776,813,873,730,753,769,801,858,692,701,724,739,769,178,555,560,576,584,605
"asv26",586,500,498,499,499,485,487,485,486,486,458,463,464,462,463,333,375,380,380,379,380
"asv27",572,438,455,469,502,428,433,448,461,493,418,420,425,440,452,77,406,406,411,421,431
"asv28",761,727,1309,515,745,1279,1291,1083,730,1313,690,701,710,1285,1288,836,654,998,670,672,673
"asv29",580,405,413,419,427,388,392,398,404,411,355,359,362,368,373,152,277,279,279,284,287
"asv30",448,426,431,435,436,425,425,430,434,435,421,423,423,428,432,370,400,402,400,405,406
"asv31",447,405,405,406,406,380,383,383,384,384,354,354,357,355,356,249,280,280,282,280,281
"asv32",755,700,709,710,715,692,693,699,698,703,675,680,681,686,685,559,636,638,639,641,640
"asv33",429,413,414,416,419,388,391,394,396,399,381,384,387,390,392,308,370,372,375,378,380
"asv34",407,255,262,271,278,243,248,255,264,270,212,213,217,220,223,32,129,129,132,133,135
"asv35",656,603,607,611,616,595,600,604,608,611,581,590,594,596,599,424,553,558,561,563,566
"asv36",573,561,565,566,568,557,559,563,564,566,548,553,553,557,557,464,523,528,528,531,533
"asv37",320,258,262,267,284,251,253,257,262,277,240,243,245,248,252,119,216,219,219,222,223
"asv38",669,680,681,679,685,668,670,671,669,675,639,647,649,649,647,489,546,552,554,553,566
"asv39",265,338,339,338,338,316,318,319,318,318,282,288,290,291,290,167,194,200,201,202,201
"asv40",257,249,253,254,255,243,245,249,250,251,232,233,235,239,240,188,218,219,221,223,223
"asv41",218,170,172,174,183,168,168,169,171,178,166,166,166,167,169,67,140,140,140,141,143
"asv42",285,278,279,284,281,274,281,282,283,284,264,267,273,274,275,208,246,249,248,252,253
"asv43",188,172,173,173,174,175,176,177,177,178,171,175,176,177,177,151,164,167,168,168,168
"asv44",198,191,192,194,196,187,189,190,192,193,180,182,184,185,187,147,171,170,172,173,174
"asv45",136,148,148,149,149,147,147,147,148,148,142,144,143,143,144,124,136,137,137,137,138
"asv46",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv47",133,106,109,113,122,105,106,109,113,122,104,104,104,107,111,28,102,102,102,105,109
"asv48",80,79,80,81,82,76,78,79,80,81,67,75,77,78,79,50,59,66,67,67,68
"asv49",77,53,53,55,57,51,52,52,53,55,49,49,50,50,51,42,46,46,47,47,48
"asv50",141,139,139,142,144,130,139,139,133,143,124,136,137,128,140,103,123,116,125,113,115
"asv51",74,71,72,72,73,69,69,70,70,71,68,68,68,68,68,45,58,58,58,58,58
"asv52",65,54,56,58,59,52,53,55,57,58,51,51,52,54,55,17,46,46,47,49,49
"asv53",65,200,64,65,65,63,200,64,201,65,193,195,64,64,65,52,62,180,62,62,62
"asv54",53,51,52,52,52,50,51,52,52,52,49,49,49,50,50,38,44,44,44,45,45
"asv55",67,63,63,63,63,62,62,62,62,62,60,60,60,60,60,53,56,56,56,56,56
"asv56",47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,36,42,42,42,42,42
"asv57",45,44,44,44,44,43,44,44,44,44,43,43,43,43,43,36,40,40,40,40,40
"asv58",47,37,37,38,38,37,37,37,38,38,37,37,37,37,38,13,38,38,38,38,38
"asv59",41,34,34,36,36,34,34,34,35,35,34,34,34,34,35,27,30,30,30,30,31
"asv60",40,40,40,40,41,39,40,40,40,40,38,38,39,39,39,32,37,37,37,37,37
"asv61",96,87,89,93,101,85,86,88,92,100,82,82,83,85,89,31,77,77,78,79,82
"asv62",37,34,35,35,35,32,33,33,33,33,32,32,33,33,33,9,30,30,31,31,31
"asv63",35,32,32,33,0,0,0,32,0,34,32,0,0,32,33,23,0,29,0,29,30
"asv64",56,49,49,49,50,49,49,49,49,49,48,48,48,48,48,40,41,41,41,41,41
"asv65",35,33,34,34,35,33,33,34,34,35,33,33,33,34,34,23,30,30,30,31,31
"asv66",34,12,12,13,13,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0
"asv67",56,53,54,54,54,54,55,56,56,56,53,54,55,56,56,43,50,50,51,52,52
"asv68",31,26,27,28,30,26,26,27,28,30,23,24,24,25,26,0,23,24,24,25,26
"asv69",30,33,22,23,24,54,33,55,23,0,50,21,31,52,31,18,0,42,42,24,24
"asv70",28,24,25,28,29,22,23,24,26,27,22,22,23,24,26,9,21,21,22,23,25
"asv71",35,37,38,34,38,36,33,34,34,34,35,36,33,34,34,27,32,32,35,32,32
"asv72",26,26,26,26,26,25,26,26,26,26,24,24,25,26,26,17,23,23,24,24,24
"asv73",36,30,36,37,39,28,30,36,37,39,28,28,30,35,36,20,25,25,27,32,33
"asv74",25,25,25,25,20,23,24,24,24,19,23,23,24,24,24,18,21,21,21,21,21
"asv75",24,24,24,24,24,23,24,24,24,24,23,23,24,24,24,19,21,21,22,22,22
"asv76",23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,17,21,21,21,21,21
"asv77",23,18,18,18,18,18,18,18,18,18,16,17,17,17,17,10,11,11,11,11,11
"asv78",21,21,21,21,21,20,21,21,21,21,19,19,19,19,19,17,17,17,17,17,17
"asv79",20,20,21,21,21,19,20,21,21,21,19,19,20,20,20,12,17,17,18,18,18
"asv80",18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,13,14,15,15,15,15
"asv81",17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,15,15,15,15,15
"asv82",17,40,40,42,43,38,40,40,42,43,35,35,37,37,38,0,34,34,35,35,36
"asv83",17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,14,14,14,14,14
"asv84",16,16,17,17,17,16,16,17,17,17,16,16,16,17,17,4,15,15,15,16,16
"asv85",16,13,13,15,15,13,13,13,15,15,13,13,13,13,15,0,12,12,12,12,13
"asv86",15,14,14,14,15,13,13,13,13,14,13,13,13,13,13,9,12,12,12,12,12
"asv87",15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,17,17,17,17,17
"asv88",14,13,13,13,13,12,13,13,13,13,12,12,13,13,13,3,11,11,12,12,12
"asv89",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14
"asv90",12,10,10,10,10,10,10,10,10,10,8,9,9,9,9,0,8,9,9,9,9
"asv91",10,11,11,11,11,11,11,11,11,11,10,10,10,10,10,5,7,7,7,7,7
"asv92",10,11,11,11,11,10,11,11,11,11,10,10,11,11,11,9,10,10,11,11,11
"asv93",10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,6,7,7,7,7,7
"asv94",9,6,7,7,7,0,6,7,7,7,0,0,6,7,7,0,0,0,6,6,6
"asv95",9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8
"asv96",8,7,7,7,7,7,7,7,7,7,6,7,7,7,7,4,4,5,5,5,5
"asv97",50,158,171,178,189,144,156,170,179,183,92,126,139,147,163,23,57,78,79,91,96
"asv98",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
"asv99",3,8,8,8,8,7,8,8,8,8,7,7,8,8,8,4,7,7,8,8,8
"asv100",0,23,23,23,0,21,21,21,21,21,20,20,20,20,20,0,0,0,0,0,0
"asv101",0,15,15,15,15,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,9
"asv102",0,11,11,11,11,11,11,11,11,11,12,11,11,11,11,0,11,10,10,10,10
"asv103",0,9,9,10,9,8,8,8,9,9,8,8,8,8,9,0,7,7,7,7,8
"asv104",0,8,0,8,9,8,8,7,8,9,8,0,8,7,8,8,8,8,0,0,8
"asv105",0,6,6,6,6,5,0,5,5,5,5,5,5,0,5,0,0,0,0,0,0
"asv106",0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,4,4,4,4
"asv107",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv108",0,0,56,85,86,0,0,56,85,86,0,0,0,52,52,55,48,50,50,54,53
"asv109",0,0,4,5,6,0,0,4,5,6,0,0,0,4,5,0,0,0,0,4,4
"asv110",0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4
"asv111",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv112",0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"asv113",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"asv114",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"asv115",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
