"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv1",4816,5547,5635,5568,5722,5162,5473,5481,5697,5564,5171,5317,5365,5444,5465,3949,4637,4701,4866,4866,4836
"asv2",6316,5491,5637,5688,5748,5254,5419,5548,5590,5641,4797,4932,5098,5208,5249,3972,4390,4536,4663,4766,4796
"asv3",2609,2720,2755,2795,2834,2272,2677,2711,2746,2780,2179,2191,2548,2577,2604,896,1960,1968,2240,2264,2282
"asv4",2474,3525,3570,3582,3610,3457,3512,3556,3566,3593,3410,3423,3474,3511,3521,2877,3216,3224,3265,3293,3300
"asv5",3107,3281,3338,3382,3435,2890,3260,3315,3358,3443,2838,2844,3197,3249,3289,1074,2702,2588,2862,2898,2924
"asv6",6420,8117,8201,8252,8353,7991,8077,8173,8220,8318,7744,7914,7990,8079,8122,6153,7278,7435,7498,7560,7593
"asv7",1982,1814,1853,1867,1876,1794,1800,1836,1850,1858,1742,1761,1766,1798,1810,1479,1602,1617,1620,1650,1660
"asv8",4091,4786,4850,4882,4918,4728,4766,4824,4860,4900,4593,4668,4708,4765,4790,3781,4327,4384,4419,4464,4480
"asv9",2683,2958,2989,3016,3038,2913,2920,2949,2974,2995,2754,2841,2878,2905,2929,2143,2576,2658,2688,2706,2723
"asv10",1323,677,703,796,926,387,673,700,793,920,374,383,656,683,767,49,313,319,525,547,604
"asv11",1603,1717,1728,1733,1744,1678,1685,1696,1701,1709,1675,1656,1662,1673,1676,1389,1569,1573,1576,1582,1584
"asv12",1203,1046,1053,1060,1069,1050,1058,1058,1053,1062,1020,1031,1039,1041,1036,796,951,962,968,972,974
"asv13",1269,966,1000,1021,1039,916,952,985,1004,1019,864,872,904,936,954,397,664,678,692,711,720
"asv14",2237,3010,3114,3162,3208,2812,2988,3086,3132,3176,2662,2757,2927,3012,3050,2126,2430,2504,2638,2705,2733
"asv15",2475,2263,2284,2291,2299,2228,2245,2266,2273,2280,2136,2196,2212,2232,2237,1727,1944,1995,2011,2029,2031
"asv16",926,1458,1472,1481,1494,1445,1456,1465,1473,1484,1443,1460,1434,1441,1448,1190,1351,1361,1369,1369,1379
"asv17",878,825,840,844,847,809,821,836,839,842,785,795,807,820,823,679,735,742,753,764,767
"asv18",1185,1129,1158,1168,1183,1093,1109,1144,1154,1168,1059,1089,1105,1128,1137,906,1015,1041,1056,1078,1084
"asv19",1227,1180,1185,1192,1202,1171,1173,1177,1183,1193,1129,1154,1156,1155,1158,864,1074,1095,1097,1096,1097
"asv20",1103,1045,1065,1058,1066,1041,1048,1067,1057,1062,1010,1030,1036,1052,1043,725,957,972,977,993,989
"asv21",858,477,566,676,728,429,475,564,673,715,403,425,471,557,662,107,380,400,442,519,600
"asv22",664,499,545,582,612,422,499,545,582,612,315,418,493,539,574,261,297,391,457,497,526
"asv23",915,875,890,893,899,865,872,887,891,897,843,856,862,876,880,696,785,793,798,810,812
"asv24",1164,1080,1193,1097,1203,1157,1069,1180,1085,1189,1137,1050,1155,1071,1172,937,985,989,1087,1007,1102
"asv25",595,494,494,495,497,488,489,490,489,490,466,472,474,475,474,338,388,395,396,398,399
"asv26",1423,1285,1301,1305,1321,1270,1273,1285,1291,1305,1245,1252,1255,1267,1272,1010,1154,1159,1162,1173,1178
"asv27",767,701,711,812,719,767,683,786,793,795,659,667,674,684,689,534,705,629,634,642,734
"asv28",479,612,432,436,445,426,430,436,434,443,420,421,425,429,428,348,398,399,402,405,404
"asv29",2126,2323,2201,2246,2111,2086,2286,2167,2146,2195,2123,2237,2070,2335,2170,1571,1965,2082,1822,2015,1936
"asv30",643,349,567,562,560,501,536,671,543,589,496,614,516,529,655,293,454,455,456,479,486
"asv31",447,415,420,419,423,405,410,415,414,417,386,388,392,396,395,266,323,323,325,327,327
"asv32",611,473,495,503,523,462,468,489,496,516,444,449,453,468,475,244,400,404,406,418,422
"asv33",1203,972,986,979,984,951,959,972,965,967,927,944,952,964,950,694,810,820,828,837,840
"asv34",340,321,331,334,335,300,311,320,323,332,260,298,307,313,315,74,231,252,260,264,265
"asv35",415,410,412,412,413,407,412,415,415,416,396,401,407,409,409,295,331,379,383,385,385
"asv36",325,301,303,305,308,300,300,302,303,305,298,297,297,298,300,229,273,274,274,275,276
"asv37",320,335,343,340,328,321,330,337,334,322,306,317,325,301,307,240,273,283,288,285,287
"asv38",665,623,634,641,638,606,609,620,626,624,594,598,601,611,616,391,562,568,569,576,581
"asv39",289,240,245,247,250,224,229,234,232,235,223,222,227,231,236,56,217,217,222,225,228
"asv40",522,506,510,514,515,498,500,504,508,509,480,487,489,492,496,392,452,457,458,460,463
"asv41",273,347,349,350,351,348,348,350,352,350,321,342,342,344,345,262,293,307,311,311,308
"asv42",263,253,262,263,266,247,253,261,262,265,240,243,249,257,257,180,215,215,216,222,225
"asv43",296,260,266,271,275,246,258,263,266,270,228,245,256,260,262,191,216,230,239,243,245
"asv44",327,322,328,328,319,319,321,327,327,329,315,316,318,323,323,250,296,298,299,304,304
"asv45",321,274,279,286,304,267,270,275,282,300,263,265,268,273,280,89,234,235,238,242,249
"asv46",298,284,265,280,272,279,282,254,278,279,240,272,274,264,286,194,267,254,258,279,264
"asv47",241,226,224,228,237,225,226,231,235,243,217,224,225,230,234,176,206,212,212,216,219
"asv48",383,350,354,355,356,341,346,350,351,352,335,337,341,344,345,273,316,318,322,324,324
"asv49",202,188,190,190,190,185,185,187,187,187,180,182,182,183,183,170,176,178,178,179,179
"asv50",300,235,241,241,243,225,226,232,232,234,210,217,217,223,223,146,184,190,190,193,193
"asv51",321,302,305,305,309,301,301,304,304,308,296,297,297,300,300,239,273,274,274,276,276
"asv52",168,161,163,163,179,176,168,184,180,164,161,174,162,166,178,130,150,151,166,152,152
"asv53",207,207,208,210,210,199,200,65,203,203,191,62,194,195,62,144,173,174,175,176,177
"asv54",148,110,111,111,111,99,101,102,102,102,86,86,87,87,87,58,65,65,66,67,67
"asv55",123,96,100,105,113,93,97,101,106,114,90,92,96,100,105,31,78,79,81,85,90
"asv56",118,100,103,110,114,95,100,103,110,114,93,93,98,101,106,39,87,87,91,93,97
"asv57",201,205,205,205,208,201,204,204,204,206,196,201,203,203,203,162,192,197,199,199,199
"asv58",107,90,93,98,102,89,90,93,98,101,87,89,90,92,97,28,78,78,79,80,84
"asv59",104,92,93,95,101,89,92,93,99,101,87,88,90,91,92,47,83,83,85,86,87
"asv60",87,78,78,78,78,78,0,78,78,78,82,78,78,78,78,63,75,71,71,0,71
"asv61",110,106,106,106,107,106,106,106,106,106,103,103,103,103,103,57,97,97,97,97,97
"asv62",84,80,82,83,84,78,79,81,82,83,76,78,79,81,82,68,74,75,75,77,78
"asv63",82,73,74,75,76,70,72,73,74,76,68,69,71,72,73,29,58,59,60,61,62
"asv64",80,0,0,0,56,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
"asv65",80,77,78,78,78,77,77,78,78,78,76,77,77,78,78,60,72,73,73,73,73
"asv66",75,70,71,71,72,69,69,70,70,71,67,68,68,69,69,53,63,63,63,64,64
"asv67",143,333,341,351,353,314,329,339,176,351,304,144,326,336,346,234,277,281,287,290,298
"asv68",73,72,75,77,77,68,72,75,77,77,67,67,69,72,74,13,60,60,61,63,65
"asv69",72,76,77,79,82,73,76,77,79,82,66,71,74,74,76,48,60,64,65,65,67
"asv70",70,67,73,75,76,65,67,73,75,76,61,64,66,72,73,48,57,58,60,66,67
"asv71",62,57,58,58,58,56,57,58,58,58,55,54,55,56,56,33,41,40,40,41,41
"asv72",60,55,56,56,56,54,54,55,55,55,54,53,53,54,54,46,52,51,51,51,51
"asv73",60,46,47,49,52,45,46,47,49,51,43,43,44,45,46,6,31,31,31,31,31
"asv74",58,54,57,57,58,56,58,60,60,61,49,55,57,58,58,35,38,43,45,45,45
"asv75",50,48,49,51,51,46,48,48,50,50,44,45,47,47,48,28,41,42,43,43,44
"asv76",49,39,40,42,43,36,39,40,42,43,33,34,37,38,40,14,30,30,33,33,35
"asv77",48,43,42,44,46,42,43,42,44,46,39,41,42,41,43,30,39,41,42,41,43
"asv78",45,43,44,45,45,40,42,43,44,44,37,40,42,43,44,28,34,37,38,39,40
"asv79",108,91,93,100,105,81,91,93,100,105,80,80,90,92,95,20,69,69,77,79,82
"asv80",44,46,46,44,44,46,46,46,44,44,42,43,43,43,44,32,40,41,41,41,41
"asv81",44,41,41,41,41,40,41,41,41,41,38,38,39,39,39,28,36,36,37,37,37
"asv82",41,37,38,38,29,36,36,37,37,28,35,36,36,37,37,31,34,35,35,36,36
"asv83",40,39,39,39,37,38,38,38,38,36,32,32,32,32,32,23,24,24,25,25,25
"asv84",36,36,36,36,36,35,36,36,36,36,35,35,36,36,36,27,33,33,34,34,34
"asv85",33,10,10,10,10,10,10,10,10,10,7,7,7,7,7,0,6,6,6,6,6
"asv86",33,28,28,28,28,27,28,28,28,28,26,26,27,27,27,20,23,23,23,23,23
"asv87",30,19,20,20,21,18,19,20,20,21,18,18,19,19,19,19,24,24,25,25,25
"asv88",30,65,66,69,67,64,64,65,68,66,63,64,64,65,65,25,53,53,53,54,55
"asv89",30,30,30,30,30,30,30,30,30,30,27,30,30,30,30,24,27,29,29,29,29
"asv90",29,17,17,19,21,0,17,17,19,21,14,0,17,17,19,0,14,14,17,17,19
"asv91",48,92,96,97,105,91,93,97,98,106,78,88,90,94,94,72,79,78,77,79,79
"asv92",26,22,22,23,24,22,22,22,23,24,22,22,22,22,21,20,22,22,22,22,21
"asv93",24,23,23,23,23,23,23,23,23,23,22,22,22,22,22,21,22,22,22,22,22
"asv94",24,21,21,22,22,21,21,21,22,22,20,21,21,21,22,18,19,20,20,20,20
"asv95",22,23,23,23,23,22,22,22,22,22,21,22,22,22,22,17,19,20,20,20,20
"asv96",20,20,20,20,0,20,0,20,20,19,19,19,0,19,19,18,19,0,19,18,18
"asv97",17,14,14,14,15,14,14,14,14,15,13,14,14,14,14,12,12,13,13,13,13
"asv98",12,12,12,13,13,12,12,12,13,13,11,11,11,11,12,10,11,11,11,11,12
"asv99",11,34,11,35,35,33,34,11,11,11,10,33,34,11,35,6,30,8,9,31,31
"asv100",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
"asv101",9,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6
"asv102",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
"asv103",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7
"asv104",7,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
"asv105",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv106",52,160,164,185,186,153,161,170,175,182,119,144,154,162,168,35,90,110,112,120,125
"asv107",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5
"asv108",6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,0,4,4,5,5,5
"asv109",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4
"asv110",4,0,4,0,4,0,4,4,4,4,4,4,4,4,0,2,3,0,3,0,0
"asv111",0,99,107,107,112,96,97,105,105,110,93,0,95,0,102,0,0,0,87,93,93
"asv112",0,28,28,28,28,32,28,28,28,28,30,29,25,25,25,20,25,24,24,24,24
"asv113",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"asv114",0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,15,15,15,15,15
"asv115",0,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10
"asv116",0,11,11,11,11,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10
"asv117",0,10,11,11,11,0,10,11,11,11,0,0,10,11,11,0,0,0,10,10,10
"asv118",0,9,10,10,10,0,9,10,10,10,0,0,9,10,10,0,0,0,8,9,9
"asv119",0,8,8,9,9,8,8,8,9,9,0,8,8,8,9,0,0,0,0,0,0
"asv120",0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,7,7,7
"asv121",0,7,7,4,3,4,3,0,7,7,3,7,4,3,7,0,7,4,7,7,7
"asv122",0,4,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3
"asv123",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
"asv124",0,3,4,5,5,3,3,4,5,5,3,3,3,4,5,0,3,3,3,4,5
"asv125",0,0,5,6,6,0,0,5,6,6,0,0,0,5,6,0,0,0,0,5,6
"asv126",0,0,3,4,4,0,0,3,4,4,0,0,0,3,4,0,0,0,0,3,4
"asv127",0,0,0,108,104,107,107,0,107,0,0,108,108,0,0,0,98,0,98,98,98
"asv128",0,0,0,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2
"asv129",0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"asv130",0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,6,6,0,0,0,0
"asv131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6
