"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","105952","95003","85386","86827","74108","71312","262","18","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","105952","86285","83690","83832","77902","73538","316","50","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","105952","87820","85177","85440","79717","74755","318","56","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","105952","88828","86126","86413","80759","75634","322","63","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","105952","90087","87352","87592","81790","76554","324","59","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","105952","84126","81512","81709","74841","70563","308","46","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","105952","85550","82916","83122","77301","72887","316","51","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","105952","87014","84348","84644","79162","74066","319","57","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","105952","87972","85269","85581","80155","74880","325","58","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","105952","89148","86402","86721","81237","75790","327","57","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","105952","80902","78425","78586","71994","67956","308","38","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","105952","82561","80002","80205","73364","69205","308","45","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","105952","83874","81187","81484","75655","71386","314","50","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","105952","85216","82519","82910","77388","72422","318","55","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","105952","86080","83357","83744","78296","73156","324","55","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","105952","58516","56700","56963","53044","50415","278","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","105952","74305","72030","72137","66365","62798","301","30","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","105952","75633","73331","73551","67511","63716","302","36","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","105952","76672","74352","74537","69463","65435","307","37","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","105952","77717","75372","75605","70837","66337","311","42","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","105952","78356","75985","76307","71622","66954","314","43","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
