"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","229626","207163","186153","195581","147705","130088","345","10","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","229626","188985","182752","184116","160892","134524","463","57","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","229626","192800","186396","187868","164585","137061","476","73","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","229626","195212","188702","190202","167080","138735","484","74","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","229626","198029","191448","192949","169783","140534","485","80","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","229626","183892","177569","179126","155895","130642","461","48","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","229626","187172","180807","182314","159251","133394","465","54","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","229626","190821","184296","185932","163091","136131","477","69","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","229626","193107","186359","188125","165444","137640","482","73","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","229626","195773","188886","190739","168074","139361","487","72","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","229626","176340","169964","171494","147232","123174","456","38","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","229626","180294","173611","175628","151185","126087","460","45","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","229626","183346","176898","178600","153808","128424","466","54","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","229626","186696","179858","181965","156919","130617","474","65","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","229626","188796","181871","183924","159353","132063","479","66","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","229626","129781","125168","126052","109596","92760","389","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","229626","161158","155289","156583","135727","113993","441","27","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","229626","164517","158536","159943","139715","116642","445","35","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","229626","166993","160796","162485","141603","118234","447","41","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","229626","169686","163442","165198","143865","120128","460","51","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","229626","171236","165059","166780","146036","121256","456","53","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
