"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv1",17766,18920,19570,19802,19955,17816,18742,19360,19572,19720,16669,17470,17808,18909,19102,14044,15514,16243,16970,17455,17613
"asv2",2338,3396,3433,3451,3476,3353,3374,3408,3424,3447,3295,3295,3312,3342,3356,2744,3120,3120,3135,3168,3172
"asv3",2132,2538,2565,2572,2609,2502,2537,2555,2579,2606,2453,2470,2504,2529,2532,1966,2337,2350,2375,2387,2393
"asv4",1883,2524,2565,2592,2619,2488,2519,2559,2585,2611,2426,2461,2491,2528,2551,2046,2312,2340,2365,2395,2415
"asv5",2067,1211,1401,1688,1798,1083,1208,1395,1675,1781,1029,1080,1201,1387,1656,299,971,1021,1125,1282,1506
"asv6",1784,2363,2385,2402,2424,2323,2342,2357,2372,2393,2257,2280,2297,2310,2322,1612,2104,2121,2134,2140,2150
"asv7",4619,4349,4401,4437,4482,4318,4323,4411,4446,4486,4166,4269,4308,4357,4385,3354,3942,4026,4063,4102,4123
"asv8",3677,3776,3800,3802,3818,3817,3824,3846,3847,3818,3615,3748,3756,3777,3772,2986,3348,3451,3454,3466,3477
"asv9",3235,3038,3066,3064,3056,2944,2972,2998,2995,3011,2874,2889,2899,2923,2921,2376,2704,2706,2720,2737,2731
"asv10",2804,2436,2301,2460,2357,2241,2396,2423,2439,2467,2251,2049,2338,2223,2356,1430,1911,1879,2062,2086,1972
"asv11",1802,1906,1913,1931,1944,1912,1925,1914,1920,1932,1805,1868,1879,1848,1852,1515,1687,1717,1726,1699,1704
"asv12",1507,1410,1457,1473,1479,1377,1403,1448,1463,1469,1316,1365,1389,1434,1449,1130,1262,1306,1326,1362,1373
"asv13",916,838,884,895,898,839,858,876,886,877,807,835,853,868,878,705,775,803,821,835,845
"asv14",1680,1627,1647,1666,1687,1609,1613,1641,1652,1673,1571,1596,1603,1628,1636,1143,1481,1501,1507,1518,1530
"asv15",797,0,668,674,699,0,0,0,671,0,634,638,644,656,661,250,595,0,0,0,0
