"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv16",1239,1379,1401,1408,1419,1369,1371,1392,1398,1406,1342,1347,1349,1367,1372,1114,1281,1285,1284,1296,1301
"asv17",736,710,722,728,734,699,705,717,723,729,682,690,696,707,712,573,653,660,664,674,677
"asv18",893,793,799,801,804,769,777,785,787,790,736,743,750,756,758,586,645,654,661,669,670
"asv19",2411,2105,2129,2138,2148,2076,2098,2122,2131,2145,2033,2045,2065,2090,2100,1686,1907,1917,1930,1948,1955
"asv20",966,892,1055,926,1075,894,887,892,901,929,852,1021,873,1016,907,774,941,954,837,837,968
"asv21",504,489,500,510,517,481,490,501,511,518,471,474,481,491,500,359,427,430,436,443,450
"asv22",472,452,462,470,475,438,449,458,465,469,413,427,437,446,451,345,381,393,401,408,413
"asv23",706,234,652,652,238,230,232,233,647,654,227,627,229,632,632,189,214,214,214,591,591
"asv24",403,365,371,373,373,365,364,369,371,371,358,357,356,361,363,287,332,329,328,333,334
"asv25",392,366,372,382,390,370,364,369,369,374,353,362,356,360,360,289,330,334,334,340,341
"asv26",751,668,686,692,699,826,663,681,687,692,804,649,654,670,676,528,603,612,614,628,633
"asv27",514,463,468,472,474,460,461,466,470,472,463,447,448,451,454,317,399,398,399,372,403
"asv28",481,449,452,454,458,439,445,359,450,454,432,437,442,444,355,252,328,412,414,415,416
"asv29",303,231,229,229,230,225,224,222,222,222,208,208,208,205,205,152,172,172,172,170,170
"asv30",664,639,643,648,649,632,637,639,642,642,609,616,619,621,624,540,598,601,603,606,612
"asv31",312,281,282,288,289,280,280,281,287,288,271,273,273,274,279,223,244,246,246,247,250
"asv32",277,237,237,240,240,247,247,247,250,249,239,241,241,241,243,184,222,223,223,222,224
"asv33",1612,1787,1595,1651,2000,1774,2111,1956,1561,1505,1639,1285,1806,1506,1501,1611,1815,1899,1794,1390,1435
"asv34",418,374,378,378,380,369,369,373,373,375,371,373,373,373,374,303,353,354,356,355,355
"asv35",418,363,364,365,376,357,362,362,363,374,362,349,354,356,355,258,346,348,350,353,354
"asv36",241,228,221,226,229,222,222,222,220,223,213,220,220,223,221,171,199,204,204,207,205
"asv37",403,391,391,228,393,387,222,389,226,391,376,378,381,379,378,172,360,206,207,364,362
"asv38",280,265,267,269,270,263,265,267,269,270,256,257,259,261,263,209,236,237,238,239,240
"asv39",198,150,153,172,180,143,150,153,172,179,143,141,148,151,169,44,125,123,130,132,142
"asv40",159,157,157,158,159,155,155,155,156,157,154,155,155,155,156,125,149,150,150,150,150
"asv41",149,120,121,122,126,119,119,120,121,125,117,117,117,118,118,39,107,106,106,107,107
"asv42",141,130,130,130,131,129,130,130,130,131,124,125,126,126,126,79,121,122,122,122,122
"asv43",138,130,132,133,135,128,128,131,132,134,126,130,130,133,133,108,116,120,120,121,121
"asv44",204,188,192,192,192,185,187,191,191,191,193,183,184,188,188,171,186,176,177,180,180
"asv45",364,263,314,333,335,295,301,283,324,330,300,255,298,309,287,222,283,242,245,298,297
"asv46",130,94,98,104,119,92,93,97,103,118,89,88,89,93,98,18,83,82,83,86,88
"asv47",115,80,83,87,89,73,77,80,84,86,67,68,71,73,77,22,54,55,57,57,58
"asv48",197,220,226,231,232,216,219,225,230,231,204,210,216,221,226,169,196,202,205,209,212
"asv49",96,94,0,0,0,0,0,92,92,0,0,90,90,0,0,0,0,0,0,0,0
"asv50",89,60,66,69,77,47,60,66,69,77,39,47,59,64,66,30,37,44,54,59,60
"asv51",88,86,86,87,87,83,85,85,86,86,82,82,84,84,85,64,73,73,74,74,75
"asv52",85,110,111,108,108,105,106,107,108,108,94,104,105,106,107,82,90,100,100,101,101
"asv53",84,89,90,90,83,86,88,89,89,82,84,85,85,86,86,62,80,81,81,82,82
"asv54",171,174,175,177,179,171,172,173,175,177,178,170,171,172,174,150,171,163,164,165,166
"asv55",391,357,370,373,379,349,353,366,369,375,337,342,346,357,360,266,324,328,332,338,339
"asv56",153,137,140,142,143,136,136,139,141,141,135,134,134,137,139,111,123,122,122,126,128
"asv57",74,69,70,73,74,67,68,69,72,73,64,66,67,68,70,53,59,61,62,64,66
"asv58",72,68,69,69,69,67,67,68,68,68,65,65,65,66,66,46,59,59,59,60,60
"asv59",144,116,120,122,128,115,116,120,122,128,113,114,115,118,120,68,103,104,105,108,109
"asv60",63,60,60,60,60,60,60,60,60,60,58,58,58,58,58,50,55,55,54,54,54
"asv61",128,98,102,106,111,93,96,100,104,109,89,90,93,97,101,16,74,75,76,78,80
"asv62",62,81,81,81,81,79,79,79,79,79,72,72,72,72,72,34,27,27,27,27,27
"asv63",59,57,57,58,60,52,54,54,55,57,51,52,54,54,55,41,46,47,49,49,49
"asv64",105,100,102,104,104,99,100,102,104,104,96,97,98,100,102,81,93,94,95,97,98
"asv65",56,43,47,49,52,40,43,47,49,52,38,40,42,46,48,11,35,37,38,41,43
"asv66",52,87,48,48,48,48,48,48,48,48,48,48,48,48,48,39,48,85,85,48,48
"asv67",51,51,52,52,52,50,50,51,51,51,49,50,50,51,51,45,49,50,50,51,51
"asv68",48,49,51,52,53,45,48,50,51,52,41,44,47,49,50,33,40,43,44,45,46
"asv69",46,47,45,46,46,46,46,44,45,45,45,46,46,46,47,35,40,40,40,40,39
"asv70",44,42,44,44,44,41,41,43,43,43,40,40,40,42,42,31,37,37,38,40,40
"asv71",44,42,43,43,43,42,42,43,43,43,41,41,41,42,42,31,39,39,39,40,40
"asv72",43,42,43,44,44,42,42,43,44,44,41,42,42,43,44,36,38,39,39,40,41
"asv73",35,33,35,37,39,32,33,35,37,39,31,32,32,34,36,27,29,30,30,31,33
"asv74",41,31,31,42,43,31,31,31,42,43,31,31,31,31,42,8,28,28,28,28,37
"asv75",52,52,60,60,61,51,51,59,59,60,49,50,50,57,57,37,42,43,43,50,50
"asv76",29,27,27,27,28,27,27,27,27,28,27,27,27,27,27,21,26,26,26,26,26
"asv77",29,27,27,27,27,28,28,27,27,27,28,28,28,28,27,23,27,27,27,27,27
"asv78",27,24,23,23,23,23,24,23,23,23,23,23,23,22,22,17,21,21,21,20,20
"asv79",21,17,17,17,17,17,17,17,17,17,16,16,16,16,16,8,16,16,16,16,16
"asv80",32,42,43,43,44,41,41,42,42,43,31,41,41,42,42,27,29,39,39,40,40
"asv81",20,21,23,22,22,21,21,23,22,22,20,21,21,23,22,14,18,20,20,22,21
"asv82",18,16,16,16,17,15,16,16,16,17,15,15,16,16,16,0,15,15,15,15,15
"asv83",14,9,0,0,0,8,9,0,0,0,8,8,9,0,0,0,7,7,8,0,0
"asv84",13,27,27,28,28,26,27,27,28,28,25,26,27,27,28,25,26,27,28,28,29
"asv85",12,12,12,17,12,12,12,12,12,12,12,15,12,12,12,8,12,12,12,12,12
"asv86",157,398,412,448,456,356,395,413,437,448,268,336,381,399,420,56,168,226,253,260,271
"asv87",11,11,11,11,11,10,10,10,10,10,9,10,10,10,10,8,8,8,8,8,8
"asv88",10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"asv89",18,17,17,17,17,16,17,17,17,17,16,16,17,17,17,16,16,16,17,17,17
"asv90",9,7,8,9,9,6,7,8,9,9,3,6,7,8,9,2,3,6,6,7,8
"asv91",8,7,7,8,8,7,7,7,8,8,7,7,7,7,8,3,7,7,7,7,8
"asv92",8,3,4,6,7,3,3,4,6,6,3,3,3,4,6,0,3,3,3,4,6
"asv93",7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,4,7,7,7,7
"asv94",6,5,5,6,6,5,5,5,6,6,5,5,5,5,6,0,5,5,5,5,5
"asv95",5,0,0,0,6,0,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0
"asv96",4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
"asv97",0,658,0,0,0,646,655,665,0,696,0,0,0,0,0,0,0,599,606,615,618
"asv98",0,110,0,112,0,0,0,0,110,111,103,105,0,0,107,75,0,0,97,0,0
"asv99",0,53,53,53,54,52,52,52,52,53,49,49,49,49,49,17,40,40,40,40,40
"asv100",0,28,29,29,29,27,27,28,28,28,27,26,26,27,27,22,26,24,24,25,25
"asv101",0,19,19,19,19,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0
"asv102",0,18,19,36,19,17,18,19,36,19,0,17,18,19,36,0,0,16,17,18,35
"asv103",0,18,20,21,22,16,18,20,21,22,15,15,17,19,20,9,11,11,11,12,13
"asv104",0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv105",0,15,16,17,18,14,15,16,17,18,13,13,14,15,16,11,12,12,13,14,15
"asv106",0,14,13,13,13,12,14,13,13,13,12,12,14,13,13,0,12,12,14,13,13
"asv107",0,11,11,11,11,10,11,11,11,11,10,10,11,11,11,0,10,10,11,11,11
"asv108",0,8,9,10,11,9,8,9,10,11,9,9,8,9,10,5,8,8,7,7,8
"asv109",0,5,6,6,0,5,0,0,6,6,4,5,5,6,0,0,0,0,0,0,0
"asv110",0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
"asv111",0,8,8,5,8,5,5,5,5,5,3,3,3,3,3,0,7,7,3,3,3
"asv112",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0
"asv113",0,4,4,4,3,4,4,4,4,3,4,4,4,4,4,0,0,9,0,0,0
"asv114",0,4,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5
"asv115",0,4,4,4,4,4,4,4,4,4,3,3,5,5,5,0,3,3,4,4,4
"asv116",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4
"asv117",0,3,4,4,5,3,3,4,4,5,3,3,3,4,4,3,3,3,3,4,4
"asv118",0,0,6,0,6,6,6,0,6,6,0,5,5,0,5,0,5,5,5,0,5
"asv119",0,0,5,5,5,0,0,5,5,5,0,0,0,5,5,0,0,0,0,4,4
"asv120",0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"asv121",0,0,0,0,44,41,42,42,0,0,0,41,42,42,42,0,37,38,0,38,0
"asv122",0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"asv123",0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"asv124",0,0,0,0,0,0,0,39,0,0,0,38,0,0,40,0,0,0,0,0,0
"asv125",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"asv126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
