"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv25",995,886,882,888,897,861,928,874,880,895,825,912,880,868,900,738,828,890,854,869,874
"asv26",368,244,244,244,242,226,229,229,229,227,199,201,201,200,200,118,143,145,145,144,144
"asv27",345,265,264,268,271,261,264,263,266,269,253,257,260,258,260,158,234,237,239,237,239
"asv28",323,163,171,198,225,149,162,169,196,221,147,147,158,164,191,11,133,133,140,144,164
"asv29",469,436,432,436,439,436,437,432,436,440,424,433,434,429,433,320,396,402,403,396,399
"asv30",283,266,269,269,271,260,265,268,268,270,254,258,263,266,266,219,242,245,249,251,251
"asv31",272,232,234,235,237,227,231,233,234,235,220,223,227,228,229,181,203,206,209,210,211
"asv32",466,439,444,446,450,440,442,446,448,452,442,438,440,444,445,370,417,420,421,424,425
"asv33",255,249,260,262,265,248,249,260,262,265,244,247,247,258,259,211,234,237,237,246,247
"asv34",250,245,250,254,259,236,244,249,253,258,205,231,239,244,248,53,179,198,204,209,210
"asv35",301,284,288,290,294,275,279,283,285,289,260,266,270,274,276,231,251,255,259,262,264
"asv36",376,356,363,367,367,347,352,360,364,364,342,347,352,359,361,279,330,333,337,344,346
"asv37",208,195,196,197,200,192,194,195,196,199,173,189,191,192,193,139,164,172,181,181,182
"asv38",254,284,286,297,300,268,269,271,281,284,246,241,242,243,252,199,230,227,228,229,236
"asv39",206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv40",196,154,154,156,164,148,153,153,155,163,146,146,151,151,153,46,132,132,136,136,138
"asv41",191,145,147,154,143,142,147,150,157,147,139,141,146,149,156,27,129,130,134,137,143
"asv42",150,139,141,141,142,138,138,140,140,141,134,138,138,140,140,114,130,134,134,136,136
"asv43",147,123,128,140,142,119,122,126,138,140,117,117,120,124,134,43,105,105,106,108,117
"asv44",233,187,196,196,206,183,187,196,196,207,176,177,181,188,188,80,150,150,153,159,159
"asv45",133,123,123,123,123,122,122,122,122,122,119,121,121,121,121,105,113,114,114,114,114
"asv46",130,128,128,129,130,127,128,128,129,130,124,126,127,127,128,101,120,123,124,123,124
"asv47",129,113,111,112,112,112,112,110,111,111,104,105,105,103,104,71,81,81,81,81,82
"asv48",211,197,202,204,201,190,193,198,199,197,191,192,194,199,200,164,181,182,184,188,189
"asv49",252,237,241,242,247,237,238,242,243,248,227,231,232,236,237,187,213,217,218,220,220
"asv50",106,102,106,105,107,101,103,105,104,106,95,98,100,102,101,65,90,92,92,94,93
"asv51",156,144,147,149,75,143,143,146,148,147,143,143,143,146,147,130,134,134,134,136,137
"asv52",80,66,68,70,71,60,66,68,70,71,52,59,65,67,69,39,51,58,63,65,66
"asv53",78,74,77,77,77,74,74,77,77,77,73,74,74,77,77,52,66,67,67,70,70
"asv54",76,62,63,64,68,60,62,63,64,68,58,58,60,61,62,18,55,55,55,55,55
"asv55",74,60,64,66,68,59,60,64,66,68,58,59,60,64,66,0,52,53,54,57,58
"asv56",73,62,63,64,67,60,61,62,63,66,60,60,61,61,62,21,57,57,58,58,58
"asv57",63,62,64,64,65,60,61,63,63,64,56,58,59,61,61,43,52,54,54,56,56
"asv58",61,70,71,73,78,69,70,71,73,78,64,66,65,65,67,22,62,64,65,65,66
"asv59",59,68,68,68,68,66,67,67,67,67,63,63,64,64,64,54,61,61,62,62,62
"asv60",59,52,54,56,57,51,51,53,54,55,51,51,51,53,54,39,45,45,45,47,48
"asv61",57,47,47,39,39,46,46,46,39,39,44,45,44,44,38,37,41,42,42,42,35
"asv62",54,45,46,46,47,46,45,47,46,47,45,45,45,46,46,33,39,39,39,40,40
"asv63",53,47,45,45,42,42,43,43,43,40,39,40,41,41,41,29,37,38,39,39,39
"asv64",52,47,47,48,48,47,47,0,48,48,0,47,47,47,48,35,44,44,44,44,45
"asv65",48,48,48,48,50,46,46,46,46,48,45,45,45,45,45,34,40,40,40,40,40
"asv66",46,45,45,45,45,45,45,45,45,45,43,44,44,44,44,36,41,41,41,41,41
"asv67",38,34,34,34,35,34,34,34,34,35,34,34,34,34,34,31,32,32,32,32,32
"asv68",38,28,32,32,33,23,28,32,32,33,18,23,28,32,32,17,18,23,27,30,30
"asv69",64,48,50,52,52,47,47,49,51,52,46,46,46,48,49,28,41,41,41,42,43
"asv70",33,32,32,32,33,30,31,32,33,34,28,29,31,32,32,23,26,27,29,30,30
"asv71",30,16,16,16,0,15,16,16,16,0,15,15,16,16,16,0,13,13,13,13,13
"asv72",28,27,27,26,26,27,27,27,26,26,27,27,27,27,26,23,26,26,26,26,26
"asv73",25,19,19,19,20,19,19,19,19,20,19,19,19,19,19,7,17,17,17,17,17
"asv74",25,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,21,21,21,21,21
"asv75",22,21,22,22,22,21,21,22,22,22,19,21,21,22,22,15,17,19,19,20,20
"asv76",19,17,17,18,18,16,17,17,18,18,15,15,16,16,17,6,13,13,14,14,14
"asv77",18,16,17,17,17,16,16,17,17,17,16,16,16,17,17,11,15,15,15,16,16
"asv78",17,14,14,14,15,14,14,14,14,15,14,14,14,14,14,0,13,13,13,13,13
"asv79",269,447,479,507,562,399,446,463,490,529,293,400,436,459,473,45,205,285,319,334,357
"asv80",16,15,15,15,16,13,14,14,14,15,13,13,14,14,14,8,13,13,14,14,14
"asv81",11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,4,8,8,8,8,8
"asv82",10,9,9,9,10,9,9,9,9,10,9,9,9,9,9,8,8,8,8,8,8
"asv83",10,10,10,10,11,10,10,10,10,11,9,10,10,10,10,0,8,9,9,9,9
"asv84",8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"asv85",7,7,7,7,8,7,7,7,7,8,7,7,7,7,7,5,6,6,6,6,6
"asv86",7,7,7,7,7,6,7,7,7,7,6,6,7,7,7,0,6,6,7,7,7
"asv87",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"asv88",3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2
"asv89",3,4,4,3,0,3,4,4,3,3,0,3,4,0,3,3,3,3,3,3,3
"asv90",0,235,225,0,0,0,233,223,0,224,223,229,230,220,220,0,0,219,0,209,209
"asv91",0,32,0,33,33,30,31,32,32,32,0,30,0,32,32,0,28,28,29,30,30
"asv92",0,46,46,45,46,22,22,22,21,21,20,35,35,36,35,20,21,21,21,21,21
"asv93",0,14,14,14,14,14,14,14,14,14,13,14,14,14,14,0,12,13,13,13,13
"asv94",0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,11,11,11,11,11
"asv95",0,10,10,10,11,9,9,9,9,10,8,9,9,9,9,0,0,0,0,0,0
"asv96",0,8,0,0,8,8,8,0,0,8,8,8,8,0,0,7,7,7,7,0,0
"asv97",0,8,8,9,9,8,8,8,9,9,8,8,9,9,10,0,0,0,0,0,0
"asv98",0,6,6,6,6,0,6,6,6,6,0,0,5,5,5,0,0,0,0,0,0
"asv99",0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"asv100",0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6
"asv101",0,9,9,9,9,4,8,8,8,8,4,4,8,8,8,0,4,4,8,8,10
"asv102",0,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
"asv103",0,3,3,4,5,3,3,3,4,5,3,3,3,3,4,0,3,3,3,3,4
"asv104",0,3,3,4,4,3,3,3,4,4,3,3,3,3,4,0,3,3,3,3,4
"asv105",0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"asv106",0,2,2,0,0,3,3,3,3,0,6,6,6,6,6,0,0,0,0,0,0
"asv107",0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2
"asv108",0,0,6,6,6,0,0,6,6,6,0,0,0,6,6,0,0,0,0,6,6
"asv109",0,0,3,3,3,0,0,3,3,3,0,0,0,3,3,0,0,0,0,2,2
"asv110",0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4
"asv111",0,0,0,0,3,0,2,0,0,3,0,2,2,4,0,0,0,2,0,2,0
"asv112",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"asv113",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"asv114",0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,5,5,0,0,0
"asv115",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"asv116",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"asv117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
