"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21"
"asv1",43778,41156,42767,43452,44063,39031,40918,42478,43116,43694,37090,38528,40328,41800,42375,30651,34828,35941,37659,38661,39301
"asv2",8125,7528,7724,7779,7836,6987,7402,7580,7632,7681,6687,6889,7273,7436,7484,5332,6130,6305,6633,6769,6807
"asv3",3896,3215,3260,3305,3369,3140,3177,3220,3263,3325,2976,2985,3010,3044,3081,1006,2606,2613,2629,2656,2679
"asv4",2248,2021,2119,2147,2187,1914,2010,2104,2131,2170,1840,1883,1978,2063,2087,1423,1701,1745,1830,1904,1921
"asv5",4288,3759,3889,3929,3966,3599,3773,3896,3930,3966,3409,3550,3718,3835,3866,2813,3125,3256,3391,3490,3518
"asv6",1484,1424,1431,1440,1448,1408,1422,1429,1437,1445,1383,1393,1405,1410,1418,1167,1307,1314,1325,1329,1334
"asv7",1598,1529,1533,1535,1546,1505,1520,1526,1528,1538,1477,1483,1498,1503,1505,1229,1390,1394,1405,1409,1411
"asv8",425,344,359,367,375,318,338,356,360,362,298,310,328,347,349,244,277,287,304,314,315
"asv9",583,592,596,582,513,573,562,558,600,606,469,471,445,543,473,388,425,511,529,524,517
"asv10",346,335,338,339,340,326,327,330,331,332,313,313,314,318,319,250,278,279,279,281,282
"asv11",340,329,335,337,337,327,327,333,335,335,318,323,323,329,331,269,297,302,302,307,308
"asv12",282,269,271,275,275,266,269,271,275,275,264,263,266,268,271,229,248,247,250,252,255
"asv13",518,479,480,484,491,468,477,478,482,487,451,461,469,470,474,369,437,446,453,454,457
"asv14",355,327,332,337,338,320,323,328,331,332,314,318,321,326,327,245,298,302,304,307,308
"asv15",337,317,318,318,320,316,316,317,317,319,302,311,311,312,312,252,278,285,285,285,285
"asv16",215,203,203,205,206,198,198,198,200,201,185,187,187,187,189,114,140,142,142,142,144
"asv17",194,143,147,148,148,141,142,146,146,146,138,139,140,143,143,115,124,125,125,128,128
"asv18",268,256,248,249,252,241,246,248,291,257,234,243,241,240,285,179,216,218,229,221,222
"asv19",242,227,230,235,236,219,222,225,230,231,220,221,224,227,232,179,212,213,215,216,220
"asv20",172,167,171,172,175,167,168,171,172,174,168,168,169,171,172,146,164,164,164,166,167
"asv21",136,107,109,109,131,106,106,108,108,110,116,102,102,104,104,85,109,95,95,97,97
"asv22",124,80,83,85,93,102,104,108,110,117,100,100,102,104,106,42,87,87,88,89,90
"asv23",186,213,225,234,234,221,212,233,224,224,209,212,219,231,222,148,203,199,199,215,207
"asv24",95,86,87,92,94,88,85,86,91,93,80,83,82,83,88,65,74,77,76,76,77
"asv25",84,93,94,95,96,89,93,94,95,96,81,89,93,94,95,68,81,88,92,93,94
"asv26",147,145,188,201,299,142,144,187,199,201,234,237,239,186,291,97,222,132,134,177,191
"asv27",65,45,45,48,48,43,45,45,48,48,42,42,43,43,46,15,34,34,35,35,37
"asv28",89,88,89,90,88,86,87,88,88,86,83,86,87,88,88,66,81,84,85,86,86
"asv29",54,49,54,54,55,49,49,54,54,55,49,49,49,54,54,38,44,44,44,47,47
"asv30",51,49,51,51,53,48,49,51,51,53,46,47,48,50,50,36,44,45,46,48,48
"asv31",51,42,42,44,49,41,42,42,0,49,41,41,42,42,0,17,38,38,39,39,41
"asv32",50,44,47,47,47,44,44,46,46,46,43,43,43,45,45,42,43,43,43,44,44
"asv33",49,48,48,48,48,47,47,47,47,47,45,46,46,46,46,29,43,44,44,44,44
"asv34",47,35,35,42,42,33,35,35,42,42,31,31,33,33,38,16,31,31,33,33,37
"asv35",45,43,46,47,47,42,43,45,46,46,42,42,43,44,45,35,40,40,41,42,43
"asv36",43,31,31,32,34,31,31,31,32,34,31,31,31,31,32,13,29,29,29,29,30
"asv37",33,28,28,28,28,28,28,28,28,28,28,28,28,28,28,22,27,27,27,27,27
"asv38",26,25,27,28,28,23,24,26,27,27,23,23,24,26,27,21,22,22,23,25,26
"asv39",26,18,18,18,20,17,18,18,18,20,17,17,18,18,18,8,18,18,19,19,19
"asv40",26,19,19,20,20,21,21,21,22,22,22,22,22,22,23,15,18,18,18,18,19
"asv41",22,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,19,19,19,19,19
"asv42",22,21,28,28,28,28,28,28,28,21,27,21,28,28,28,21,26,27,20,27,27
"asv43",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,18,19,19,19,19,19
"asv44",20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"asv45",17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,16,16,16,16,16
"asv46",16,7,7,7,8,7,7,7,7,8,7,7,7,7,7,5,6,6,6,6,6
"asv47",16,25,25,25,25,24,25,25,25,25,23,23,24,24,24,19,22,22,23,23,23
"asv48",21,21,21,20,22,19,20,20,19,21,18,19,20,20,19,16,18,19,20,20,19
"asv49",13,7,7,8,8,7,7,7,8,8,7,7,7,7,7,6,7,7,7,7,7
"asv50",11,10,11,11,11,10,10,11,11,11,10,10,10,11,11,10,10,10,10,11,11
"asv51",10,8,8,8,8,9,9,9,9,9,9,9,9,9,9,7,9,9,8,9,9
"asv52",10,9,9,9,9,9,9,9,9,9,8,9,9,9,9,5,8,8,8,9,9
"asv53",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
"asv54",9,5,7,8,8,4,5,7,8,8,4,4,5,7,7,0,4,4,5,6,6
"asv55",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9
"asv56",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"asv57",8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,5,7,8,8,8,8
"asv58",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"asv59",4,3,3,3,4,3,3,3,3,4,0,3,3,3,3,0,0,3,3,3,3
"asv60",3,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3
"asv61",7,22,24,27,30,21,22,27,27,27,17,20,23,23,23,3,14,17,18,20,20
"asv62",3,4,4,2,5,9,7,4,2,10,4,6,4,4,4,2,4,4,4,4,2
"asv63",2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2
"asv64",2,7,7,7,7,9,9,9,9,9,11,11,11,11,11,10,11,11,11,11,11
"asv65",0,9,9,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0
"asv66",0,7,7,7,7,6,7,7,7,7,6,6,7,7,7,4,6,6,7,7,7
"asv67",0,7,7,7,8,7,7,7,7,8,7,7,7,7,7,0,7,7,7,7,7
"asv68",0,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
"asv69",0,6,6,4,4,6,6,6,4,4,6,6,6,6,4,0,6,6,6,6,4
"asv70",0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0
"asv71",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
"asv72",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"asv73",0,3,4,4,4,0,0,4,4,4,0,0,3,4,4,0,0,0,3,4,4
"asv74",0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,0,3,3,3,3
"asv75",0,2,4,5,5,0,0,4,5,5,0,0,0,4,5,0,2,2,2,2,2
"asv76",0,0,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
"asv77",0,0,3,3,3,2,0,0,2,2,2,2,0,2,2,0,2,2,0,2,2
"asv78",0,0,3,5,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,4
"asv79",0,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,0,0,0,2,2
"asv80",0,0,0,19,0,0,19,19,0,0,0,0,18,18,18,12,0,18,0,0,18
"asv81",0,0,0,10,10,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9
"asv82",0,0,0,6,7,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,3
"asv83",0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"asv84",0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"asv85",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,4,4,4,4
"asv86",0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0
"asv87",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asv88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,0,0
