"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","101177","89764","88306","87999","81163","71390","110","4","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","101177","84579","83293","83269","77437","66210","138","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","101177","87204","85814","85874","80046","68443","141","12","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","101177","88410","87017","87111","81217","69413","147","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","101177","89645","88286","88271","82266","70339","150","14","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","101177","79904","78739","78649","73159","63074","137","10","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","101177","83852","82592","82556","77309","65774","137","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","101177","86336","85038","85069","79825","67928","140","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","101177","87461","86128","86174","80819","68823","146","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","101177","88621","87254","87264","81804","69676","150","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","101177","76042","74942","74833","69966","60175","132","7","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","101177","78604","77413","77383","71914","62095","134","9","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","101177","82329","81074","81080","75924","64656","134","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","101177","84616","83342","83371","78231","66668","138","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","101177","85633","84357","84399","79245","67477","144","11","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","101177","59956","59126","59081","55800","47707","119","1","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","101177","70402","69337","69355","65119","56051","134","6","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","101177","72621","71530","71506","66857","57599","137","8","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","101177","75803","74701","74678","70297","59955","138","9","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","101177","77634","76529","76506","71856","61400","139","10","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","101177","78388","77259","77252","72873","62212","142","10","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
