"asv","Kingdom","Phylum","Class","Order","Family","Genus"
"asv1",NA,NA,NA,NA,NA,NA
"asv2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"asv3","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"asv4","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"asv5","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"asv6","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"asv7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"asv8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"asv9","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"asv10","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"asv11","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv12","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"asv13","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"asv14","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"asv15","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium"
"asv16","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"asv17","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"asv18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"asv19","Eukaryota","Euglenozoa",NA,NA,NA,NA
"asv20","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"asv21","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1"
"asv22","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia"
"asv23","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia"
"asv24","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"asv25","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"asv26","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter"
"asv27","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Nibribacter"
"asv28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv29","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"asv30","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"asv31","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"asv32","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Aliidiomarina"
