"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25"
"asv1",46370,43229,43848,46296,35458,32016,30262,32027,30257,38000,39345,39367,39349,39326,35466,45146,45053,42464,45044,38087,43026,43367,43327,45448,35444
"asv2",628,628,628,628,0,354,354,354,354,0,572,572,572,572,0,756,756,756,756,0,620,620,620,620,0
"asv3",166,166,166,166,0,46,46,46,46,0,95,95,95,95,0,141,141,141,141,0,163,163,163,163,0
"asv4",83,83,83,83,0,31,31,31,31,0,58,58,58,58,0,79,79,79,79,0,83,83,83,83,0
"asv5",79,82,79,79,41,39,39,42,39,74,68,68,55,117,74,78,82,82,168,33,79,82,79,178,74
"asv6",78,652,51,152,41,34,14,28,16,156,16,3,21,55,8,6,109,3,64,69,386,159,41,435,0
"asv7",226,226,226,226,0,112,112,112,112,0,177,177,177,177,0,221,221,221,221,0,225,225,225,225,0
"asv8",61,61,61,61,0,32,32,32,32,0,44,44,44,44,0,58,58,58,58,0,60,60,60,60,0
"asv9",58,58,58,58,0,33,33,33,33,0,49,49,49,49,0,58,58,58,58,0,58,58,58,58,0
"asv10",34,34,34,34,0,20,20,20,20,0,31,31,31,31,0,34,34,34,34,0,34,34,34,34,0
"asv11",34,34,34,34,21,20,20,20,20,21,24,24,24,24,21,33,33,33,33,21,34,34,34,34,21
"asv12",100,2549,2549,100,2702,50,1822,50,50,12,71,71,71,71,2702,75,75,2673,75,12,2545,2545,142,97,2702
"asv13",40,40,40,40,0,16,16,16,16,0,33,33,33,33,0,40,40,40,40,0,40,40,40,40,0
"asv14",23,23,23,23,0,9,9,9,9,0,15,15,15,15,0,21,21,21,21,0,22,22,22,22,0
"asv15",18,18,18,18,0,8,8,8,8,0,17,17,17,17,0,18,18,18,18,0,18,18,18,18,0
"asv16",32,32,32,32,10,14,14,14,14,10,21,21,21,21,10,29,29,29,29,10,32,32,32,32,10
"asv17",11,11,11,11,0,6,6,6,6,0,10,10,10,10,0,12,12,12,12,0,11,11,11,11,0
"asv18",9,9,9,9,0,8,8,0,8,8,0,8,8,0,0,8,8,8,0,8,0,8,8,8,8
"asv19",8,8,8,8,0,4,4,4,4,0,5,5,5,5,0,7,7,7,7,0,8,8,8,8,0
"asv20",5,5,5,5,0,2,2,2,2,0,4,4,4,4,0,5,5,5,5,0,5,5,5,5,0
"asv21",4,99,99,0,0,0,0,0,0,0,52,52,3,0,0,34,0,97,0,41,7,0,0,0,8
"asv22",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,2,2,2,2,0
"asv23",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"asv24",0,20,0,0,0,0,2,0,1774,0,5,0,0,0,0,0,0,24,0,0,23,0,2472,0,14
"asv25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
"asv26",0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"asv27",0,0,0,4,0,0,0,0,0,0,0,0,62,0,0,4,0,0,0,0,95,0,95,3,0
"asv28",0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"asv29",0,0,0,0,0,12,12,12,12,0,20,20,20,20,0,27,27,27,27,0,0,0,0,0,0
"asv30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0
"asv31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
