"table_taxa[, 1]","track1","track2","track3","track4","track5","track6","track7","track8","track9","track10","track11","track12","track13","track14","track15","track16","track17","track18","track19","track20","track21","track22","track23","track24","track25","track26","track27","track28","track29","track30","track31","track32","track33","track34","track35","track36","track37","track38","track39","track40","track41","track42","track43","track44","track45","track46","track47","track48"
"asv116",6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7,7
"asv117",6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22,6,6,15,22
"asv118",6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8,6,6,8,8
"asv119",6,6,6,6,6,6,0,6,6,6,6,6,6,15,15,6,0,6,6,6,6,6,0,15,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6
"asv120",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"asv121",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"asv122",5,5,5,5,0,5,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,5,0,5,0,0,0,0,5,5,0,5,0,5,5,0,5,0,5,0,5,0,0,0,0
"asv123",5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4
"asv124",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"asv125",5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3
"asv126",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"asv127",4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,4
"asv128",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
