"trackID","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track209","140892","51987","50924","50100","45478","36754","163","83","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track210","140892","2767","2679","2683","2447","2336","46","11","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track211","140892","130262","129015","127492","6202","6134","11","89","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track212","140892","130262","129015","127492","6202","6134","10","90","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track213","140892","130262","129015","127492","6202","6134","10","90","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track214","140892","130262","129015","127492","6202","6134","10","90","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track215","140892","13656","13429","13523","832","832","0","27","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track216","140892","133781","132579","130243","6459","6390","6","97","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track217","140892","133781","132579","130243","6459","6390","6","97","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track218","140892","133781","132579","130243","6459","6390","6","97","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track219","140892","133781","132579","130243","6459","6390","6","97","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track220","140892","24401","24112","24164","1803","1803","2","34","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track221","140892","138444","136984","134541","5858","5786","4","80","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track222","140892","138444","136984","134541","5858","5786","5","79","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track223","140892","138444","136984","134541","5858","5786","4","80","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track224","140892","138444","136984","134541","5858","5786","4","80","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track225","140892","39171","38850","38878","2489","2489","0","33","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_180-160"
"track226","140892","126250","124971","123114","90787","76058","124","85","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track227","140892","126250","124971","123114","90787","76058","124","85","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track228","140892","126250","124971","123114","90787","76058","124","85","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track229","140892","126250","124971","123114","90787","76058","126","83","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track230","140892","129060","127879","128940","4324","4324","0","21","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_0-0"
"track231","140892","51987","50924","50100","45478","36754","162","84","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track232","140892","51987","50924","50100","45478","36754","163","83","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track233","140892","51987","50924","50100","45478","36754","163","83","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track234","140892","51987","50924","50100","45478","36754","162","84","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track235","140892","2767","2679","2683","2447","2336","46","11","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_250-230"
"track236","140892","130262","129015","127492","6202","6134","12","88","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track237","140892","130262","129015","127492","6202","6134","12","88","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track238","140892","130262","129015","127492","6202","6134","10","90","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track239","140892","130262","129015","127492","6202","6134","10","90","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track240","140892","13656","13429","13523","832","832","0","27","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_230-210"
"track241","140892","133781","132579","130243","6459","6390","6","97","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track242","140892","133781","132579","130243","6459","6390","6","97","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track243","140892","133781","132579","130243","6459","6390","6","97","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track244","140892","133781","132579","130243","6459","6390","7","96","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track245","140892","24401","24112","24164","1803","1803","0","35","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_210-190"
"track246","140892","138445","136985","134541","5858","5786","4","80","Truncq_2","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track247","140892","138445","136985","134541","5858","5786","5","79","Truncq_4","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track248","140892","138445","136985","134541","5858","5786","4","80","Truncq_7","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track249","140892","138445","136985","134541","5858","5786","4","80","Truncq_11","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
"track250","140892","39171","38850","38878","2489","2489","0","33","Truncq_15","rmphix_FALSE","MaxEE_3-5","TruncLen_180-160"
