"trackID","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track194","140892","127628","126688","124805","6245","6179","6","97","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track195","140892","24401","24112","24164","1803","1803","0","35","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track196","140892","133259","132373","129954","5743","5672","4","81","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track197","140892","133259","132373","129954","5743","5672","5","80","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track198","140892","133259","132373","129954","5743","5672","6","79","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track199","140892","133259","132373","129954","5743","5672","5","80","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track200","140892","39171","38850","38878","2489","2489","0","33","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track201","140892","126250","124971","123114","90787","76058","125","84","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track202","140892","126250","124971","123114","90787","76058","126","83","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track203","140892","126250","124971","123114","90787","76058","124","85","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track204","140892","126250","124971","123114","90787","76058","124","85","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track205","140892","129060","127879","128940","4324","4324","0","21","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track206","140892","51987","50924","50100","45478","36754","162","84","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track207","140892","51987","50924","50100","45478","36754","162","84","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track208","140892","51987","50924","50100","45478","36754","162","84","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
