trackID,filtered,denoisedF,denoisedR,merged,nonchim,assignes,badassignes,PRM_TRUNCQ,PRM_RMPHIX,PRM_MAXEE,Trunclen
track231,111102,110783,110225,109515,100801,27,37,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track232,111102,110783,110225,109515,100801,28,36,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track233,111102,110783,110225,109515,100801,28,36,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track234,111102,110783,110225,109515,100801,28,36,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track235,11268,11239,11235,11208,10007,5,5,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track236,114617,114249,113373,2006,2006,7,41,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track237,114617,114249,113373,2006,2006,7,41,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track238,114617,114249,113373,2006,2006,7,41,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track239,114617,114249,113373,2006,2006,8,40,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track240,16365,16296,16307,322,322,0,10,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track241,117008,116619,115359,2170,2161,8,46,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track242,117008,116619,115359,2170,2161,8,46,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track243,117008,116619,115359,2170,2161,8,46,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track244,117008,116619,115359,2170,2161,8,46,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track245,25380,25279,25296,695,692,4,15,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track246,119977,119350,118079,2096,2092,5,45,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track247,119977,119350,118079,2096,2092,5,45,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track248,119977,119350,118079,2096,2092,5,45,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track249,119977,119350,118079,2096,2092,5,45,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track250,39338,39235,39223,996,994,2,27,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
