"trackID","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track42","121617","94630","94450","94406","1800","1792","8","44","Truncq_4","rmphix_FALSE","MaxEE_1-1","TruncLen_210-190"
"track43","121617","94630","94450","94406","1800","1792","8","44","Truncq_7","rmphix_FALSE","MaxEE_1-1","TruncLen_210-190"
"track44","121617","94630","94450","94406","1800","1792","8","44","Truncq_11","rmphix_FALSE","MaxEE_1-1","TruncLen_210-190"
"track45","121617","25380","25279","25296","695","692","4","15","Truncq_15","rmphix_FALSE","MaxEE_1-1","TruncLen_210-190"
"track46","121617","100514","100312","100315","1814","1811","6","44","Truncq_2","rmphix_FALSE","MaxEE_1-1","TruncLen_180-160"
"track47","121617","100514","100312","100315","1814","1811","5","45","Truncq_4","rmphix_FALSE","MaxEE_1-1","TruncLen_180-160"
"track48","121617","100514","100312","100315","1814","1811","6","44","Truncq_7","rmphix_FALSE","MaxEE_1-1","TruncLen_180-160"
"track49","121617","100514","100312","100315","1814","1811","5","45","Truncq_11","rmphix_FALSE","MaxEE_1-1","TruncLen_180-160"
"track50","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_FALSE","MaxEE_1-1","TruncLen_180-160"
"track51","121617","93835","93565","93430","92767","85231","19","56","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track52","121617","93835","93565","93430","92767","85231","18","57","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track53","121617","93835","93565","93430","92767","85231","17","58","Truncq_7","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track54","121617","93835","93565","93430","92767","85231","18","57","Truncq_11","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track55","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track56","121617","98458","98243","98158","97705","89775","26","37","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_250-230"
"track57","121617","98458","98243","98158","97705","89775","27","36","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_250-230"
"track58","121617","98458","98243","98158","97705","89775","26","37","Truncq_7","rmphix_TRUE","MaxEE_2-2","TruncLen_250-230"
"track59","121617","98458","98243","98158","97705","89775","26","37","Truncq_11","rmphix_TRUE","MaxEE_2-2","TruncLen_250-230"
"track60","121617","11268","11239","11235","11208","10007","6","4","Truncq_15","rmphix_TRUE","MaxEE_2-2","TruncLen_250-230"
"track61","121617","103704","103438","103251","1853","1851","7","40","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_230-210"
"track62","121617","103704","103438","103251","1853","1851","8","39","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_230-210"
"track63","121617","103704","103438","103251","1853","1851","8","39","Truncq_7","rmphix_TRUE","MaxEE_2-2","TruncLen_230-210"
"track64","121617","103704","103438","103251","1853","1851","7","40","Truncq_11","rmphix_TRUE","MaxEE_2-2","TruncLen_230-210"
"track65","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_TRUE","MaxEE_2-2","TruncLen_230-210"
"track66","121617","107301","107024","106834","2045","2037","9","44","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_210-190"
"track67","121617","107301","107024","106834","2045","2037","8","45","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_210-190"
"track68","121617","107301","107024","106834","2045","2037","9","44","Truncq_7","rmphix_TRUE","MaxEE_2-2","TruncLen_210-190"
"track69","121617","107301","107024","106834","2045","2037","9","44","Truncq_11","rmphix_TRUE","MaxEE_2-2","TruncLen_210-190"
"track70","121617","25380","25279","25296","695","692","3","16","Truncq_15","rmphix_TRUE","MaxEE_2-2","TruncLen_210-190"
"track71","121617","112282","111946","111982","2034","2030","5","45","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_180-160"
"track72","121617","112282","111946","111982","2034","2030","6","44","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_180-160"
"track73","121617","112282","111946","111982","2034","2030","5","45","Truncq_7","rmphix_TRUE","MaxEE_2-2","TruncLen_180-160"
"track74","121617","112282","111946","111982","2034","2030","5","45","Truncq_11","rmphix_TRUE","MaxEE_2-2","TruncLen_180-160"
"track75","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_TRUE","MaxEE_2-2","TruncLen_180-160"
"track76","121617","93835","93565","93430","92767","85231","19","56","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track77","121617","93835","93565","93430","92767","85231","18","57","Truncq_4","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track78","121617","93835","93565","93430","92767","85231","18","57","Truncq_7","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track79","121617","93835","93565","93430","92767","85231","19","56","Truncq_11","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track80","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track81","121617","98458","98243","98158","97705","89775","26","37","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track82","121617","98458","98243","98158","97705","89775","26","37","Truncq_4","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track83","121617","98458","98243","98158","97705","89775","26","37","Truncq_7","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track84","121617","98458","98243","98158","97705","89775","27","36","Truncq_11","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track85","121617","11268","11239","11235","11208","10007","6","4","Truncq_15","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track86","121617","103704","103438","103251","1853","1851","8","39","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_230-210"
"track87","121617","103704","103438","103251","1853","1851","8","39","Truncq_4","rmphix_FALSE","MaxEE_2-2","TruncLen_230-210"
"track88","121617","103704","103438","103251","1853","1851","8","39","Truncq_7","rmphix_FALSE","MaxEE_2-2","TruncLen_230-210"
"track89","121617","103704","103438","103251","1853","1851","8","39","Truncq_11","rmphix_FALSE","MaxEE_2-2","TruncLen_230-210"
"track90","121617","16365","16296","16307","322","322","3","8","Truncq_15","rmphix_FALSE","MaxEE_2-2","TruncLen_230-210"
"track91","121617","107301","107024","106834","2045","2037","9","44","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_210-190"
"track92","121617","107301","107024","106834","2045","2037","9","44","Truncq_4","rmphix_FALSE","MaxEE_2-2","TruncLen_210-190"
"track93","121617","107301","107024","106834","2045","2037","10","43","Truncq_7","rmphix_FALSE","MaxEE_2-2","TruncLen_210-190"
"track94","121617","107301","107024","106834","2045","2037","8","45","Truncq_11","rmphix_FALSE","MaxEE_2-2","TruncLen_210-190"
"track95","121617","25380","25279","25296","695","692","4","15","Truncq_15","rmphix_FALSE","MaxEE_2-2","TruncLen_210-190"
"track96","121617","112282","111946","111982","2034","2030","5","45","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_180-160"
"track97","121617","112282","111946","111982","2034","2030","6","44","Truncq_4","rmphix_FALSE","MaxEE_2-2","TruncLen_180-160"
"track98","121617","112282","111946","111982","2034","2030","6","44","Truncq_7","rmphix_FALSE","MaxEE_2-2","TruncLen_180-160"
"track99","121617","112282","111946","111982","2034","2030","5","45","Truncq_11","rmphix_FALSE","MaxEE_2-2","TruncLen_180-160"
"track100","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_FALSE","MaxEE_2-2","TruncLen_180-160"
"track101","121617","104664","104282","104134","101857","93810","19","56","Truncq_2","rmphix_TRUE","MaxEE_3-3","TruncLen_0-0"
"track102","121617","104664","104282","104134","101857","93810","20","55","Truncq_4","rmphix_TRUE","MaxEE_3-3","TruncLen_0-0"
"track103","121617","104664","104282","104134","101857","93810","19","56","Truncq_7","rmphix_TRUE","MaxEE_3-3","TruncLen_0-0"
"track104","121617","104664","104282","104134","101857","93810","18","57","Truncq_11","rmphix_TRUE","MaxEE_3-3","TruncLen_0-0"
"track105","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_TRUE","MaxEE_3-3","TruncLen_0-0"
"track106","121617","106722","106419","106288","105657","97172","27","37","Truncq_2","rmphix_TRUE","MaxEE_3-3","TruncLen_250-230"
"track107","121617","106722","106419","106288","105657","97172","27","37","Truncq_4","rmphix_TRUE","MaxEE_3-3","TruncLen_250-230"
"track108","121617","106722","106419","106288","105657","97172","27","37","Truncq_7","rmphix_TRUE","MaxEE_3-3","TruncLen_250-230"
"track109","121617","106722","106419","106288","105657","97172","27","37","Truncq_11","rmphix_TRUE","MaxEE_3-3","TruncLen_250-230"
"track110","121617","11268","11239","11235","11208","10007","5","5","Truncq_15","rmphix_TRUE","MaxEE_3-3","TruncLen_250-230"
"track111","121617","110960","110633","110514","1993","1991","7","41","Truncq_2","rmphix_TRUE","MaxEE_3-3","TruncLen_230-210"
"track112","121617","110960","110633","110514","1993","1991","7","41","Truncq_4","rmphix_TRUE","MaxEE_3-3","TruncLen_230-210"
"track113","121617","110960","110633","110514","1993","1991","7","41","Truncq_7","rmphix_TRUE","MaxEE_3-3","TruncLen_230-210"
"track114","121617","110960","110633","110514","1993","1991","8","40","Truncq_11","rmphix_TRUE","MaxEE_3-3","TruncLen_230-210"
"track115","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_TRUE","MaxEE_3-3","TruncLen_230-210"
"track116","121617","114065","113715","113529","2160","2151","8","46","Truncq_2","rmphix_TRUE","MaxEE_3-3","TruncLen_210-190"
"track117","121617","114065","113715","113529","2160","2151","8","46","Truncq_4","rmphix_TRUE","MaxEE_3-3","TruncLen_210-190"
"track118","121617","114065","113715","113529","2160","2151","9","45","Truncq_7","rmphix_TRUE","MaxEE_3-3","TruncLen_210-190"
"track119","121617","114065","113715","113529","2160","2151","8","46","Truncq_11","rmphix_TRUE","MaxEE_3-3","TruncLen_210-190"
"track120","121617","25380","25279","25296","695","692","4","15","Truncq_15","rmphix_TRUE","MaxEE_3-3","TruncLen_210-190"
"track121","121617","118101","117522","117173","2096","2092","5","45","Truncq_2","rmphix_TRUE","MaxEE_3-3","TruncLen_180-160"
"track122","121617","118101","117522","117173","2096","2092","6","44","Truncq_4","rmphix_TRUE","MaxEE_3-3","TruncLen_180-160"
"track123","121617","118101","117522","117173","2096","2092","5","45","Truncq_7","rmphix_TRUE","MaxEE_3-3","TruncLen_180-160"
"track124","121617","118101","117522","117173","2096","2092","5","45","Truncq_11","rmphix_TRUE","MaxEE_3-3","TruncLen_180-160"
"track125","121617","39338","39235","39223","996","994","3","26","Truncq_15","rmphix_TRUE","MaxEE_3-3","TruncLen_180-160"
"track126","121617","104664","104282","104134","101857","93810","20","55","Truncq_2","rmphix_FALSE","MaxEE_3-3","TruncLen_0-0"
"track127","121617","104664","104282","104134","101857","93810","20","55","Truncq_4","rmphix_FALSE","MaxEE_3-3","TruncLen_0-0"
"track128","121617","104664","104282","104134","101857","93810","18","57","Truncq_7","rmphix_FALSE","MaxEE_3-3","TruncLen_0-0"
"track129","121617","104664","104282","104134","101857","93810","20","55","Truncq_11","rmphix_FALSE","MaxEE_3-3","TruncLen_0-0"
"track130","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_FALSE","MaxEE_3-3","TruncLen_0-0"
"track131","121617","106722","106419","106288","105657","97172","28","36","Truncq_2","rmphix_FALSE","MaxEE_3-3","TruncLen_250-230"
"track132","121617","106722","106419","106288","105657","97172","27","37","Truncq_4","rmphix_FALSE","MaxEE_3-3","TruncLen_250-230"
"track133","121617","106722","106419","106288","105657","97172","27","37","Truncq_7","rmphix_FALSE","MaxEE_3-3","TruncLen_250-230"
"track134","121617","106722","106419","106288","105657","97172","28","36","Truncq_11","rmphix_FALSE","MaxEE_3-3","TruncLen_250-230"
"track135","121617","11268","11239","11235","11208","10007","6","4","Truncq_15","rmphix_FALSE","MaxEE_3-3","TruncLen_250-230"
"track136","121617","110960","110633","110514","1993","1991","7","41","Truncq_2","rmphix_FALSE","MaxEE_3-3","TruncLen_230-210"
"track137","121617","110960","110633","110514","1993","1991","8","40","Truncq_4","rmphix_FALSE","MaxEE_3-3","TruncLen_230-210"
"track138","121617","110960","110633","110514","1993","1991","8","40","Truncq_7","rmphix_FALSE","MaxEE_3-3","TruncLen_230-210"
"track139","121617","110960","110633","110514","1993","1991","8","40","Truncq_11","rmphix_FALSE","MaxEE_3-3","TruncLen_230-210"
"track140","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_FALSE","MaxEE_3-3","TruncLen_230-210"
"track141","121617","114065","113715","113529","2160","2151","10","44","Truncq_2","rmphix_FALSE","MaxEE_3-3","TruncLen_210-190"
"track142","121617","114065","113715","113529","2160","2151","8","46","Truncq_4","rmphix_FALSE","MaxEE_3-3","TruncLen_210-190"
"track143","121617","114065","113715","113529","2160","2151","8","46","Truncq_7","rmphix_FALSE","MaxEE_3-3","TruncLen_210-190"
"track144","121617","114065","113715","113529","2160","2151","8","46","Truncq_11","rmphix_FALSE","MaxEE_3-3","TruncLen_210-190"
"track145","121617","25380","25279","25296","695","692","3","16","Truncq_15","rmphix_FALSE","MaxEE_3-3","TruncLen_210-190"
"track146","121617","118101","117522","117173","2096","2092","5","45","Truncq_2","rmphix_FALSE","MaxEE_3-3","TruncLen_180-160"
"track147","121617","118101","117522","117173","2096","2092","6","44","Truncq_4","rmphix_FALSE","MaxEE_3-3","TruncLen_180-160"
"track148","121617","118101","117522","117173","2096","2092","5","45","Truncq_7","rmphix_FALSE","MaxEE_3-3","TruncLen_180-160"
"track149","121617","118101","117522","117173","2096","2092","6","44","Truncq_11","rmphix_FALSE","MaxEE_3-3","TruncLen_180-160"
"track150","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_FALSE","MaxEE_3-3","TruncLen_180-160"
"track151","121617","107085","106787","106362","103911","95818","19","55","Truncq_2","rmphix_TRUE","MaxEE_2-5","TruncLen_0-0"
"track152","121617","107085","106787","106362","103911","95818","21","53","Truncq_4","rmphix_TRUE","MaxEE_2-5","TruncLen_0-0"
"track153","121617","107085","106787","106362","103911","95818","19","55","Truncq_7","rmphix_TRUE","MaxEE_2-5","TruncLen_0-0"
"track154","121617","107085","106787","106362","103911","95818","20","54","Truncq_11","rmphix_TRUE","MaxEE_2-5","TruncLen_0-0"
"track155","121617","113927","113479","113862","1782","1782","2","16","Truncq_15","rmphix_TRUE","MaxEE_2-5","TruncLen_0-0"
"track156","121617","106343","106109","105605","105053","96689","27","37","Truncq_2","rmphix_TRUE","MaxEE_2-5","TruncLen_250-230"
"track157","121617","106343","106109","105605","105053","96689","28","36","Truncq_4","rmphix_TRUE","MaxEE_2-5","TruncLen_250-230"
"track158","121617","106343","106109","105605","105053","96689","27","37","Truncq_7","rmphix_TRUE","MaxEE_2-5","TruncLen_250-230"
"track159","121617","106343","106109","105605","105053","96689","27","37","Truncq_11","rmphix_TRUE","MaxEE_2-5","TruncLen_250-230"
"track160","121617","11268","11239","11235","11208","10007","6","4","Truncq_15","rmphix_TRUE","MaxEE_2-5","TruncLen_250-230"
"track161","121617","110159","109876","109162","1928","1928","8","39","Truncq_2","rmphix_TRUE","MaxEE_2-5","TruncLen_230-210"
"track162","121617","110159","109876","109162","1928","1928","8","39","Truncq_4","rmphix_TRUE","MaxEE_2-5","TruncLen_230-210"
"track163","121617","110159","109876","109162","1928","1928","7","40","Truncq_7","rmphix_TRUE","MaxEE_2-5","TruncLen_230-210"
"track164","121617","110159","109876","109162","1928","1928","8","39","Truncq_11","rmphix_TRUE","MaxEE_2-5","TruncLen_230-210"
"track165","121617","16365","16296","16307","322","322","2","9","Truncq_15","rmphix_TRUE","MaxEE_2-5","TruncLen_230-210"
"track166","121617","112702","112419","111372","2103","2095","8","45","Truncq_2","rmphix_TRUE","MaxEE_2-5","TruncLen_210-190"
"track167","121617","112702","112419","111372","2103","2095","8","45","Truncq_4","rmphix_TRUE","MaxEE_2-5","TruncLen_210-190"
"track168","121617","112702","112419","111372","2103","2095","9","44","Truncq_7","rmphix_TRUE","MaxEE_2-5","TruncLen_210-190"
"track169","121617","112702","112419","111372","2103","2095","9","44","Truncq_11","rmphix_TRUE","MaxEE_2-5","TruncLen_210-190"
"track170","121617","25380","25279","25296","695","692","4","15","Truncq_15","rmphix_TRUE","MaxEE_2-5","TruncLen_210-190"
"track171","121617","116734","116351","115159","2055","2051","6","44","Truncq_2","rmphix_TRUE","MaxEE_2-5","TruncLen_180-160"
"track172","121617","116734","116351","115159","2055","2051","5","45","Truncq_4","rmphix_TRUE","MaxEE_2-5","TruncLen_180-160"
"track173","121617","116734","116351","115159","2055","2051","5","45","Truncq_7","rmphix_TRUE","MaxEE_2-5","TruncLen_180-160"
"track174","121617","116734","116351","115159","2055","2051","6","44","Truncq_11","rmphix_TRUE","MaxEE_2-5","TruncLen_180-160"
"track175","121617","39338","39235","39223","996","994","3","26","Truncq_15","rmphix_TRUE","MaxEE_2-5","TruncLen_180-160"
"track176","121617","107085","106787","106362","103911","95818","19","55","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_0-0"
"track177","121617","107085","106787","106362","103911","95818","18","56","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_0-0"
"track178","121617","107085","106787","106362","103911","95818","19","55","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_0-0"
"track179","121617","107085","106787","106362","103911","95818","19","55","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_0-0"
"track180","121617","113927","113479","113862","1782","1782","0","17","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_0-0"
"track181","121617","106343","106109","105605","105053","96689","27","37","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_250-230"
"track182","121617","106343","106109","105605","105053","96689","27","37","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_250-230"
"track183","121617","106343","106109","105605","105053","96689","28","36","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_250-230"
"track184","121617","106343","106109","105605","105053","96689","27","37","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_250-230"
"track185","121617","11268","11239","11235","11208","10007","7","3","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_250-230"
"track186","121617","110159","109876","109162","1928","1928","8","39","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_230-210"
"track187","121617","110159","109876","109162","1928","1928","8","39","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_230-210"
"track188","121617","110159","109876","109162","1928","1928","7","40","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_230-210"
"track189","121617","110159","109876","109162","1928","1928","7","40","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_230-210"
"track190","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_230-210"
"track191","121617","112702","112419","111372","2103","2095","8","45","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track192","121617","112702","112419","111372","2103","2095","8","45","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track193","121617","112702","112419","111372","2103","2095","8","45","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track194","121617","112702","112419","111372","2103","2095","8","45","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track195","121617","25380","25279","25296","695","692","3","16","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_210-190"
"track196","121617","116734","116351","115159","2055","2051","6","44","Truncq_2","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track197","121617","116734","116351","115159","2055","2051","6","44","Truncq_4","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track198","121617","116734","116351","115159","2055","2051","6","44","Truncq_7","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track199","121617","116734","116351","115159","2055","2051","6","44","Truncq_11","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track200","121617","39338","39235","39223","996","994","2","27","Truncq_15","rmphix_FALSE","MaxEE_2-5","TruncLen_180-160"
"track201","121617","111608","111212","110750","107984","99581","18","57","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track202","121617","111608","111212","110750","107984","99581","20","55","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track203","121617","111608","111212","110750","107984","99581","20","55","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track204","121617","111608","111212","110750","107984","99581","19","56","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track205","121617","113927","113479","113862","1782","1782","0","17","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_0-0"
"track206","121617","111102","110783","110225","109515","100801","28","36","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track207","121617","111102","110783","110225","109515","100801","27","37","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track208","121617","111102","110783","110225","109515","100801","27","37","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track209","121617","111102","110783","110225","109515","100801","27","37","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track210","121617","11268","11239","11235","11208","10007","6","4","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_250-230"
"track211","121617","114617","114249","113373","2006","2006","7","41","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track212","121617","114617","114249","113373","2006","2006","8","40","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track213","121617","114617","114249","113373","2006","2006","8","40","Truncq_7","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track214","121617","114617","114249","113373","2006","2006","8","40","Truncq_11","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track215","121617","16365","16296","16307","322","322","0","10","Truncq_15","rmphix_TRUE","MaxEE_3-5","TruncLen_230-210"
"track216","121617","117008","116619","115359","2170","2161","8","46","Truncq_2","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
"track217","121617","117008","116619","115359","2170","2161","8","46","Truncq_4","rmphix_TRUE","MaxEE_3-5","TruncLen_210-190"
