trackID,filtered,denoisedF,denoisedR,merged,nonchim,assignes,badassignes,PRM_TRUNCQ,PRM_RMPHIX,PRM_MAXEE,Trunclen
track151,119376,118220,116647,86605,72609,123,84,Truncq_2,rmphix_TRUE,MaxEE_2-5,TruncLen_0-0
track152,119376,118220,116647,86605,72609,123,84,Truncq_4,rmphix_TRUE,MaxEE_2-5,TruncLen_0-0
track153,119376,118220,116647,86605,72609,123,84,Truncq_7,rmphix_TRUE,MaxEE_2-5,TruncLen_0-0
track154,119376,118220,116647,86605,72609,123,84,Truncq_11,rmphix_TRUE,MaxEE_2-5,TruncLen_0-0
track155,129060,127879,128940,4324,4324,2,20,Truncq_15,rmphix_TRUE,MaxEE_2-5,TruncLen_0-0
track156,48210,47432,46574,42454,34290,160,80,Truncq_2,rmphix_TRUE,MaxEE_2-5,TruncLen_250-230
track157,48210,47432,46574,42454,34290,159,81,Truncq_4,rmphix_TRUE,MaxEE_2-5,TruncLen_250-230
track158,48210,47432,46574,42454,34290,159,81,Truncq_7,rmphix_TRUE,MaxEE_2-5,TruncLen_250-230
track159,48210,47432,46574,42454,34290,161,79,Truncq_11,rmphix_TRUE,MaxEE_2-5,TruncLen_250-230
track160,2767,2679,2683,2447,2336,47,10,Truncq_15,rmphix_TRUE,MaxEE_2-5,TruncLen_250-230
track161,123723,122805,121404,5924,5862,12,89,Truncq_2,rmphix_TRUE,MaxEE_2-5,TruncLen_230-210
track162,123723,122805,121404,5924,5862,12,89,Truncq_4,rmphix_TRUE,MaxEE_2-5,TruncLen_230-210
track163,123723,122805,121404,5924,5862,12,89,Truncq_7,rmphix_TRUE,MaxEE_2-5,TruncLen_230-210
track164,123723,122805,121404,5924,5862,13,88,Truncq_11,rmphix_TRUE,MaxEE_2-5,TruncLen_230-210
track165,13656,13429,13523,832,832,0,27,Truncq_15,rmphix_TRUE,MaxEE_2-5,TruncLen_230-210
track166,127628,126688,124805,6245,6179,7,96,Truncq_2,rmphix_TRUE,MaxEE_2-5,TruncLen_210-190
track167,127628,126688,124805,6245,6179,7,96,Truncq_4,rmphix_TRUE,MaxEE_2-5,TruncLen_210-190
track168,127628,126688,124805,6245,6179,6,97,Truncq_7,rmphix_TRUE,MaxEE_2-5,TruncLen_210-190
track169,127628,126688,124805,6245,6179,6,97,Truncq_11,rmphix_TRUE,MaxEE_2-5,TruncLen_210-190
track170,24401,24112,24164,1803,1803,0,35,Truncq_15,rmphix_TRUE,MaxEE_2-5,TruncLen_210-190
track171,133259,132373,129954,5743,5672,4,81,Truncq_2,rmphix_TRUE,MaxEE_2-5,TruncLen_180-160
track172,133259,132373,129954,5743,5672,4,81,Truncq_4,rmphix_TRUE,MaxEE_2-5,TruncLen_180-160
track173,133259,132373,129954,5743,5672,4,81,Truncq_7,rmphix_TRUE,MaxEE_2-5,TruncLen_180-160
track174,133259,132373,129954,5743,5672,4,81,Truncq_11,rmphix_TRUE,MaxEE_2-5,TruncLen_180-160
track175,39171,38850,38878,2489,2489,0,32,Truncq_15,rmphix_TRUE,MaxEE_2-5,TruncLen_180-160
track176,119376,118220,116647,86605,72609,124,83,Truncq_2,rmphix_FALSE,MaxEE_2-5,TruncLen_0-0
track177,119376,118220,116647,86605,72609,124,83,Truncq_4,rmphix_FALSE,MaxEE_2-5,TruncLen_0-0
track178,119376,118220,116647,86605,72609,123,84,Truncq_7,rmphix_FALSE,MaxEE_2-5,TruncLen_0-0
track179,119376,118220,116647,86605,72609,123,84,Truncq_11,rmphix_FALSE,MaxEE_2-5,TruncLen_0-0
track180,129060,127879,128940,4324,4324,2,20,Truncq_15,rmphix_FALSE,MaxEE_2-5,TruncLen_0-0
track181,48210,47432,46574,42454,34290,159,81,Truncq_2,rmphix_FALSE,MaxEE_2-5,TruncLen_250-230
track182,48210,47432,46574,42454,34290,159,81,Truncq_4,rmphix_FALSE,MaxEE_2-5,TruncLen_250-230
track183,48210,47432,46574,42454,34290,160,80,Truncq_7,rmphix_FALSE,MaxEE_2-5,TruncLen_250-230
track184,48210,47432,46574,42454,34290,159,81,Truncq_11,rmphix_FALSE,MaxEE_2-5,TruncLen_250-230
track185,2767,2679,2683,2447,2336,46,11,Truncq_15,rmphix_FALSE,MaxEE_2-5,TruncLen_250-230
track186,123723,122805,121404,5924,5862,12,89,Truncq_2,rmphix_FALSE,MaxEE_2-5,TruncLen_230-210
track187,123723,122805,121404,5924,5862,12,89,Truncq_4,rmphix_FALSE,MaxEE_2-5,TruncLen_230-210
track188,123723,122805,121404,5924,5862,12,89,Truncq_7,rmphix_FALSE,MaxEE_2-5,TruncLen_230-210
track189,123723,122805,121404,5924,5862,13,88,Truncq_11,rmphix_FALSE,MaxEE_2-5,TruncLen_230-210
track190,13656,13429,13523,832,832,0,27,Truncq_15,rmphix_FALSE,MaxEE_2-5,TruncLen_230-210
track191,127628,126688,124805,6245,6179,7,96,Truncq_2,rmphix_FALSE,MaxEE_2-5,TruncLen_210-190
track192,127628,126688,124805,6245,6179,7,96,Truncq_4,rmphix_FALSE,MaxEE_2-5,TruncLen_210-190
track193,127628,126688,124805,6245,6179,6,97,Truncq_7,rmphix_FALSE,MaxEE_2-5,TruncLen_210-190
track194,127628,126688,124805,6245,6179,6,97,Truncq_11,rmphix_FALSE,MaxEE_2-5,TruncLen_210-190
track195,24401,24112,24164,1803,1803,0,35,Truncq_15,rmphix_FALSE,MaxEE_2-5,TruncLen_210-190
track196,133259,132373,129954,5743,5672,4,81,Truncq_2,rmphix_FALSE,MaxEE_2-5,TruncLen_180-160
track197,133259,132373,129954,5743,5672,5,80,Truncq_4,rmphix_FALSE,MaxEE_2-5,TruncLen_180-160
track198,133259,132373,129954,5743,5672,6,79,Truncq_7,rmphix_FALSE,MaxEE_2-5,TruncLen_180-160
track199,133259,132373,129954,5743,5672,5,80,Truncq_11,rmphix_FALSE,MaxEE_2-5,TruncLen_180-160
track200,39171,38850,38878,2489,2489,0,33,Truncq_15,rmphix_FALSE,MaxEE_2-5,TruncLen_180-160
track201,126250,124971,123114,90787,76058,125,84,Truncq_2,rmphix_TRUE,MaxEE_3-5,TruncLen_0-0
track202,126250,124971,123114,90787,76058,126,83,Truncq_4,rmphix_TRUE,MaxEE_3-5,TruncLen_0-0
track203,126250,124971,123114,90787,76058,124,85,Truncq_7,rmphix_TRUE,MaxEE_3-5,TruncLen_0-0
track204,126250,124971,123114,90787,76058,124,85,Truncq_11,rmphix_TRUE,MaxEE_3-5,TruncLen_0-0
track205,129060,127879,128940,4324,4324,0,21,Truncq_15,rmphix_TRUE,MaxEE_3-5,TruncLen_0-0
track206,51987,50924,50100,45478,36754,162,84,Truncq_2,rmphix_TRUE,MaxEE_3-5,TruncLen_250-230
track207,51987,50924,50100,45478,36754,162,84,Truncq_4,rmphix_TRUE,MaxEE_3-5,TruncLen_250-230
track208,51987,50924,50100,45478,36754,162,84,Truncq_7,rmphix_TRUE,MaxEE_3-5,TruncLen_250-230
track209,51987,50924,50100,45478,36754,163,83,Truncq_11,rmphix_TRUE,MaxEE_3-5,TruncLen_250-230
track210,2767,2679,2683,2447,2336,46,11,Truncq_15,rmphix_TRUE,MaxEE_3-5,TruncLen_250-230
track211,130262,129015,127492,6202,6134,11,89,Truncq_2,rmphix_TRUE,MaxEE_3-5,TruncLen_230-210
track212,130262,129015,127492,6202,6134,10,90,Truncq_4,rmphix_TRUE,MaxEE_3-5,TruncLen_230-210
track213,130262,129015,127492,6202,6134,10,90,Truncq_7,rmphix_TRUE,MaxEE_3-5,TruncLen_230-210
track214,130262,129015,127492,6202,6134,10,90,Truncq_11,rmphix_TRUE,MaxEE_3-5,TruncLen_230-210
track215,13656,13429,13523,832,832,0,27,Truncq_15,rmphix_TRUE,MaxEE_3-5,TruncLen_230-210
track216,133781,132579,130243,6459,6390,6,97,Truncq_2,rmphix_TRUE,MaxEE_3-5,TruncLen_210-190
track217,133781,132579,130243,6459,6390,6,97,Truncq_4,rmphix_TRUE,MaxEE_3-5,TruncLen_210-190
track218,133781,132579,130243,6459,6390,6,97,Truncq_7,rmphix_TRUE,MaxEE_3-5,TruncLen_210-190
track219,133781,132579,130243,6459,6390,6,97,Truncq_11,rmphix_TRUE,MaxEE_3-5,TruncLen_210-190
track220,24401,24112,24164,1803,1803,2,34,Truncq_15,rmphix_TRUE,MaxEE_3-5,TruncLen_210-190
track221,138444,136984,134541,5858,5786,4,80,Truncq_2,rmphix_TRUE,MaxEE_3-5,TruncLen_180-160
track222,138444,136984,134541,5858,5786,5,79,Truncq_4,rmphix_TRUE,MaxEE_3-5,TruncLen_180-160
track223,138444,136984,134541,5858,5786,4,80,Truncq_7,rmphix_TRUE,MaxEE_3-5,TruncLen_180-160
track224,138444,136984,134541,5858,5786,4,80,Truncq_11,rmphix_TRUE,MaxEE_3-5,TruncLen_180-160
track225,39171,38850,38878,2489,2489,0,33,Truncq_15,rmphix_TRUE,MaxEE_3-5,TruncLen_180-160
track226,126250,124971,123114,90787,76058,124,85,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_0-0
track227,126250,124971,123114,90787,76058,124,85,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_0-0
track228,126250,124971,123114,90787,76058,124,85,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_0-0
track229,126250,124971,123114,90787,76058,126,83,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_0-0
track230,129060,127879,128940,4324,4324,0,21,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_0-0
track231,51987,50924,50100,45478,36754,162,84,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track232,51987,50924,50100,45478,36754,163,83,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track233,51987,50924,50100,45478,36754,163,83,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
