trackID,filtered,denoisedF,denoisedR,merged,nonchim,assignes,badassignes,PRM_TRUNCQ,PRM_RMPHIX,PRM_MAXEE,Trunclen
track234,51987,50924,50100,45478,36754,162,84,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track235,2767,2679,2683,2447,2336,46,11,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_250-230
track236,130262,129015,127492,6202,6134,12,88,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track237,130262,129015,127492,6202,6134,12,88,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track238,130262,129015,127492,6202,6134,10,90,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track239,130262,129015,127492,6202,6134,10,90,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track240,13656,13429,13523,832,832,0,27,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_230-210
track241,133781,132579,130243,6459,6390,6,97,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track242,133781,132579,130243,6459,6390,6,97,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track243,133781,132579,130243,6459,6390,6,97,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track244,133781,132579,130243,6459,6390,7,96,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track245,24401,24112,24164,1803,1803,0,35,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_210-190
track246,138445,136985,134541,5858,5786,4,80,Truncq_2,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track247,138445,136985,134541,5858,5786,5,79,Truncq_4,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track248,138445,136985,134541,5858,5786,4,80,Truncq_7,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track249,138445,136985,134541,5858,5786,4,80,Truncq_11,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
track250,39171,38850,38878,2489,2489,0,33,Truncq_15,rmphix_FALSE,MaxEE_3-5,TruncLen_180-160
