"asv","Kingdom","Phylum","Class","Order","Family","Genus"
"asv1","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"asv2","Eukaryota",NA,NA,NA,NA,NA
"asv3","Eukaryota","Heterolobosea","Tetramitia","Tetramitia_or","Tetramitia_fa","Sawyeria"
"asv4","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa",NA
"asv5","Eukaryota","Euglenozoa","Euglenida","Euglenophyceae",NA,NA
"asv6","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa","Distigma"
"asv7","Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Ballistosporomyces"
"asv8","Eukaryota","Retaria","Foraminifera","Globothalamea","Rotaliida","Ammonia"
"asv9","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"asv10","Eukaryota","Ochrophyta",NA,NA,NA,NA
"asv11","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa","Gyropaigne"
"asv12","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"asv13","Eukaryota","Retaria",NA,NA,NA,NA
"asv14","Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Bostrychia"
"asv15","Eukaryota","Parabasalia","Tritrichomonadea","Tritrichomonadea_or","Tritrichomonadea_fa","Histomonas"
"asv16","Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA
"asv17","Eukaryota","Retaria","Polycystinea","Collodaria","Collodaria_fa","Disolenia"
"asv18","Eukaryota","Mucoromycota","Incertae_Sedis","Mucorales","Cunninghamellaceae","Absidia"
"asv19","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"asv20","Eukaryota","Euglenozoa","Kinetoplastea","Metakinetoplastina","Neobodonida","Neobodo"
"asv21","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"asv22","Eukaryota","Retaria","Polycystinea","Collodaria","Collodaria_fa","Collophidium"
"asv23","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus"
"asv24","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv25","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria"
"asv26","Eukaryota","Parabasalia","Tritrichomonadea","Tritrichomonadea_or","Tritrichomonadea_fa",NA
