"asv","Kingdom","Phylum","Class","Order","Family","Genus"
"asv1","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"asv2","Eukaryota",NA,NA,NA,NA,NA
"asv3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"asv4","Eukaryota","Heterolobosea","Tetramitia","Tetramitia_or","Tetramitia_fa","Sawyeria"
"asv5","Eukaryota","Retaria","Foraminifera","Globothalamea","Rotaliida","Ammonia"
"asv6","Eukaryota","Phragmoplastophyta","Embryophyta",NA,NA,NA
"asv7","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa","Gyropaigne"
"asv8","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium"
"asv9","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa","Distigma"
"asv10","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"asv11","Eukaryota","Euglenozoa","Euglenida","Euglenophyceae",NA,NA
"asv12","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"asv13","Eukaryota","Ochrophyta",NA,NA,NA,NA
"asv14","Eukaryota","Euglenozoa",NA,NA,NA,NA
"asv15","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"asv16","Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa",NA
"asv17","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"asv18","Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA
"asv19","Eukaryota","Mucoromycota","Incertae_Sedis","Mucorales","Cunninghamellaceae","Absidia"
"asv20","Eukaryota","Euglenozoa","Euglenida","Aphagea","Aphagea_fa",NA
"asv21","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"asv22","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv23","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1"
"asv24","Eukaryota","Retaria",NA,NA,NA,NA
"asv25","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7"
"asv26","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"asv27","Eukaryota","Retaria","Polycystinea","Collodaria","Collodaria_fa","Collophidium"
